,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,STATUS_LULUS
5916,P,HUK,G7,SRJN,PDG,PDG,LTW
692,P,AKU,G2,SMTA,LL,PDG,LTW
1992,P,EKO,G4,SD,PDG,PDG,LTW
5396,P,HUK,G3,SRJN,GRD,PNS,LTW
5491,L,HUK,G3,SMP,PDG,PDG,LTW
659,P,AKU,G4,SRJN,GRD,PNS,LTW
1185,P,AKU,G4,SRJN,GRD,PNS,LTW
3322,P,KOM,G4,SRJN,GRD,GRD,LTW
3209,P,KOM,G3,SRJN,PNS,GRD,LTW
2171,P,EKO,G2,SD,LL,BPN,LTW
2128,L,EKO,G7,SMTA,PS,PS,LTW
5948,P,HUK,G4,SMTA,LL,PNS,LTW
1867,P,EKO,G2,SRJN,PNS,LL,LTW
5930,P,HUK,G5,SMTA,PNS,LL,LTW
5415,P,HUK,G4,SMTA,PDG,PNS,LTW
1145,P,AKU,G3,SMTA,LL,PS,LTW
796,P,AKU,G5,SRJN,GRD,GRD,LTW
834,P,AKU,G5,SMTA,LL,PS,LTW
897,P,AKU,G4,SRJN,PDG,GRD,LTW
909,L,AKU,G2,SMP,LL,BPN,LTW
948,L,AKU,G3,SMTA,PS,PS,LTW
2064,P,EKO,G2,SMTA,LL,PSN,LTW
6094,P,HUK,G4,SRJN,LL,PS,LTW
6362,P,HUK,G4,SMTA,LL,PS,LTW
6034,L,HUK,G7,SMTA,LL,PS,LTW
2163,L,EKO,G7,LL,LL,PDG,LTW
2226,P,EKO,G3,SMTA,PDG,PSN,LTW
5908,P,HUK,G3,SD,LL,ABRI,LTW
2118,P,EKO,G4,SMTA,LL,GRD,LTW
6258,L,HUK,G2,SD,PDG,BPN,LTW
6217,P,HUK,G4,SRJN,GRD,GRD,LTW
6202,L,HUK,G4,SRJN,PNS,PNS,LTW
5535,P,HUK,G3,SMTA,PDG,PNS,LTW
6093,P,HUK,G4,SMTA,LL,PSN,LTW
6383,P,HUK,G4,SRJN,LL,PNS,LTW
5422,P,HUK,G4,SMTA,PDG,PNS,LTW
3439,P,KOM,G4,SRJN,PNS,PNS,LTW
927,P,AKU,G3,SMP,LL,PNS,LTW
6172,P,HUK,G1,SD,LL,PSN,LTW
1171,P,AKU,G2,SD,PDG,PDG,LTW
6259,P,HUK,G2,SMP,LL,PDG,LTW
1051,L,AKU,G3,SRJN,GRD,PNS,LTW
6002,P,HUK,G4,SRJN,PNS,PNS,LTW
1118,L,AKU,G7,SMTA,LL,GRD,LTW
975,P,AKU,G4,SRJN,PDG,PS,LTW
5915,P,HUK,G7,SRJN,LL,LL,LC
3424,L,KOM,G4,SMTA,PS,PS,LC
1155,L,AKU,G5,SRJN,GRD,PNS,LC
1824,P,EKO,G2,SD,BPN,BPN,LC
3346,P,KOM,G7,SMTA,LL,PNS,LC
3360,P,KOM,G4,SMTA,PNS,LL,LC
5837,P,HUK,G4,SRJN,PNS,GRD,LC
3461,L,KOM,G5,SRJN,GRD,PSN,LC
789,P,AKU,G4,SMTA,LL,LL,LC
6032,P,HUK,G3,SRJN,GRD,PS,LC
6021,P,HUK,G3,SMTA,GRD,GRD,LC
2237,P,EKO,G7,SRJN,PS,GRD,LC
3352,L,KOM,G3,SD,PDG,PS,LC
5914,P,HUK,G5,SMTA,PDG,PNS,LC
