,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,SKS_S1,SKS_S2,STATUS_LULUS
1306,L,MTK,G4,SRJN,GRD,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
2218,L,IF,G3,SD,LL,PSN,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LLW
525,P,FISIKA,G3,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
261,P,FISIKA,G4,SRJN,GRD,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
1077,P,MTK,G4,SRJN,PDG,PNS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
329,P,FISIKA,G2,SD,BPN,PSN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
2110,L,IF,G3,SMP,PDG,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
294,L,FISIKA,G2,SD,LL,BPN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
2003,P,BIO,G5,SRJN,LL,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,LLW
2142,L,IF,G3,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
164,P,FISIKA,G1,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
275,L,FISIKA,G3,SRJN,PDG,ABRI,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
2303,P,IF,G2,SMP,PDG,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,LLW
956,P,MTK,G2,SMP,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2292,L,IF,G3,SMTA,LL,PSN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,LLW
289,L,FISIKA,G1,SMTA,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2080,P,IF,G2,SD,LL,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
1016,P,MTK,G2,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1156,P,MTK,G1,LL,LL,LL,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
390,P,FISIKA,G3,SMP,LL,PS,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,LLW
2118,P,IF,G3,SD,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
1625,L,BIO,G4,SRJN,GRD,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
434,L,FISIKA,G4,SMTA,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1845,P,BIO,G2,SMP,BPN,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LLW
994,L,MTK,G3,SD,PDG,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
965,L,MTK,G3,SRJN,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
2185,L,IF,G4,SRJN,GRD,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
2245,P,IF,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
1071,P,MTK,G4,SMTA,PNS,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LTW
2311,P,IF,G4,SMTA,LL,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,LTW
1860,P,BIO,G2,SMTA,LL,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LTW
491,P,FISIKA,G2,SRJN,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
855,P,MTK,G3,SMP,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_C,LTW
1981,P,BIO,G4,SRJN,BPN,PNS,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,LTW
343,P,FISIKA,G1,SD,BPN,BPN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
405,L,FISIKA,G3,SD,PDG,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,LTW
1577,P,BIO,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
180,L,FISIKA,G2,SD,BPN,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LTW
866,P,MTK,G3,SRJN,GRD,PS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_C,LTW
1850,P,BIO,G4,SRJN,PNS,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1829,L,BIO,G4,SRJN,BPN,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1936,P,BIO,G2,SD,BPN,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
1769,P,BIO,G4,SRJN,LL,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,LTW
1678,P,BIO,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1869,P,BIO,G3,SRJN,GRD,PSN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
402,P,FISIKA,G2,SMP,BPN,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
1738,P,BIO,G3,LL,LL,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
155,L,FISIKA,G2,SMP,LL,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LTW
1710,P,BIO,G2,SMTA,PS,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1593,P,BIO,G2,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1785,P,BIO,G2,SD,PDG,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
1567,P,BIO,G3,SMTA,LL,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
879,P,MTK,G1,SD,LL,PSN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LTW
2269,P,IF,G1,SMTA,PS,LL,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LTW
185,P,FISIKA,G3,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
381,L,FISIKA,G2,SMTA,GRD,LL,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,LTW
1720,P,BIO,G4,SRJN,LL,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
476,P,FISIKA,G2,SD,BPN,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1526,P,BIO,G3,SMTA,GRD,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
850,P,MTK,G3,SMP,PS,PNS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LTW
1272,P,MTK,G4,SMTA,PDG,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
1751,P,BIO,G4,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
271,L,FISIKA,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
1607,P,BIO,G3,SMP,LL,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
1686,P,BIO,G2,SRJN,PDG,PNS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_SB,LTW
494,L,FISIKA,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
865,P,MTK,G2,SD,LL,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_C,LTW
1755,L,BIO,G4,SD,PDG,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
2078,P,IF,G3,SRJN,LL,PNS,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
1167,P,MTK,G3,SMTA,LL,PSN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,LTW
1085,P,MTK,G3,SRJN,GRD,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LTW
1556,P,BIO,G1,SMTA,BPN,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
361,L,FISIKA,G3,SMTA,PDG,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LTW
1811,L,BIO,G2,SRJN,GRD,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LTW
1772,L,BIO,G3,SRJN,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
1254,P,MTK,G3,SMTA,PS,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
1664,P,BIO,G2,SRJN,LL,GRD,IPS1_M,IPS2_CUM,SKS1_B,SKS2_B,LTW
1056,P,MTK,G4,SMP,PDG,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
2068,L,IF,G3,SMTA,PDG,PNS,IPS1_CUM,IPS2_KM,SKS1_B,SKS2_B,LTW
414,P,FISIKA,G2,SD,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
197,L,FISIKA,G3,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_K,SKS2_B,LTW
1974,P,BIO,G3,SMP,LL,PSN,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
979,P,MTK,G3,SMP,PDG,PS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
1813,P,BIO,G4,SMTA,PNS,ABRI,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
2166,P,IF,G4,SRJN,PNS,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LTW
466,L,FISIKA,G3,SD,BPN,PDG,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
1599,P,BIO,G3,SD,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
1557,P,BIO,G1,SRJN,PDG,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LTW
2219,L,IF,G4,SRJN,LL,GRD,IPS1_CUM,IPS2_M,SKS1_B,SKS2_B,LTW
228,P,FISIKA,G3,SRJN,GRD,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
1994,P,BIO,G2,SMP,LL,BPN,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,LTW
2265,L,IF,G1,SD,LL,LL,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,LTW
288,P,FISIKA,G3,SRJN,GRD,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
1743,P,BIO,G2,SMTA,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,LTW
143,L,FISIKA,G2,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LTW
400,P,FISIKA,G3,SRJN,PNS,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
2339,L,IF,G5,SRJN,GRD,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
202,L,FISIKA,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_C,LTW
1840,P,BIO,G2,SMP,PDG,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,LTW
366,L,FISIKA,G3,SRJN,PDG,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,LTW
2371,P,IF,G4,SMTA,LL,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LTW
2095,P,IF,G4,SRJN,PDG,PNS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,LTW
1541,P,BIO,G3,SMTA,LL,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
1073,P,MTK,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
830,P,MTK,G2,SMP,LL,PNS,IPS1_SM,IPS2_M,SKS1_C,SKS2_C,LTW
1066,P,MTK,G3,SMTA,LL,PSN,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LTW
1149,P,MTK,G4,SRJN,PNS,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
1064,P,MTK,G2,SRJN,LL,LL,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
1202,P,MTK,G4,SMTA,LL,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LTW
2332,P,IF,G3,SRJN,LL,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,LTW
1697,P,BIO,G2,SMTA,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
1523,P,BIO,G3,SRJN,PNS,LL,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
426,P,FISIKA,G2,SD,LL,PS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
599,L,FISIKA,G1,SMP,BPN,PSN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
416,P,FISIKA,G4,SRJN,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
371,L,FISIKA,G2,SMTA,LL,LL,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
324,P,FISIKA,G2,SMTA,LL,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,LTW
410,P,FISIKA,G3,SMP,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1314,P,MTK,G4,SMTA,LL,PS,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
498,L,FISIKA,G2,SD,LL,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LTW
1547,P,BIO,G2,SD,BPN,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
1846,P,BIO,G2,SMTA,PDG,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
384,P,FISIKA,G3,LL,LL,PSN,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
1903,P,BIO,G2,SD,LL,LL,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LTW
399,L,FISIKA,G2,SMP,LL,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
1706,P,BIO,G2,SMP,LL,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LTW
307,P,FISIKA,G1,SMTA,PDG,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
868,L,MTK,G2,LL,BPN,BPN,IPS1_SM,IPS2_KM,SKS1_B,SKS2_C,LTW
1821,P,BIO,G3,SRJN,PDG,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1111,P,MTK,G3,SMTA,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
1778,P,BIO,G3,SMTA,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
1663,P,BIO,G3,SD,BPN,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LC
1616,P,BIO,G2,SMP,PS,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LC
1783,P,BIO,G2,SMP,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LC
1611,P,BIO,G2,SMP,BPN,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LC
1666,P,BIO,G2,LL,PDG,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,LC
1854,P,BIO,G4,SRJN,LL,PDG,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LC
1685,P,BIO,G3,SRJN,GRD,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LC
1630,P,BIO,G3,SMTA,LL,PSN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LC
1767,P,BIO,G4,SMTA,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LC
