,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,kelas
2159,L,EKO,G6,SMTA,LL,PS,IPS1_SM,IPS2_SM,IPK_SM-LLW
2160,P,EKO,G3,LL,LL,PDG,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
2163,L,EKO,G7,LL,LL,PDG,IPS1_SM,IPS2_KM,IPK_SM-LTW
2167,P,EKO,G4,SRJN,LL,PS,IPS1_CUM,IPS2_CUM,IPK_SM-LTW
2171,P,EKO,G2,SD,LL,BPN,IPS1_SM,IPS2_CUM,IPK_SM-LTW
2172,L,EKO,G4,SD,LL,GRD,IPS1_SM,IPS2_SM,IPK_SM-LC
2175,L,EKO,G4,SRJN,LL,GRD,IPS1_SM,IPS2_M,IPK_SM-LLW
2180,P,EKO,G5,SRJN,GRD,PSN,IPS1_SM,IPS2_SM,IPK_CUM-LTW
2181,P,EKO,G1,SD,LL,PSN,IPS1_CUM,IPS2_CUM,IPK_CUM-LLW
2185,L,EKO,G6,SRJN,GRD,GRD,IPS1_CUM,IPS2_M,IPK_SM-LLW
2188,P,EKO,G4,SMP,LL,PS,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
2191,L,EKO,G4,SRJN,PSN,PSN,IPS1_SM,IPS2_M,IPK_SM-LLW
2192,P,EKO,G4,SRJN,LL,ABRI,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
2194,P,EKO,G4,SMTA,PDG,GRD,IPS1_SM,IPS2_M,IPK_SM-LTW
2203,P,EKO,G4,SRJN,PNS,PSN,IPS1_SM,IPS2_SM,IPK_SM-LTW
2208,L,EKO,G2,SMTA,PS,PS,IPS1_SM,IPS2_SM,IPK_CUM-LLW
2215,L,EKO,G2,SMTA,LL,PDG,IPS1_CUM,IPS2_SM,IPK_CUM-LTW
2218,P,EKO,G3,SMTA,LL,PDG,IPS1_SM,IPS2_SM,IPK_SM-LTW
2222,P,EKO,G4,SMTA,LL,PNS,IPS1_KM,IPS2_SM,IPK_SM-LTW
2224,L,EKO,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_SM,IPK_SM-LLW
2226,P,EKO,G3,SMTA,PDG,PSN,IPS1_SM,IPS2_SM,IPK_CUM-LTW
2228,P,EKO,G2,SMP,LL,BPN,IPS1_SM,IPS2_SM,IPK_SM-LTW
2229,P,EKO,G5,SMTA,PDG,PDG,IPS1_SM,IPS2_M,IPK_SM-LLW
2234,P,EKO,G4,SRJN,GRD,LL,IPS1_SM,IPS2_SM,IPK_SM-LLW
2235,L,EKO,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_CUM,IPK_SM-LTW
2238,P,EKO,G5,SMTA,LL,PNS,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
2241,L,EKO,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_CUM,IPK_SM-LLW
2243,P,EKO,G4,SRJN,LL,LL,IPS1_M,IPS2_CUM,IPK_CUM-LTW
2244,P,EKO,G2,SMTA,LL,PSN,IPS1_SM,IPS2_SM,IPK_CUM-LTW
2246,P,EKO,G6,SRJN,LL,PS,IPS1_M,IPS2_CUM,IPK_CUM-LC
2248,P,EKO,G3,SRJN,PNS,BPN,IPS1_CUM,IPS2_SM,IPK_CUM-LTW
2252,P,EKO,G4,SMTA,LL,PNS,IPS1_SM,IPS2_CUM,IPK_SM-LTW
2254,P,EKO,G2,SMTA,PDG,PSN,IPS1_M,IPS2_SM,IPK_SM-LC
2258,P,EKO,G7,SMTA,LL,PNS,IPS1_SM,IPS2_SM,IPK_CUM-LTW
2260,L,EKO,G2,SRJN,PS,PS,IPS1_SM,IPS2_CUM,IPK_CUM-LLW
2261,L,EKO,G4,SMTA,LL,PNS,IPS1_SM,IPS2_SM,IPK_CUM-LTW
2262,P,EKO,G2,SD,PDG,BPN,IPS1_CUM,IPS2_CUM,IPK_CUM-LTW
2264,L,EKO,G5,SRJN,PS,PSN,IPS1_SM,IPS2_SM,IPK_CUM-LLW
2265,L,EKO,G4,SD,PDG,PDG,IPS1_SM,IPS2_SM,IPK_SM-LLW
2266,L,EKO,G4,SMTA,LL,PDG,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
2267,L,EKO,G3,SMP,PDG,PDG,IPS1_KM,IPS2_CUM,IPK_SM-LTW
2270,P,EKO,G4,SRJN,LL,GRD,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
2271,P,EKO,G4,SMTA,LL,ABRI,IPS1_CUM,IPS2_CUM,IPK_CUM-LLW
2278,P,EKO,G3,SMTA,LL,PS,IPS1_M,IPS2_SM,IPK_SM-LTW
2279,P,EKO,G2,LL,LL,BPN,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
2280,P,EKO,G7,SRJN,LL,PDG,IPS1_CUM,IPS2_SM,IPK_CUM-LTW
2285,P,EKO,G3,SMTA,LL,PDG,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
2286,L,EKO,G3,SRJN,LL,PSN,IPS1_M,IPS2_SM,IPK_SM-LTW
2287,L,EKO,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
2289,P,EKO,G3,SMTA,LL,PS,IPS1_SM,IPS2_CUM,IPK_CUM-LC
2297,P,EKO,G2,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,IPK_SM-LLW
2298,L,EKO,G4,SRJN,PNS,PNS,IPS1_KM,IPS2_SM,IPK_SM-LTW
2300,P,EKO,G4,SMTA,PDG,PSN,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
2305,P,EKO,G4,SRJN,PDG,PNS,IPS1_SM,IPS2_SM,IPK_SM-LTW
2307,P,EKO,G2,LL,PDG,BPN,IPS1_M,IPS2_SM,IPK_SM-LTW
2312,P,EKO,G4,SRJN,GRD,PS,IPS1_CUM,IPS2_CUM,IPK_CUM-LC
2314,P,EKO,G4,SMTA,LL,PSN,IPS1_CUM,IPS2_CUM,IPK_CUM-LC
2315,P,EKO,G2,SRJN,LL,BPN,IPS1_CUM,IPS2_CUM,IPK_CUM-LTW
2320,P,EKO,G3,SD,BPN,PDG,IPS1_SM,IPS2_SM,IPK_CUM-LC
2322,P,EKO,G4,SRJN,GRD,PNS,IPS1_CUM,IPS2_CUM,IPK_CUM-LC
2952,P,KOM,G1,SMTA,LL,PSN,IPS1_KM,IPS2_M,IPK_M-LLW
3032,P,KOM,G4,SMTA,LL,ABRI,IPS1_SM,IPS2_SM,IPK_SM-LLW
3040,L,KOM,G3,SMTA,LL,GRD,IPS1_KM,IPS2_CUM,IPK_SM-LLW
3043,L,KOM,G3,SD,LL,PS,IPS1_SM,IPS2_M,IPK_SM-LLW
3044,L,KOM,G3,SMTA,PNS,PNS,IPS1_M,IPS2_CUM,IPK_SM-LLW
3045,L,KOM,G3,SMTA,LL,PDG,IPS1_KM,IPS2_SM,IPK_SM-LLW
3048,P,KOM,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_CUM,IPK_SM-LLW
3049,P,KOM,G3,SRJN,LL,PS,IPS1_KM,IPS2_M,IPK_SM-LLW
3050,P,KOM,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_CUM,IPK_SM-LLW
3052,L,KOM,G3,SRJN,LL,GRD,IPS1_SM,IPS2_KM,IPK_SM-LLW
3071,P,KOM,G4,SMTA,PNS,PS,IPS1_KM,IPS2_SM,IPK_SM-LLW
3072,P,KOM,G4,SRJN,PS,PS,IPS1_KM,IPS2_SM,IPK_SM-LLW
3074,L,KOM,G5,SMTA,ABRI,PSN,IPS1_KM,IPS2_SM,IPK_M-LLW
3075,L,KOM,G4,SMTA,PS,PNS,IPS1_SM,IPS2_M,IPK_M-LLW
3076,P,KOM,G3,SRJN,LL,PS,IPS1_SM,IPS2_CUM,IPK_SM-LLW
3082,P,KOM,G1,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,IPK_KM-LLW
3083,P,KOM,G3,SMTA,PDG,PSN,IPS1_CUM,IPS2_SM,IPK_SM-LLW
3086,P,KOM,G3,SRJN,LL,PDG,IPS1_SM,IPS2_M,IPK_SM-LLW
3088,P,KOM,G3,SRJN,LL,GRD,IPS1_CUM,IPS2_SM,IPK_KM-LLW
3094,P,KOM,G4,SRJN,ABRI,LL,IPS1_SM,IPS2_SM,IPK_SM-LLW
3096,P,KOM,G3,SMTA,PNS,PNS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3098,L,KOM,G4,SRJN,LL,GRD,IPS1_CUM,IPS2_CUM,IPK_SM-LLW
3099,P,KOM,G3,SRJN,GRD,BPN,IPS1_SM,IPS2_SM,IPK_SM-LLW
3101,P,KOM,G4,SRJN,PNS,PNS,IPS1_CUM,IPS2_CUM,IPK_CUM-LLW
3104,L,KOM,G3,SMTA,LL,PDG,IPS1_SM,IPS2_M,IPK_SM-LLW
3105,L,KOM,G2,SD,LL,BPN,IPS1_SM,IPS2_SM,IPK_SM-LLW
3107,L,KOM,G3,SRJN,GRD,PDG,IPS1_KM,IPS2_M,IPK_M-LLW
3108,L,KOM,G2,LL,PDG,PDG,IPS1_M,IPS2_M,IPK_SM-LLW
3109,L,KOM,G3,SRJN,GRD,PNS,IPS1_SM,IPS2_M,IPK_SM-LLW
3110,P,KOM,G3,SMTA,GRD,PNS,IPS1_CUM,IPS2_SM,IPK_SM-LLW
3113,P,KOM,G3,SRJN,GRD,GRD,IPS1_CUM,IPS2_SM,IPK_CUM-LLW
3114,P,KOM,G3,SMTA,PDG,PDG,IPS1_CUM,IPS2_SM,IPK_SM-LLW
3116,P,KOM,G2,SMTA,LL,PDG,IPS1_CUM,IPS2_SM,IPK_SM-LLW
3117,P,KOM,G3,SD,LL,PDG,IPS1_SM,IPS2_SM,IPK_SM-LLW
3118,P,KOM,G2,SMTA,LL,PSN,IPS1_CUM,IPS2_SM,IPK_SM-LLW
3119,P,KOM,G3,SMTA,LL,PSN,IPS1_SM,IPS2_SM,IPK_SM-LLW
3121,L,KOM,G4,SRJN,LL,GRD,IPS1_CUM,IPS2_M,IPK_SM-LLW
3122,P,KOM,G3,SMTA,PDG,GRD,IPS1_SM,IPS2_KM,IPK_SM-LLW
3126,P,KOM,G4,SMTA,PDG,LL,IPS1_CUM,IPS2_SM,IPK_SM-LLW
3127,L,KOM,G3,SRJN,GRD,PS,IPS1_SM,IPS2_M,IPK_KM-LLW
3128,P,KOM,G2,SD,PDG,BPN,IPS1_SM,IPS2_SM,IPK_SM-LLW
3132,L,KOM,G3,SMTA,LL,GRD,IPS1_SM,IPS2_M,IPK_SM-LLW
3133,P,KOM,G2,SMTA,LL,PS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3150,P,KOM,G2,SD,LL,BPN,IPS1_SM,IPS2_SM,IPK_CUM-LLW
3152,P,KOM,G2,SMP,LL,PS,IPS1_M,IPS2_M,IPK_SM-LLW
3153,P,KOM,G3,SMTA,LL,PNS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3154,P,KOM,G3,SMTA,LL,BPN,IPS1_SM,IPS2_SM,IPK_KM-LLW
3155,P,KOM,G3,SMTA,PDG,PDG,IPS1_CUM,IPS2_SM,IPK_SM-LLW
3158,L,KOM,G4,SMTA,LL,PSN,IPS1_SM,IPS2_SM,IPK_SM-LLW
3160,P,KOM,G4,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,IPK_SM-LLW
3161,L,KOM,G5,SMTA,LL,PS,IPS1_KM,IPS2_M,IPK_M-LLW
3163,P,KOM,G4,SMTA,LL,PSN,IPS1_KM,IPS2_M,IPK_KM-LLW
3169,P,KOM,G4,SMTA,LL,PNS,IPS1_SM,IPS2_M,IPK_SM-LLW
3170,P,KOM,G3,SRJN,GRD,PSN,IPS1_CUM,IPS2_M,IPK_KM-LLW
3172,L,KOM,G5,SMTA,LL,PNS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3175,L,KOM,G4,SRJN,LL,PS,IPS1_M,IPS2_SM,IPK_M-LLW
3177,P,KOM,G4,SRJN,PNS,PDG,IPS1_M,IPS2_SM,IPK_SM-LTW
3178,P,KOM,G4,SMTA,LL,PS,IPS1_M,IPS2_SM,IPK_KM-LLW
3181,P,KOM,G3,SRJN,PNS,PNS,IPS1_SM,IPS2_SM,IPK_SM-LTW
3182,P,KOM,G5,SRJN,LL,PSN,IPS1_SM,IPS2_SM,IPK_SM-LLW
3183,P,KOM,G3,SMTA,LL,PNS,IPS1_CUM,IPS2_SM,IPK_SM-LTW
3186,P,KOM,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,IPK_SM-LTW
3187,L,KOM,G2,SMTA,GRD,PDG,IPS1_M,IPS2_SM,IPK_M-LLW
3189,L,KOM,G3,SMTA,LL,PNS,IPS1_M,IPS2_KM,IPK_SM-LLW
3190,L,KOM,G5,SRJN,GRD,PNS,IPS1_SM,IPS2_CUM,IPK_KM-LLW
3191,L,KOM,G3,SMTA,PDG,PDG,IPS1_M,IPS2_SM,IPK_KM-LLW
3193,L,KOM,G2,SRJN,GRD,PS,IPS1_SM,IPS2_SM,IPK_KM-LLW
3196,L,KOM,G4,SMTA,PDG,PNS,IPS1_KM,IPS2_SM,IPK_KM-LLW
3197,P,KOM,G4,SMTA,PNS,PS,IPS1_SM,IPS2_SM,IPK_KM-LLW
3198,P,KOM,G3,SD,LL,PDG,IPS1_KM,IPS2_SM,IPK_SM-LLW
3199,L,KOM,G6,SRJN,LL,LL,IPS1_M,IPS2_M,IPK_SM-LLW
3202,P,KOM,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3205,P,KOM,G5,SRJN,PNS,PDG,IPS1_SM,IPS2_SM,IPK_SM-LLW
3208,P,KOM,G5,SRJN,GRD,PDG,IPS1_SM,IPS2_SM,IPK_SM-LLW
3210,L,KOM,G3,SMTA,LL,PNS,IPS1_SM,IPS2_SM,IPK_KM-LLW
3212,L,KOM,G3,SMTA,LL,PSN,IPS1_SM,IPS2_CUM,IPK_SM-LLW
3214,P,KOM,G3,SRJN,PNS,PNS,IPS1_CUM,IPS2_CUM,IPK_CUM-LTW
3215,L,KOM,G7,SRJN,PNS,PSN,IPS1_M,IPS2_SM,IPK_SM-LTW
3220,P,KOM,G6,SMTA,LL,PDG,IPS1_SM,IPS2_SM,IPK_SM-LTW
3221,P,KOM,G4,SMTA,PS,PNS,IPS1_KM,IPS2_M,IPK_SM-LTW
3223,L,KOM,G3,LL,PSN,PDG,IPS1_SM,IPS2_SM,IPK_SM-LLW
3224,L,KOM,G7,SMTA,PDG,PDG,IPS1_M,IPS2_SM,IPK_M-LLW
3226,P,KOM,G2,LL,PDG,BPN,IPS1_M,IPS2_SM,IPK_SM-LTW
3227,P,KOM,G4,SRJN,PDG,PS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3231,L,KOM,G5,SMTA,LL,PS,IPS1_M,IPS2_KM,IPK_SM-LLW
3232,L,KOM,G5,SRJN,GRD,LL,IPS1_M,IPS2_KM,IPK_SM-LLW
3234,P,KOM,G4,SRJN,PNS,PS,IPS1_KM,IPS2_SM,IPK_KM-LLW
3235,L,KOM,G5,SRJN,PDG,PNS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3236,L,KOM,G4,SRJN,GRD,GRD,IPS1_M,IPS2_KM,IPK_KM-LLW
3237,P,KOM,G3,SRJN,GRD,GRD,IPS1_CUM,IPS2_SM,IPK_CUM-LTW
3240,P,KOM,G7,SRJN,PS,PS,IPS1_KM,IPS2_SM,IPK_M-LLW
3244,P,KOM,G1,SD,PDG,GRD,IPS1_SM,IPS2_SM,IPK_SM-LTW
3246,P,KOM,G2,SMP,LL,PDG,IPS1_SM,IPS2_SM,IPK_SM-LLW
3247,P,KOM,G4,SRJN,PNS,PS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3248,P,KOM,G4,SMTA,LL,PS,IPS1_M,IPS2_SM,IPK_SM-LLW
3256,P,KOM,G3,SMTA,PSN,PS,IPS1_SM,IPS2_CUM,IPK_KM-LLW
3259,P,KOM,G3,SRJN,PDG,PDG,IPS1_M,IPS2_SM,IPK_SM-LTW
3260,P,KOM,G3,SMTA,PS,PS,IPS1_M,IPS2_SM,IPK_SM-LLW
3261,L,KOM,G2,SD,BPN,BPN,IPS1_CUM,IPS2_CUM,IPK_CUM-LLW
3262,P,KOM,G3,SRJN,PSN,LL,IPS1_SM,IPS2_SM,IPK_KM-LLW
3263,P,KOM,G4,SMTA,LL,PDG,IPS1_SM,IPS2_CUM,IPK_SM-LLW
3269,L,KOM,G4,SMTA,PSN,PSN,IPS1_SM,IPS2_SM,IPK_SM-LTW
3272,L,KOM,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,IPK_SM-LTW
3273,P,KOM,G3,SMTA,PS,PDG,IPS1_M,IPS2_CUM,IPK_KM-LLW
3281,P,KOM,G3,SMTA,GRD,PDG,IPS1_SM,IPS2_CUM,IPK_SM-LTW
3282,L,KOM,G2,SMTA,LL,BPN,IPS1_M,IPS2_KM,IPK_SM-LLW
3283,P,KOM,G4,SMP,PDG,PDG,IPS1_M,IPS2_CUM,IPK_SM-LLW
3285,P,KOM,G3,SRJN,LL,PS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3286,L,KOM,G5,SMTA,PS,PS,IPS1_KM,IPS2_KM,IPK_KM-LLW
3287,P,KOM,G2,SMTA,PNS,PDG,IPS1_SM,IPS2_CUM,IPK_CUM-LLW
3288,L,KOM,G3,SMTA,LL,PSN,IPS1_M,IPS2_SM,IPK_SM-LTW
3290,P,KOM,G3,SRJN,PSN,PSN,IPS1_M,IPS2_SM,IPK_KM-LLW
3292,L,KOM,G3,SRJN,LL,PDG,IPS1_SM,IPS2_SM,IPK_KM-LLW
3294,P,KOM,G3,SMP,PDG,PDG,IPS1_M,IPS2_SM,IPK_SM-LLW
3296,P,KOM,G3,SMTA,PDG,PDG,IPS1_M,IPS2_SM,IPK_KM-LLW
3299,P,KOM,G2,SMTA,LL,PDG,IPS1_SM,IPS2_CUM,IPK_KM-LLW
3300,L,KOM,G3,SMTA,PS,PDG,IPS1_KM,IPS2_M,IPK_SM-LLW
3303,P,KOM,G3,SMTA,LL,PS,IPS1_SM,IPS2_CUM,IPK_SM-LTW
3305,L,KOM,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_CUM,IPK_SM-LLW
3306,L,KOM,G3,SMTA,PDG,PDG,IPS1_M,IPS2_SM,IPK_M-LTW
3313,P,KOM,G3,SRJN,PNS,PS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3323,P,KOM,G3,SMTA,LL,PS,IPS1_SM,IPS2_SM,IPK_SM-LTW
3324,P,KOM,G5,SRJN,LL,PNS,IPS1_M,IPS2_SM,IPK_SM-LLW
3327,L,KOM,G4,SRJN,GRD,PSN,IPS1_SM,IPS2_CUM,IPK_SM-LLW
3331,P,KOM,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_CUM,IPK_SM-LLW
3335,P,KOM,G4,SRJN,GRD,GRD,IPS1_CUM,IPS2_CUM,IPK_SM-LTW
3338,P,KOM,G3,SRJN,LL,GRD,IPS1_SM,IPS2_CUM,IPK_KM-LLW
3343,P,KOM,G2,SRJN,LL,BPN,IPS1_M,IPS2_SM,IPK_KM-LLW
3344,P,KOM,G5,SMTA,LL,GRD,IPS1_CUM,IPS2_SM,IPK_KM-LLW
3347,L,KOM,G3,SMTA,PNS,LL,IPS1_CUM,IPS2_SM,IPK_SM-LLW
3349,L,KOM,G4,SMTA,LL,LL,IPS1_M,IPS2_SM,IPK_SM-LLW
3352,L,KOM,G3,SD,PDG,PS,IPS1_SM,IPS2_SM,IPK_SM-LC
3355,P,KOM,G4,SRJN,PDG,ABRI,IPS1_SM,IPS2_SM,IPK_KM-LLW
3364,L,KOM,G7,SMTA,PDG,LL,IPS1_SM,IPS2_SM,IPK_SM-LLW
3367,P,KOM,G4,SRJN,LL,PNS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3370,P,KOM,G1,SMTA,PDG,LL,IPS1_SM,IPS2_CUM,IPK_KM-LLW
3373,P,KOM,G4,SRJN,GRD,PSN,IPS1_CUM,IPS2_SM,IPK_KM-LLW
3374,P,KOM,G5,SMP,PDG,PDG,IPS1_CUM,IPS2_CUM,IPK_KM-LLW
3379,L,KOM,G4,SRJN,PS,PS,IPS1_SM,IPS2_SM,IPK_KM-LLW
3381,P,KOM,G3,LL,BPN,BPN,IPS1_CUM,IPS2_CUM,IPK_KM-LLW
3384,P,KOM,G4,SMTA,PDG,GRD,IPS1_M,IPS2_SM,IPK_M-LTW
3386,P,KOM,G2,SMTA,LL,BPN,IPS1_SM,IPS2_SM,IPK_KM-LLW
3389,P,KOM,G3,SD,LL,PNS,IPS1_SM,IPS2_SM,IPK_KM-LLW
3390,P,KOM,G5,SRJN,PNS,PS,IPS1_CUM,IPS2_M,IPK_SM-LTW
3394,L,KOM,G4,SMTA,PDG,PNS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3399,L,KOM,G1,SMTA,LL,PDG,IPS1_CUM,IPS2_CUM,IPK_SM-LLW
3403,P,KOM,G4,SMTA,PS,PNS,IPS1_SM,IPS2_SM,IPK_KM-LLW
3404,P,KOM,G3,SMTA,PNS,PS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3407,L,KOM,G1,LL,PDG,BPN,IPS1_M,IPS2_SM,IPK_KM-LLW
3416,P,KOM,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,IPK_CUM-LLW
3424,L,KOM,G4,SMTA,PS,PS,IPS1_M,IPS2_KM,IPK_SM-LC
3425,P,KOM,G3,SD,PDG,PDG,IPS1_SM,IPS2_SM,IPK_SM-LLW
3427,L,KOM,G7,SRJN,GRD,PS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3432,L,KOM,G5,SRJN,PNS,GRD,IPS1_SM,IPS2_SM,IPK_SM-LLW
3434,P,KOM,G5,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,IPK_SM-LLW
3438,P,KOM,G3,SD,LL,PDG,IPS1_M,IPS2_SM,IPK_SM-LLW
3439,P,KOM,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
3440,L,KOM,G4,SRJN,PSN,PNS,IPS1_SM,IPS2_KM,IPK_SM-LLW
3441,L,KOM,G5,SRJN,GRD,PNS,IPS1_M,IPS2_SM,IPK_SM-LLW
3442,P,KOM,G5,SRJN,GRD,PDG,IPS1_SM,IPS2_SM,IPK_SM-LTW
3444,L,KOM,G7,SRJN,LL,PS,IPS1_SM,IPS2_M,IPK_SM-LLW
3447,P,KOM,G2,SMTA,LL,LL,IPS1_SM,IPS2_CUM,IPK_SM-LLW
3448,L,KOM,G3,LL,BPN,BPN,IPS1_M,IPS2_M,IPK_SM-LLW
3452,P,KOM,G4,SMTA,PNS,PS,IPS1_SM,IPS2_SM,IPK_CUM-LLW
3456,P,KOM,G4,SRJN,LL,PS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3462,P,KOM,G3,SRJN,LL,PSN,IPS1_SM,IPS2_SM,IPK_SM-LLW
3470,P,KOM,G4,SMTA,PNS,PNS,IPS1_SM,IPS2_SM,IPK_SM-LLW
3471,P,KOM,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,IPK_SM-LLW
3473,P,KOM,G5,SRJN,PS,PNS,IPS1_M,IPS2_SM,IPK_SM-LLW
3474,L,KOM,G5,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,IPK_KM-LTW
4545,L,HUK,G3,SMTA,PSN,GRD,IPS1_KM,IPS2_KM,IPK_KM-LLW
4712,P,HUK,G1,LL,BPN,BPN,IPS1_KM,IPS2_KM,IPK_KM-LLW
5104,P,HUK,G3,SRJN,GRD,PNS,IPS1_M,IPS2_M,IPK_SM-LTW
5105,L,HUK,G4,SRJN,LL,PNS,IPS1_KM,IPS2_KM,IPK_M-LLW
5106,P,HUK,G5,SRJN,PNS,PDG,IPS1_SM,IPS2_SM,IPK_SM-LTW
5107,P,HUK,G4,SRJN,PS,PS,IPS1_SM,IPS2_SM,IPK_SM-LTW
5112,P,HUK,G4,SRJN,PNS,GRD,IPS1_KM,IPS2_SM,IPK_SM-LTW
5113,L,HUK,G3,SRJN,LL,PSN,IPS1_KM,IPS2_KM,IPK_M-LLW
5115,L,HUK,G3,SMP,LL,GRD,IPS1_KM,IPS2_KM,IPK_M-LLW
5117,L,HUK,G3,SRJN,BPN,PSN,IPS1_KM,IPS2_M,IPK_SM-LLW
5118,L,HUK,G4,SRJN,LL,PNS,IPS1_M,IPS2_KM,IPK_M-LLW
5126,L,HUK,G6,SRJN,PDG,GRD,IPS1_KM,IPS2_KM,IPK_KM-LLW
5127,P,HUK,G4,SMTA,PDG,PDG,IPS1_M,IPS2_SM,IPK_SM-LTW
5131,P,HUK,G1,SD,BPN,BPN,IPS1_CUM,IPS2_SM,IPK_SM-LTW
5134,P,HUK,G4,SRJN,LL,LL,IPS1_M,IPS2_SM,IPK_SM-LTW
5138,L,HUK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_M,IPK_M-LLW
5140,L,HUK,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,IPK_SM-LLW
5146,P,HUK,G4,SMTA,LL,PNS,IPS1_SM,IPS2_SM,IPK_SM-LTW
5148,P,HUK,G2,SD,PDG,LL,IPS1_SM,IPS2_M,IPK_SM-LLW
5150,P,HUK,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,IPK_CUM-LTW
5152,P,HUK,G3,SMTA,LL,PS,IPS1_SM,IPS2_M,IPK_SM-LTW
5154,P,HUK,G3,SMTA,PNS,PNS,IPS1_SM,IPS2_CUM,IPK_CUM-LTW
5158,L,HUK,G3,SRJN,PSN,PSN,IPS1_KM,IPS2_KM,IPK_SM-LLW
5161,P,HUK,G4,SMP,PDG,PDG,IPS1_KM,IPS2_KM,IPK_SM-LLW
5166,P,HUK,G4,SMTA,PDG,PNS,IPS1_KM,IPS2_SM,IPK_SM-LLW
5169,L,HUK,G2,LL,PDG,LL,IPS1_KM,IPS2_KM,IPK_M-LLW
5355,L,HUK,G4,SRJN,PNS,GRD,IPS1_KM,IPS2_KM,IPK_SM-LLW
5364,P,HUK,G4,SMTA,LL,GRD,IPS1_M,IPS2_SM,IPK_SM-LTW
5365,P,HUK,G3,SRJN,LL,GRD,IPS1_SM,IPS2_M,IPK_SM-LLW
5371,L,HUK,G3,SMTA,LL,PS,IPS1_KM,IPS2_M,IPK_SM-LLW
5379,L,HUK,G4,SRJN,GRD,PS,IPS1_KM,IPS2_KM,IPK_M-LLW
5382,P,HUK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_SM,IPK_SM-LLW
5395,L,HUK,G5,SMTA,GRD,PNS,IPS1_M,IPS2_KM,IPK_SM-LTW
5398,L,HUK,G6,SRJN,LL,PNS,IPS1_KM,IPS2_KM,IPK_SM-LLW
5399,P,HUK,G5,SRJN,PS,PNS,IPS1_KM,IPS2_SM,IPK_CUM-LTW
5402,P,HUK,G2,SRJN,PNS,PDG,IPS1_SM,IPS2_KM,IPK_SM-LLW
5406,L,HUK,G3,SRJN,GRD,GRD,IPS1_M,IPS2_M,IPK_SM-LLW
5413,P,HUK,G3,SMTA,LL,PNS,IPS1_SM,IPS2_SM,IPK_CUM-LTW
5416,P,HUK,G5,SRJN,PNS,PNS,IPS1_SM,IPS2_KM,IPK_SM-LTW
5417,L,HUK,G3,SD,PDG,PDG,IPS1_SM,IPS2_SM,IPK_CUM-LTW
5419,L,HUK,G3,SRJN,LL,GRD,IPS1_KM,IPS2_KM,IPK_SM-LTW
5422,P,HUK,G4,SMTA,PDG,PNS,IPS1_M,IPS2_KM,IPK_CUM-LTW
