,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,SKS_S1,SKS_S2,IPK_TERAKHIR
223,P,FISIKA,G1,LL,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
224,P,FISIKA,G3,SMP,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
225,P,FISIKA,G3,SRJN,GRD,BPN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_M
226,P,FISIKA,G1,SRJN,GRD,LL,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
227,P,FISIKA,G4,SMTA,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
228,P,FISIKA,G2,SD,LL,BPN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
229,L,FISIKA,G2,SD,BPN,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
230,L,FISIKA,G3,SD,BPN,PDG,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
231,L,FISIKA,G3,SMTA,PDG,PSN,IPS1_KM,IPS2_M,SKS1_B,SKS2_C,IPK_SM
232,P,FISIKA,G3,SMTA,PDG,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
233,P,FISIKA,G3,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
234,L,FISIKA,G3,SRJN,GRD,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
235,P,FISIKA,G2,SD,BPN,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
236,L,FISIKA,G1,SD,LL,BPN,IPS1_SM,IPS2_KM,SKS1_B,SKS2_SB,IPK_M
237,P,FISIKA,G2,SD,BPN,PDG,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
238,P,FISIKA,G2,SMP,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
239,P,FISIKA,G1,SD,BPN,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
240,P,FISIKA,G4,SRJN,PNS,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
241,L,FISIKA,G2,LL,LL,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
242,P,FISIKA,G2,SRJN,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
243,L,FISIKA,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
244,P,FISIKA,G5,SMTA,PS,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
245,P,FISIKA,G4,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
246,L,FISIKA,G2,SD,LL,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
247,P,FISIKA,G3,SMTA,PDG,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
248,L,FISIKA,G4,SRJN,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
249,P,FISIKA,G3,SMTA,PS,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
250,P,FISIKA,G2,SD,LL,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_SM
251,P,FISIKA,G4,SMTA,BPN,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
252,P,FISIKA,G3,SRJN,GRD,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
253,P,FISIKA,G4,SMTA,PNS,ABRI,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
254,P,FISIKA,G5,SRJN,PNS,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
255,P,FISIKA,G7,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
256,L,FISIKA,G4,SMTA,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_SM
257,P,FISIKA,G2,SMTA,LL,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
258,L,FISIKA,G2,SD,PDG,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
259,P,FISIKA,G2,SMTA,PS,PSN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
260,L,FISIKA,G3,SMP,PDG,PS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
261,P,FISIKA,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
262,L,FISIKA,G6,SMTA,LL,PNS,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
263,L,FISIKA,G4,SD,BPN,PSN,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
264,P,FISIKA,G4,SMTA,PDG,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
265,L,FISIKA,G3,SRJN,PDG,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
266,P,FISIKA,G4,SMTA,LL,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
267,P,FISIKA,G4,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
268,P,FISIKA,G3,SMTA,LL,LL,IPS1_M,IPS2_KM,SKS1_B,SKS2_SB,IPK_SM
269,P,FISIKA,G4,SMTA,PDG,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_SB,IPK_SM
270,P,FISIKA,G2,SD,BPN,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
271,P,FISIKA,G4,SMTA,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
272,P,FISIKA,G2,SD,BPN,BPN,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
273,P,FISIKA,G3,SMTA,LL,PS,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
274,P,FISIKA,G4,SRJN,PNS,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
275,L,FISIKA,G4,SRJN,PNS,PS,IPS1_KM,IPS2_M,SKS1_B,SKS2_C,IPK_SM
276,P,FISIKA,G2,SMP,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
277,L,FISIKA,G1,SMP,BPN,PSN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
278,L,FISIKA,G3,SMTA,PDG,PDG,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
279,L,FISIKA,G3,SD,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
280,P,MTK,G2,SMTA,PS,PS,IPS1_KM,IPS2_KM,SKS1_C,SKS2_C,IPK_SM
281,P,MTK,G2,SMP,LL,PNS,IPS1_SM,IPS2_M,SKS1_C,SKS2_C,IPK_SM
282,P,MTK,G2,SMP,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_SM
283,P,MTK,G3,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_SM
284,L,MTK,G2,SD,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_C,IPK_SM
285,P,MTK,G2,SD,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_C,IPK_CUM
286,P,MTK,G3,SRJN,GRD,GRD,IPS1_M,IPS2_KM,SKS1_K,SKS2_K,IPK_SM
287,P,MTK,G2,SMTA,LL,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_C,IPK_SM
288,P,MTK,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
289,P,MTK,G3,SRJN,GRD,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_C,IPK_SM
290,P,MTK,G2,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_C,SKS2_C,IPK_M
291,P,MTK,G3,SRJN,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_M
292,P,MTK,G3,SMTA,PS,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_C,IPK_SM
293,L,MTK,G3,SMTA,GRD,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_C,IPK_SM
294,P,MTK,G3,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_M
295,L,MTK,G2,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_KM
296,P,MTK,G2,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_K,IPK_SM
297,P,MTK,G3,SMP,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_C,IPK_SM
298,P,MTK,G3,SRJN,GRD,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_C,IPK_SM
299,L,MTK,G1,SD,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_C,IPK_SM
300,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_C,IPK_SM
301,P,MTK,G3,SMTA,PNS,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_M
302,P,MTK,G3,SMP,LL,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_C,IPK_SM
303,L,MTK,G3,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_K,SKS2_K,IPK_KM
304,P,MTK,G3,SRJN,GRD,PS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_C,IPK_CUM
305,L,MTK,G2,LL,BPN,BPN,IPS1_SM,IPS2_KM,SKS1_B,SKS2_C,IPK_SM
306,P,MTK,G2,SMP,PDG,LL,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_C,IPK_SM
307,L,MTK,G4,SRJN,GRD,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
308,P,MTK,G1,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_K,SKS2_B,IPK_KM
309,P,MTK,G3,LL,PDG,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
310,P,MTK,G3,SMTA,LL,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
311,P,MTK,G3,SMP,LL,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
312,P,MTK,G3,SMTA,PDG,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
313,L,MTK,G3,SMP,LL,PS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
314,P,MTK,G2,SMTA,LL,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
315,P,MTK,G1,SD,LL,PSN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
316,P,MTK,G2,LL,LL,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
317,P,MTK,G3,SRJN,GRD,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
318,P,MTK,G1,SMP,BPN,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
319,L,MTK,G3,SD,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
320,P,MTK,G2,SMTA,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
321,P,MTK,G2,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
322,L,MTK,G2,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
323,L,MTK,G4,SMTA,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
324,P,MTK,G2,LL,BPN,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
325,P,MTK,G3,SMTA,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_M
326,P,MTK,G2,SD,BPN,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
327,P,MTK,G6,SMTA,PNS,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
328,L,MTK,G1,SMTA,PS,PS,IPS1_M,IPS2_M,SKS1_C,SKS2_B,IPK_SM
329,P,MTK,G4,SMTA,LL,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
330,P,MTK,G1,SD,LL,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
331,L,MTK,G4,SMTA,LL,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
332,P,MTK,G3,SMTA,PDG,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
333,P,MTK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
334,L,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
335,L,MTK,G3,SMTA,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
336,P,MTK,G2,SRJN,GRD,ABRI,IPS1_KM,IPS2_KM,SKS1_C,SKS2_B,IPK_M
337,L,MTK,G2,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
338,L,MTK,G2,SD,LL,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
339,P,MTK,G1,SD,LL,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
340,P,MTK,G3,LL,PS,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
341,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
342,P,MTK,G1,SD,PDG,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
343,L,MTK,G3,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
344,P,MTK,G2,SRJN,GRD,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
345,L,MTK,G2,SD,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
346,P,MTK,G1,SMP,LL,LL,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
347,P,MTK,G2,SRJN,LL,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
348,P,MTK,G2,SMP,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
349,P,MTK,G3,SMTA,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
350,L,MTK,G3,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
351,P,MTK,G3,SMTA,GRD,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
352,P,MTK,G4,SMTA,PNS,LL,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
353,P,MTK,G1,SMTA,PDG,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
354,P,MTK,G3,SD,LL,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
355,P,MTK,G2,SMTA,LL,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
356,P,MTK,G3,SMTA,LL,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
357,P,MTK,G1,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
358,P,MTK,G3,SRJN,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
359,L,MTK,G7,SRJN,LL,PS,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
360,P,MTK,G3,SMTA,LL,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
361,P,MTK,G3,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
362,L,MTK,G4,SMTA,LL,PS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
363,P,MTK,G3,LL,LL,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
364,P,MTK,G1,LL,LL,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
365,P,MTK,G2,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
366,L,MTK,G2,SD,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
367,P,MTK,G2,SMTA,LL,PS,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
368,P,MTK,G3,SMP,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
369,L,MTK,G1,SD,BPN,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
370,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
371,P,MTK,G4,SMTA,PS,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_KM
372,P,MTK,G1,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
373,P,MTK,G2,SD,PDG,LL,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
374,L,MTK,G4,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
375,P,MTK,G3,SMP,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
376,P,MTK,G1,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
377,P,MTK,G4,SD,LL,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
378,L,MTK,G3,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
379,P,MTK,G3,SMTA,LL,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
380,P,MTK,G3,SMTA,LL,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
381,P,MTK,G3,SMTA,LL,ABRI,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
382,P,MTK,G4,SRJN,PNS,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
383,L,MTK,G2,SMTA,PDG,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
384,P,MTK,G3,SMP,PDG,PS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
385,P,MTK,G3,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
386,P,MTK,G2,SMTA,LL,PSN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
387,P,MTK,G3,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
388,P,MTK,G5,SRJN,PS,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
389,P,MTK,G3,SD,BPN,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
390,P,MTK,G3,SRJN,PNS,PNS,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
391,P,MTK,G1,SMP,PDG,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
392,P,MTK,G1,SMTA,LL,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
393,L,MTK,G1,SD,BPN,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
394,P,MTK,G2,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
395,L,MTK,G3,SMTA,LL,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
396,P,MTK,G2,SD,LL,PSN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
397,L,MTK,G3,SD,PDG,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
398,P,MTK,G1,SMTA,LL,LL,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
399,P,MTK,G2,SMP,BPN,BPN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
400,P,MTK,G2,SMP,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
401,L,MTK,G4,SMTA,LL,ABRI,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
402,P,MTK,G3,SMTA,PS,PS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
403,P,MTK,G3,SD,LL,PSN,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
404,P,MTK,G5,SRJN,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
405,P,MTK,G3,SMTA,LL,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
406,L,MTK,G2,SRJN,PDG,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
407,P,MTK,G1,SMTA,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
408,P,MTK,G2,LL,PDG,LL,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
409,P,MTK,G2,SD,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
410,P,MTK,G2,SD,BPN,BPN,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
411,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
412,L,MTK,G4,SMTA,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
413,P,MTK,G2,SMP,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
414,L,MTK,G3,SMTA,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
415,P,MTK,G4,SRJN,GRD,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
416,L,MTK,G2,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
417,P,MTK,G3,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
418,P,MTK,G3,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
419,L,MTK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
420,P,MTK,G3,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
421,P,MTK,G5,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
422,L,MTK,G3,SMTA,PDG,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
423,L,MTK,G3,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
424,P,MTK,G2,SMTA,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
425,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
426,P,MTK,G3,SMTA,LL,ABRI,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
427,P,MTK,G4,SRJN,GRD,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
428,P,MTK,G3,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
429,P,MTK,G2,SRJN,GRD,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
430,P,MTK,G3,SRJN,PNS,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
431,P,MTK,G4,SRJN,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
432,P,MTK,G3,SRJN,GRD,LL,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
433,L,MTK,G2,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
434,L,MTK,G5,LL,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
435,P,MTK,G5,SMTA,PDG,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
436,P,MTK,G3,SMTA,PS,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
437,P,MTK,G4,SRJN,PNS,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
438,L,MTK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
439,P,MTK,G4,SMTA,PS,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
440,P,MTK,G5,SMTA,LL,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
441,L,MTK,G4,SMTA,GRD,GRD,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
442,P,MTK,G4,SMTA,PNS,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
443,P,MTK,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
444,L,MTK,G4,SD,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
445,P,MTK,G3,SD,LL,PS,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
446,L,MTK,G3,SMTA,PDG,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
447,P,MTK,G4,SMP,PDG,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
448,P,MTK,G5,SRJN,GRD,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
449,P,MTK,G3,SMTA,PNS,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
450,P,MTK,G3,SMTA,LL,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
451,P,MTK,G5,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
452,L,MTK,G2,SRJN,GRD,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
453,P,MTK,G2,SRJN,LL,LL,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
454,P,MTK,G3,SMTA,LL,PSN,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
