,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IPK_TERAKHIR
217,P,AKU,G3,SMP,PS,PS,IPK_CUM
218,P,AKU,G4,SRJN,PS,GRD,IPK_CUM
219,P,AKU,G2,SRJN,PDG,PS,IPK_CUM
220,L,AKU,G4,SRJN,GRD,GRD,IPK_CUM
221,L,AKU,G2,SMTA,LL,BPN,IPK_SM
222,L,AKU,G2,LL,LL,PDG,IPK_SM
223,P,AKU,G2,SMTA,LL,BPN,IPK_CUM
224,L,AKU,G7,SMTA,PDG,PNS,IPK_CUM
225,P,AKU,G1,SD,BPN,BPN,IPK_CUM
226,P,AKU,G4,SMP,LL,BPN,IPK_CUM
227,P,AKU,G4,SRJN,LL,ABRI,IPK_CUM
228,L,AKU,G5,SRJN,GRD,PNS,IPK_CUM
229,L,AKU,G7,SRJN,LL,LL,IPK_CUM
230,L,AKU,G4,SRJN,GRD,GRD,IPK_SM
231,P,AKU,G3,SMTA,LL,PNS,IPK_CUM
232,L,AKU,G5,SMTA,LL,PNS,IPK_M
233,L,AKU,G2,SMTA,LL,PSN,IPK_SM
234,P,AKU,G3,SMTA,PDG,PDG,IPK_SM
235,L,AKU,G6,SRJN,GRD,PS,IPK_SM
236,P,AKU,G5,SRJN,PNS,GRD,IPK_SM
237,P,AKU,G4,SMTA,LL,GRD,IPK_SM
238,L,AKU,G4,SMTA,LL,PS,IPK_SM
239,P,AKU,G2,SMP,LL,LL,IPK_CUM
240,P,AKU,G4,SRJN,LL,PNS,IPK_CUM
241,L,AKU,G3,SD,LL,LL,IPK_SM
242,L,AKU,G3,LL,GRD,PSN,IPK_SM
243,L,AKU,G3,SMTA,PSN,PNS,IPK_SM
244,L,AKU,G3,SMTA,PS,PDG,IPK_CUM
245,P,AKU,G3,SMP,LL,PDG,IPK_CUM
246,P,AKU,G4,SMP,PDG,PSN,IPK_CUM
247,P,AKU,G1,SMTA,LL,LL,IPK_SM
248,L,AKU,G4,SMTA,PDG,GRD,IPK_SM
249,P,AKU,G3,SRJN,PDG,PDG,IPK_CUM
250,P,AKU,G2,LL,LL,BPN,IPK_CUM
251,P,AKU,G4,SRJN,GRD,LL,IPK_CUM
252,L,AKU,G4,SMTA,PDG,PSN,IPK_SM
253,L,AKU,G4,SRJN,LL,PSN,IPK_SM
254,P,AKU,G3,SMTA,LL,LL,IPK_SM
255,P,AKU,G4,SRJN,GRD,PDG,IPK_CUM
256,P,AKU,G4,SRJN,PS,PNS,IPK_CUM
257,L,AKU,G5,SRJN,PS,LL,IPK_SM
258,P,AKU,G1,SMP,LL,BPN,IPK_CUM
259,L,AKU,G3,SMP,PDG,PSN,IPK_SM
260,P,AKU,G3,SMTA,LL,PS,IPK_SM
261,P,AKU,G4,SRJN,PDG,PNS,IPK_CUM
262,P,AKU,G4,SRJN,LL,PS,IPK_CUM
263,L,AKU,G4,SRJN,PS,PNS,IPK_SM
264,P,AKU,G3,SRJN,PSN,PSN,IPK_CUM
265,P,AKU,G4,SMP,PDG,PDG,IPK_CUM
266,L,AKU,G3,SMTA,LL,PSN,IPK_CUM
267,P,AKU,G4,SMP,LL,LL,IPK_SM
268,P,AKU,G4,SMP,PDG,GRD,IPK_CUM
269,P,AKU,G4,SRJN,GRD,PNS,IPK_CUM
270,P,AKU,G2,SMP,LL,BPN,IPK_CUM
271,L,AKU,G2,SMTA,PDG,PDG,IPK_CUM
272,L,AKU,G5,SRJN,GRD,PSN,IPK_SM
273,L,AKU,G1,SMTA,LL,PSN,IPK_CUM
274,L,AKU,G4,SMTA,LL,PS,IPK_CUM
275,L,AKU,G7,SRJN,PDG,LL,IPK_SM
276,L,AKU,G5,SRJN,PNS,GRD,IPK_SM
277,P,AKU,G5,SRJN,PNS,PNS,IPK_SM
278,P,AKU,G7,SRJN,PS,PDG,IPK_CUM
279,P,AKU,G4,SMTA,LL,PSN,IPK_SM
280,P,AKU,G2,SD,BPN,BPN,IPK_SM
281,P,AKU,G3,SMP,PS,PDG,IPK_CUM
282,P,AKU,G6,LL,PNS,LL,IPK_CUM
283,P,AKU,G3,SRJN,LL,LL,IPK_SM
284,P,AKU,G3,SMP,BPN,BPN,IPK_CUM
285,P,AKU,G4,SMTA,LL,LL,IPK_CUM
286,P,AKU,G2,SMTA,PDG,PDG,IPK_CUM
287,P,AKU,G6,SRJN,LL,PNS,IPK_SM
288,L,AKU,G4,SRJN,GRD,PSN,IPK_SM
289,L,AKU,G3,SRJN,LL,PS,IPK_CUM
290,L,AKU,G3,SRJN,GRD,LL,IPK_SM
291,P,AKU,G4,SMTA,PNS,PDG,IPK_SM
292,L,AKU,G7,SRJN,PS,PS,IPK_CUM
293,P,AKU,G4,SMTA,LL,ABRI,IPK_CUM
294,P,AKU,G5,SRJN,LL,PNS,IPK_CUM
295,L,AKU,G7,SMTA,LL,GRD,IPK_SM
296,P,AKU,G2,SMTA,LL,PS,IPK_KM
297,L,AKU,G4,SRJN,LL,PNS,IPK_CUM
298,P,AKU,G4,SRJN,GRD,LL,IPK_SM
299,L,AKU,G5,SRJN,GRD,ABRI,IPK_SM
300,P,AKU,G3,SMTA,PDG,PS,IPK_SM
301,P,AKU,G4,SRJN,GRD,PSN,IPK_SM
302,P,AKU,G2,SMP,BPN,BPN,IPK_SM
303,L,AKU,G4,SMTA,LL,PDG,IPK_CUM
304,P,AKU,G4,SRJN,LL,GRD,IPK_CUM
305,L,AKU,G4,SMTA,LL,PS,IPK_CUM
306,L,AKU,G5,LL,LL,PS,IPK_SM
307,P,AKU,G3,SMTA,LL,LL,IPK_CUM
308,L,AKU,G7,SMTA,LL,PNS,IPK_SM
309,L,AKU,G1,SD,LL,LL,IPK_CUM
310,P,AKU,G4,SRJN,GRD,GRD,IPK_CUM
311,L,AKU,G7,SRJN,PNS,PDG,IPK_SM
312,L,AKU,G4,SRJN,GRD,PSN,IPK_SM
313,P,AKU,G3,SMTA,LL,PDG,IPK_CUM
314,P,AKU,G4,LL,PNS,PNS,IPK_SM
315,L,AKU,G5,SRJN,GRD,PNS,IPK_CUM
316,P,AKU,G4,SMTA,PNS,PS,IPK_CUM
317,L,AKU,G2,SMP,LL,PDG,IPK_CUM
318,P,AKU,G2,LL,LL,PS,IPK_SM
319,L,AKU,G3,SRJN,GRD,PSN,IPK_SM
320,P,AKU,G2,SMP,LL,LL,IPK_SM
321,L,AKU,G3,SRJN,PDG,PDG,IPK_CUM
322,L,AKU,G5,SRJN,GRD,PNS,IPK_SM
323,P,AKU,G4,SRJN,LL,PS,IPK_CUM
324,P,AKU,G6,SRJN,LL,PS,IPK_CUM
325,P,AKU,G2,SD,PDG,PDG,IPK_CUM
326,P,AKU,G4,SRJN,GRD,GRD,IPK_SM
327,L,AKU,G4,SRJN,LL,PNS,IPK_CUM
328,L,AKU,G2,LL,LL,BPN,IPK_SM
329,P,AKU,G3,SMP,LL,PS,IPK_CUM
330,L,AKU,G7,SMTA,LL,PS,IPK_CUM
331,P,AKU,G3,SMTA,LL,PS,IPK_SM
332,L,AKU,G3,SRJN,LL,PSN,IPK_SM
333,L,AKU,G4,SRJN,PDG,PDG,IPK_KM
334,P,AKU,G4,SRJN,GRD,PNS,IPK_SM
335,P,AKU,G4,SRJN,GRD,PS,IPK_SM
336,P,AKU,G7,SRJN,PS,PS,IPK_SM
337,P,AKU,G4,SRJN,PDG,LL,IPK_SM
338,P,AKU,G1,SMTA,LL,PDG,IPK_SM
339,P,AKU,G3,SMTA,LL,PS,IPK_CUM
340,L,AKU,G4,SRJN,LL,PDG,IPK_CUM
341,P,AKU,G3,SRJN,GRD,PS,IPK_SM
342,L,AKU,G1,SMTA,LL,LL,IPK_SM
343,P,AKU,G2,SD,LL,BPN,IPK_CUM
344,P,AKU,G4,SMTA,PS,PDG,IPK_CUM
345,L,AKU,G5,SRJN,GRD,PS,IPK_SM
346,P,EKO,G3,SMTA,PSN,PSN,IPK_SM
347,P,EKO,G4,SMTA,PDG,PNS,IPK_CUM
348,L,EKO,G3,SMP,LL,PS,IPK_SM
349,P,EKO,G2,SMTA,PDG,PDG,IPK_SM
350,P,EKO,G2,SMP,LL,PS,IPK_SM
351,P,EKO,G3,SMTA,PNS,PS,IPK_SM
352,P,EKO,G5,SRJN,LL,LL,IPK_KM
353,P,EKO,G3,SMTA,LL,PNS,IPK_SM
354,P,EKO,G2,SMTA,LL,PDG,IPK_SM
355,L,EKO,G4,SRJN,GRD,GRD,IPK_KM
356,P,EKO,G3,LL,PDG,LL,IPK_KM
357,L,EKO,G1,SMP,LL,BPN,IPK_SM
358,L,EKO,G3,SRJN,GRD,GRD,IPK_KM
359,P,EKO,G3,SMTA,LL,PS,IPK_CUM
360,L,EKO,G1,SD,PDG,PDG,IPK_KM
361,L,EKO,G4,SRJN,PNS,PDG,IPK_SM
362,P,EKO,G4,SRJN,GRD,GRD,IPK_SM
363,P,EKO,G1,SMTA,LL,PSN,IPK_SM
364,P,EKO,G2,SMTA,LL,PDG,IPK_KM
365,L,EKO,G3,SMTA,LL,ABRI,IPK_KM
366,L,EKO,G3,SMTA,BPN,PS,IPK_SM
367,P,EKO,G2,SMTA,PDG,PDG,IPK_KM
368,P,EKO,G3,SMTA,PDG,PS,IPK_SM
369,P,EKO,G3,SMTA,LL,GRD,IPK_SM
370,L,EKO,G3,SMTA,LL,PNS,IPK_SM
371,L,EKO,G6,SRJN,PNS,GRD,IPK_KM
372,L,EKO,G3,SMTA,LL,PS,IPK_SM
373,L,EKO,G3,SRJN,GRD,BPN,IPK_KM
374,P,EKO,G2,SD,LL,PS,IPK_KM
375,P,EKO,G2,SD,BPN,BPN,IPK_SM
376,P,EKO,G3,SMTA,LL,PNS,IPK_SM
377,P,EKO,G3,SMTA,PDG,PSN,IPK_KM
378,L,EKO,G3,SMTA,PSN,LL,IPK_SM
379,P,EKO,G4,SMTA,LL,PSN,IPK_KM
380,P,EKO,G4,SRJN,GRD,PDG,IPK_SM
381,L,EKO,G2,LL,BPN,BPN,IPK_KM
382,L,EKO,G3,SMTA,PDG,PDG,IPK_SM
383,P,EKO,G3,SRJN,LL,LL,IPK_KM
384,L,EKO,G3,SRJN,LL,GRD,IPK_SM
385,P,EKO,G3,SD,PDG,PDG,IPK_SM
386,P,EKO,G4,SRJN,PDG,PNS,IPK_KM
387,L,EKO,G3,SRJN,GRD,PNS,IPK_M
388,L,EKO,G2,SD,BPN,PDG,IPK_SM
389,L,EKO,G3,SRJN,GRD,GRD,IPK_KM
390,P,EKO,G2,SMTA,PDG,PDG,IPK_SM
391,P,EKO,G3,SMTA,PS,PDG,IPK_CUM
392,L,EKO,G2,LL,BPN,BPN,IPK_KM
393,L,EKO,G2,SMP,PDG,LL,IPK_KM
394,P,EKO,G4,SRJN,LL,PNS,IPK_KM
395,L,EKO,G2,LL,LL,BPN,IPK_SM
396,P,EKO,G1,LL,BPN,BPN,IPK_SM
397,P,EKO,G3,SRJN,GRD,GRD,IPK_KM
398,P,EKO,G2,SRJN,PNS,LL,IPK_SM
399,P,EKO,G3,SMP,PDG,PDG,IPK_SM
400,L,EKO,G2,SMTA,LL,PSN,IPK_SM
401,L,EKO,G3,SD,PDG,GRD,IPK_KM
402,L,EKO,G3,SD,LL,PDG,IPK_KM
403,P,EKO,G3,SD,LL,PDG,IPK_KM
404,P,EKO,G4,SMTA,LL,PNS,IPK_KM
405,P,EKO,G2,SMP,PDG,PDG,IPK_KM
406,L,EKO,G2,SMTA,PS,PS,IPK_M
407,L,EKO,G2,SMP,PDG,PDG,IPK_SM
408,P,EKO,G2,SMTA,LL,PNS,IPK_KM
409,P,EKO,G4,SRJN,PS,PS,IPK_SM
410,L,EKO,G4,SRJN,GRD,PNS,IPK_KM
411,P,EKO,G3,SRJN,PNS,GRD,IPK_KM
412,P,EKO,G3,SMTA,PSN,PSN,IPK_SM
413,L,EKO,G2,SMTA,PDG,PDG,IPK_KM
414,L,EKO,G2,SMP,PDG,PDG,IPK_KM
415,L,EKO,G3,SRJN,GRD,GRD,IPK_CUM
416,L,EKO,G3,SMTA,LL,PSN,IPK_KM
417,L,EKO,G3,SD,LL,PDG,IPK_KM
418,P,EKO,G4,SD,PDG,PDG,IPK_SM
419,P,EKO,G3,SMTA,PDG,PDG,IPK_SM
420,P,EKO,G2,SRJN,LL,PDG,IPK_KM
421,P,EKO,G6,SRJN,LL,PNS,IPK_KM
422,P,EKO,G2,SMTA,LL,PS,IPK_SM
423,P,EKO,G4,SD,PDG,PDG,IPK_SM
424,L,EKO,G3,SRJN,GRD,GRD,IPK_KM
425,L,EKO,G5,SRJN,GRD,ABRI,IPK_M
426,P,EKO,G3,SMP,PDG,PDG,IPK_KM
427,L,EKO,G4,SRJN,PNS,GRD,IPK_M
428,L,EKO,G3,SMTA,LL,PSN,IPK_KM
429,P,EKO,G4,SRJN,PS,PNS,IPK_CUM
430,L,EKO,G2,SMTA,LL,PDG,IPK_SM
431,L,EKO,G3,SMTA,PNS,PNS,IPK_CUM
432,P,EKO,G3,SMTA,PDG,GRD,IPK_CUM
433,L,EKO,G3,SRJN,LL,PDG,IPK_SM
434,L,EKO,G4,LL,LL,PS,IPK_SM
435,L,EKO,G2,SMTA,LL,PS,IPK_SM
436,P,EKO,G7,SRJN,PDG,PDG,IPK_SM
437,L,EKO,G5,SRJN,PDG,PS,IPK_SM
438,L,EKO,G5,SRJN,PNS,PDG,IPK_SM
439,P,EKO,G4,SMTA,LL,ABRI,IPK_CUM
440,P,EKO,G2,SMTA,PS,LL,IPK_SM
441,L,EKO,G4,SRJN,PNS,PS,IPK_SM
442,P,EKO,G4,SRJN,PNS,PNS,IPK_CUM
443,P,EKO,G4,SRJN,GRD,GRD,IPK_SM
444,P,EKO,G2,SRJN,PNS,PNS,IPK_SM
445,P,EKO,G2,SMP,LL,PSN,IPK_SM
446,P,EKO,G2,SMTA,PS,PS,IPK_CUM
447,L,EKO,G4,SRJN,GRD,GRD,IPK_SM
448,P,EKO,G4,SMTA,LL,PNS,IPK_CUM
449,P,EKO,G3,SRJN,GRD,GRD,IPK_CUM
450,L,EKO,G3,SD,PDG,PDG,IPK_SM
451,P,EKO,G2,SMTA,LL,PDG,IPK_CUM
452,L,EKO,G2,SRJN,GRD,PDG,IPK_SM
453,L,EKO,G4,SMTA,LL,PNS,IPK_SM
454,L,EKO,G3,SMTA,LL,PNS,IPK_SM
455,P,EKO,G3,SRJN,PS,PDG,IPK_SM
456,L,EKO,G4,SRJN,GRD,PDG,IPK_CUM
457,L,EKO,G2,SMP,BPN,BPN,IPK_CUM
458,L,EKO,G3,SRJN,GRD,GRD,IPK_SM
459,L,EKO,G4,SMTA,LL,PS,IPK_SM
460,L,EKO,G3,SMTA,LL,PSN,IPK_SM
461,L,EKO,G2,SMP,LL,BPN,IPK_SM
462,L,EKO,G3,SMTA,PNS,PNS,IPK_CUM
463,P,EKO,G3,SRJN,PNS,GRD,IPK_CUM
464,P,EKO,G2,SMP,LL,PDG,IPK_CUM
465,P,EKO,G3,SRJN,LL,PS,IPK_CUM
466,P,EKO,G4,SRJN,GRD,GRD,IPK_SM
467,P,EKO,G4,SD,PDG,PDG,IPK_SM
468,P,EKO,G4,SRJN,LL,PDG,IPK_CUM
469,P,EKO,G1,SMP,BPN,BPN,IPK_CUM
470,L,EKO,G4,SMTA,PDG,PNS,IPK_SM
471,L,EKO,G3,SMTA,PDG,PDG,IPK_CUM
472,P,EKO,G5,SRJN,GRD,GRD,IPK_SM
473,L,EKO,G4,SMTA,LL,PNS,IPK_SM
474,L,EKO,G5,SRJN,PDG,PNS,IPK_SM
475,P,EKO,G4,SMTA,PDG,GRD,IPK_SM
476,L,EKO,G4,SD,PDG,PDG,IPK_SM
477,P,EKO,G1,SD,BPN,BPN,IPK_CUM
478,P,EKO,G2,SMP,PDG,BPN,IPK_SM
479,P,EKO,G5,SMTA,LL,PNS,IPK_CUM
480,L,EKO,G4,SMTA,LL,GRD,IPK_SM
481,L,EKO,G4,SRJN,GRD,GRD,IPK_SM
482,L,EKO,G3,SMTA,LL,PSN,IPK_SM
483,L,EKO,G4,SRJN,GRD,GRD,IPK_SM
484,L,EKO,G4,SRJN,LL,LL,IPK_SM
485,P,EKO,G3,SRJN,GRD,GRD,IPK_SM
486,P,EKO,G3,SMTA,LL,PSN,IPK_SM
487,L,EKO,G2,SMTA,LL,PDG,IPK_SM
488,P,EKO,G3,SMTA,PDG,PDG,IPK_SM
489,L,EKO,G4,SMP,PDG,PNS,IPK_SM
490,P,EKO,G4,SMTA,PDG,PDG,IPK_CUM
491,P,EKO,G1,SMTA,PSN,PSN,IPK_SM
492,P,EKO,G2,SRJN,LL,PS,IPK_SM
493,P,EKO,G4,SD,PDG,PDG,IPK_CUM
494,L,EKO,G5,SRJN,LL,PNS,IPK_SM
495,L,EKO,G1,SD,BPN,BPN,IPK_CUM
496,P,EKO,G3,SRJN,GRD,PSN,IPK_SM
497,P,EKO,G2,SD,PDG,PDG,IPK_SM
498,L,EKO,G4,SRJN,PDG,PDG,IPK_SM
499,P,EKO,G3,SMP,LL,PSN,IPK_CUM
500,P,EKO,G2,SD,LL,PNS,IPK_SM
501,L,EKO,G3,SD,LL,PDG,IPK_SM
502,L,EKO,G4,SRJN,GRD,GRD,IPK_SM
503,P,EKO,G2,SMTA,LL,PSN,IPK_CUM
504,P,EKO,G5,SRJN,GRD,PNS,IPK_SM
505,P,EKO,G2,SRJN,LL,PS,IPK_SM
506,L,EKO,G3,SMTA,LL,ABRI,IPK_SM
507,P,EKO,G4,SRJN,LL,GRD,IPK_KM
508,P,EKO,G4,SMTA,GRD,LL,IPK_CUM
509,P,EKO,G4,SRJN,GRD,GRD,IPK_SM
510,L,EKO,G4,SRJN,PNS,PNS,IPK_CUM
511,L,EKO,G3,SMTA,LL,BPN,IPK_SM
512,L,EKO,G3,SRJN,PDG,PDG,IPK_CUM
513,L,EKO,G2,SMTA,LL,PDG,IPK_SM
514,P,EKO,G4,SRJN,GRD,LL,IPK_CUM
515,P,EKO,G2,SRJN,PSN,PDG,IPK_CUM
516,P,EKO,G5,SRJN,GRD,PDG,IPK_SM
517,L,EKO,G6,SMP,BPN,BPN,IPK_SM
518,P,EKO,G3,SMTA,PSN,PSN,IPK_SM
519,P,EKO,G5,SMTA,PS,PS,IPK_SM
520,P,EKO,G3,SMTA,PSN,LL,IPK_SM
521,P,EKO,G2,SMTA,BPN,PS,IPK_CUM
522,P,EKO,G3,SMTA,LL,PNS,IPK_CUM
523,P,EKO,G4,SMTA,PNS,PNS,IPK_SM
524,P,EKO,G3,SMTA,LL,PS,IPK_CUM
525,P,EKO,G2,SMTA,LL,PSN,IPK_CUM
526,L,EKO,G3,SRJN,PNS,PSN,IPK_SM
527,L,EKO,G7,SRJN,LL,PS,IPK_SM
528,L,EKO,G3,SMTA,LL,PDG,IPK_SM
529,P,EKO,G3,SMTA,LL,PS,IPK_SM
530,L,EKO,G3,SMTA,BPN,BPN,IPK_SM
531,P,EKO,G3,SMTA,LL,PDG,IPK_SM
532,L,EKO,G2,SMTA,LL,PDG,IPK_CUM
533,L,EKO,G3,SRJN,LL,PS,IPK_SM
534,L,EKO,G5,SRJN,PNS,PNS,IPK_SM
535,P,EKO,G4,SRJN,LL,PS,IPK_CUM
536,P,EKO,G4,SRJN,GRD,PNS,IPK_CUM
537,L,EKO,G4,SRJN,GRD,PSN,IPK_CUM
538,P,EKO,G3,SMTA,PDG,PDG,IPK_SM
539,L,EKO,G5,SRJN,GRD,LL,IPK_SM
540,P,EKO,G5,SRJN,ABRI,PDG,IPK_CUM
541,L,EKO,G4,SMTA,PS,PS,IPK_SM
542,L,EKO,G4,SMTA,LL,PDG,IPK_SM
543,P,EKO,G7,SMTA,LL,PDG,IPK_CUM
544,P,EKO,G3,SD,PDG,PDG,IPK_SM
545,L,EKO,G4,SRJN,GRD,GRD,IPK_SM
546,P,EKO,G3,SRJN,LL,PS,IPK_SM
547,L,EKO,G2,SD,LL,PDG,IPK_CUM
548,L,EKO,G4,SRJN,LL,GRD,IPK_SM
549,P,EKO,G3,SRJN,GRD,PSN,IPK_CUM
550,P,EKO,G4,SRJN,LL,PDG,IPK_SM
551,L,EKO,G3,SRJN,GRD,LL,IPK_CUM
552,P,EKO,G3,SMTA,PNS,PNS,IPK_CUM
553,L,EKO,G4,SRJN,LL,PNS,IPK_SM
554,L,EKO,G2,SRJN,PDG,LL,IPK_CUM
555,L,EKO,G4,SRJN,GRD,PNS,IPK_SM
556,P,EKO,G4,SMTA,LL,PDG,IPK_CUM
557,P,EKO,G4,SMTA,LL,GRD,IPK_SM
558,P,EKO,G3,SMTA,LL,PSN,IPK_SM
559,P,EKO,G4,SRJN,GRD,PNS,IPK_CUM
560,P,EKO,G3,SMTA,LL,PDG,IPK_CUM
561,P,EKO,G3,SMTA,LL,PDG,IPK_CUM
562,P,EKO,G5,SRJN,GRD,PS,IPK_SM
563,L,EKO,G4,SMTA,LL,GRD,IPK_SM
564,P,EKO,G4,SMTA,PS,PDG,IPK_CUM
565,L,EKO,G7,SMTA,PS,PS,IPK_SM
566,L,EKO,G7,SRJN,PDG,LL,IPK_SM
567,P,EKO,G6,SRJN,LL,PS,IPK_SM
568,L,EKO,G5,SMTA,LL,LL,IPK_CUM
569,P,EKO,G3,SMTA,LL,PS,IPK_CUM
570,P,EKO,G3,SRJN,GRD,GRD,IPK_CUM
571,P,EKO,G3,SMTA,PDG,PDG,IPK_CUM
572,P,EKO,G4,SRJN,GRD,PSN,IPK_CUM
573,L,EKO,G4,SRJN,LL,LL,IPK_SM
574,P,EKO,G3,SMTA,PDG,PDG,IPK_CUM
575,L,EKO,G2,SMP,LL,PSN,IPK_CUM
576,L,EKO,G3,SMTA,PDG,PDG,IPK_SM
577,L,EKO,G4,SRJN,LL,PNS,IPK_SM
578,L,EKO,G4,SMP,LL,PS,IPK_M
579,P,EKO,G3,SMTA,PDG,LL,IPK_CUM
580,L,EKO,G3,SMTA,PS,GRD,IPK_SM
581,P,EKO,G6,SRJN,PS,PS,IPK_SM
582,L,EKO,G4,SRJN,LL,GRD,IPK_SM
583,L,EKO,G4,SMTA,LL,PSN,IPK_SM
584,L,EKO,G6,SMTA,LL,PS,IPK_SM
585,P,EKO,G3,LL,LL,PDG,IPK_CUM
586,P,EKO,G3,SMTA,PDG,BPN,IPK_CUM
587,P,EKO,G3,SD,LL,BPN,IPK_CUM
588,L,EKO,G7,LL,LL,PDG,IPK_SM
589,P,EKO,G4,SRJN,PS,PS,IPK_SM
590,L,EKO,G4,SMTA,PDG,GRD,IPK_SM
591,L,EKO,G2,SMTA,LL,PS,IPK_CUM
592,L,EKO,G4,SD,LL,GRD,IPK_SM
593,P,EKO,G4,SMTA,LL,PNS,IPK_CUM
594,L,EKO,G4,SRJN,LL,GRD,IPK_SM
595,L,EKO,G6,SRJN,GRD,PNS,IPK_SM
596,L,EKO,G3,SMTA,PDG,GRD,IPK_SM
597,P,EKO,G5,SRJN,GRD,PSN,IPK_CUM
598,P,EKO,G1,SD,LL,PSN,IPK_CUM
599,L,EKO,G2,SRJN,LL,PDG,IPK_SM
600,P,EKO,G7,SRJN,LL,PS,IPK_SM
601,P,EKO,G4,SMP,LL,PS,IPK_CUM
602,L,EKO,G3,SRJN,PS,PDG,IPK_SM
603,L,EKO,G4,SRJN,PSN,PSN,IPK_SM
604,P,EKO,G4,SRJN,LL,ABRI,IPK_CUM
605,L,EKO,G4,SRJN,GRD,GRD,IPK_SM
606,P,EKO,G4,SMTA,PDG,GRD,IPK_SM
607,L,EKO,G6,SRJN,PNS,PNS,IPK_CUM
608,L,EKO,G4,SRJN,GRD,PS,IPK_SM
609,L,EKO,G3,SRJN,GRD,GRD,IPK_SM
610,P,EKO,G4,SRJN,PNS,PSN,IPK_SM
611,L,EKO,G3,SMP,PDG,PDG,IPK_SM
612,P,EKO,G5,SRJN,GRD,GRD,IPK_CUM
613,L,EKO,G3,SMTA,LL,PNS,IPK_SM
614,L,EKO,G6,SRJN,GRD,PS,IPK_SM
615,P,EKO,G5,SMTA,LL,PNS,IPK_CUM
616,P,EKO,G6,SRJN,PNS,PS,IPK_SM
617,P,EKO,G3,SMTA,LL,PDG,IPK_SM
618,L,EKO,G7,SRJN,GRD,PS,IPK_SM
619,P,EKO,G3,SMTA,LL,PS,IPK_SM
620,P,EKO,G4,SMTA,LL,PNS,IPK_SM
621,P,EKO,G4,SMTA,LL,GRD,IPK_CUM
622,L,EKO,G4,SRJN,PNS,PNS,IPK_SM
623,P,EKO,G3,SMTA,PDG,PSN,IPK_CUM
624,P,EKO,G4,SRJN,GRD,PSN,IPK_CUM
625,P,EKO,G2,SMP,LL,BPN,IPK_SM
626,L,EKO,G3,SRJN,GRD,PSN,IPK_SM
627,L,EKO,G4,SMTA,PNS,PNS,IPK_SM
628,L,EKO,G4,SRJN,GRD,GRD,IPK_SM
629,P,EKO,G5,SMTA,LL,PNS,IPK_CUM
630,L,EKO,G4,SRJN,GRD,PNS,IPK_SM
631,P,EKO,G4,SRJN,LL,LL,IPK_CUM
632,P,EKO,G2,SMTA,LL,PSN,IPK_CUM
633,P,EKO,G4,SMTA,LL,PS,IPK_CUM
634,P,EKO,G6,SRJN,LL,PS,IPK_CUM
635,P,EKO,G5,SMTA,LL,LL,IPK_CUM
636,P,EKO,G3,SRJN,PNS,BPN,IPK_CUM
637,P,EKO,G3,SRJN,LL,PS,IPK_CUM
638,L,EKO,G4,SMTA,LL,PSN,IPK_SM
639,P,EKO,G4,SMTA,LL,PNS,IPK_SM
640,L,EKO,G2,SD,LL,PDG,IPK_SM
641,P,EKO,G4,SMTA,LL,PS,IPK_CUM
642,L,EKO,G4,SRJN,PSN,PSN,IPK_SM
643,P,EKO,G7,SMTA,LL,PNS,IPK_CUM
644,L,EKO,G2,SRJN,PS,PS,IPK_CUM
645,L,EKO,G4,SMTA,LL,PNS,IPK_CUM
646,L,EKO,G5,SRJN,PS,PSN,IPK_CUM
647,L,EKO,G4,SD,PDG,PDG,IPK_SM
648,L,EKO,G4,SMTA,LL,PDG,IPK_CUM
649,L,EKO,G3,SMP,PDG,PDG,IPK_SM
650,P,EKO,G4,SRJN,LL,GRD,IPK_CUM
651,P,EKO,G4,SMTA,LL,ABRI,IPK_CUM
652,L,EKO,G2,SMTA,PDG,PDG,IPK_SM
653,L,EKO,G4,SMTA,LL,PDG,IPK_SM
654,P,EKO,G2,SMP,BPN,BPN,IPK_CUM
655,P,EKO,G2,LL,LL,BPN,IPK_CUM
656,P,EKO,G7,SRJN,LL,PDG,IPK_CUM
657,P,EKO,G2,SMTA,LL,LL,IPK_SM
658,P,EKO,G3,SMTA,PDG,PDG,IPK_CUM
659,P,EKO,G3,SD,PDG,PDG,IPK_CUM
660,P,EKO,G3,SMTA,GRD,PDG,IPK_CUM
661,P,EKO,G3,SMTA,LL,PDG,IPK_CUM
662,L,EKO,G3,SRJN,LL,PSN,IPK_SM
663,L,EKO,G4,SRJN,PNS,PNS,IPK_CUM
664,P,EKO,G4,SRJN,GRD,PNS,IPK_CUM
665,P,EKO,G3,SMTA,LL,PS,IPK_CUM
666,P,EKO,G2,SD,BPN,BPN,IPK_CUM
667,P,EKO,G2,SD,LL,PS,IPK_CUM
668,P,EKO,G6,SRJN,GRD,PS,IPK_SM
669,P,EKO,G4,SRJN,GRD,LL,IPK_SM
670,P,EKO,G2,SRJN,GRD,GRD,IPK_SM
671,L,EKO,G4,SRJN,PNS,PNS,IPK_SM
672,P,EKO,G3,SD,LL,PDG,IPK_CUM
673,P,EKO,G4,SMTA,PDG,PSN,IPK_CUM
674,L,EKO,G4,SRJN,PS,PDG,IPK_SM
675,P,EKO,G4,SRJN,GRD,GRD,IPK_CUM
676,L,EKO,G2,SMTA,BPN,BPN,IPK_SM
