,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IPK_TERAKHIR
677,P,EKO,G4,SRJN,PDG,PNS,IPK_SM
678,P,EKO,G3,SMP,LL,PS,IPK_SM
679,P,EKO,G2,LL,PDG,BPN,IPK_SM
680,L,EKO,G7,SMTA,LL,PS,IPK_SM
681,P,EKO,G5,LL,PSN,GRD,IPK_CUM
682,L,EKO,G4,SRJN,GRD,PDG,IPK_SM
683,L,EKO,G4,SD,LL,PDG,IPK_CUM
684,P,EKO,G4,SRJN,GRD,PS,IPK_CUM
685,P,EKO,G2,SRJN,LL,BPN,IPK_CUM
686,P,EKO,G4,SRJN,PNS,PS,IPK_SM
687,P,EKO,G4,SRJN,GRD,PNS,IPK_CUM
688,P,EKO,G4,SMTA,LL,PNS,IPK_SM
689,P,KOM,G1,SMTA,LL,PSN,IPK_M
690,L,KOM,G3,SMP,LL,PS,IPK_SM
691,P,KOM,G4,SMP,PDG,PDG,IPK_M
692,P,KOM,G5,SMTA,LL,PS,IPK_M
693,L,KOM,G3,SMTA,LL,PSN,IPK_M
694,P,KOM,G4,SMTA,PDG,PDG,IPK_SM
695,P,KOM,G1,SMTA,PDG,PDG,IPK_KM
696,P,KOM,G3,SMTA,PDG,PSN,IPK_SM
697,P,KOM,G4,SRJN,GRD,ABRI,IPK_SM
698,P,KOM,G1,SRJN,PDG,PDG,IPK_M
699,L,KOM,G3,SMTA,PS,LL,IPK_SM
700,P,KOM,G3,SRJN,LL,GRD,IPK_KM
701,P,KOM,G3,SMTA,PDG,ABRI,IPK_KM
702,P,KOM,G2,SRJN,GRD,GRD,IPK_SM
703,P,KOM,G3,SRJN,GRD,PNS,IPK_SM
704,L,KOM,G2,SRJN,GRD,LL,IPK_SM
705,P,KOM,G3,SMP,GRD,PNS,IPK_SM
706,L,KOM,G4,SRJN,LL,GRD,IPK_SM
707,P,KOM,G3,SRJN,GRD,BPN,IPK_SM
708,L,KOM,G2,SD,LL,PDG,IPK_M
709,P,KOM,G4,SRJN,PNS,PNS,IPK_CUM
710,P,KOM,G2,SMP,LL,PDG,IPK_SM
711,L,KOM,G3,SMP,LL,PDG,IPK_SM
712,L,KOM,G3,SMTA,LL,PDG,IPK_SM
713,L,KOM,G2,SD,LL,BPN,IPK_SM
714,L,KOM,G3,SRJN,GRD,PDG,IPK_M
715,L,KOM,G3,SRJN,GRD,PNS,IPK_SM
716,P,KOM,G3,SMTA,PNS,GRD,IPK_SM
717,P,KOM,G2,SMTA,LL,PDG,IPK_SM
718,P,KOM,G3,SD,LL,PDG,IPK_SM
719,P,KOM,G2,SMTA,LL,PSN,IPK_SM
720,P,KOM,G3,SMTA,LL,PSN,IPK_SM
721,P,KOM,G3,SMP,PDG,PDG,IPK_CUM
722,L,KOM,G4,SRJN,LL,GRD,IPK_SM
723,P,KOM,G3,SMTA,PDG,GRD,IPK_SM
724,L,KOM,G1,SRJN,LL,PS,IPK_M
725,P,KOM,G3,SRJN,GRD,GRD,IPK_CUM
726,P,KOM,G2,SD,PDG,BPN,IPK_SM
727,P,KOM,G2,SRJN,LL,PSN,IPK_SM
728,P,KOM,G2,SMTA,PDG,PDG,IPK_SM
729,L,KOM,G3,SMTA,LL,GRD,IPK_SM
730,L,KOM,G3,SMTA,LL,LL,IPK_SM
731,P,KOM,G3,SRJN,PNS,GRD,IPK_SM
732,L,KOM,G2,SRJN,LL,PS,IPK_SM
733,P,KOM,G3,SMP,PDG,PDG,IPK_SM
734,P,KOM,G2,SD,LL,PS,IPK_SM
735,P,KOM,G4,SRJN,LL,PS,IPK_SM
736,P,KOM,G4,SRJN,PDG,PNS,IPK_SM
737,P,KOM,G2,SMTA,PDG,LL,IPK_SM
738,P,KOM,G3,SRJN,LL,GRD,IPK_SM
739,P,KOM,G2,LL,LL,PS,IPK_SM
740,P,KOM,G3,SMTA,LL,PDG,IPK_CUM
741,L,KOM,G1,SRJN,PDG,BPN,IPK_SM
742,P,KOM,G2,SD,LL,BPN,IPK_CUM
743,P,KOM,G3,SMP,PDG,PDG,IPK_SM
744,P,KOM,G2,SMP,LL,PS,IPK_SM
745,P,KOM,G3,SMTA,LL,PNS,IPK_SM
746,P,KOM,G3,SMTA,PDG,PDG,IPK_SM
747,L,KOM,G3,SRJN,GRD,LL,IPK_KM
748,L,KOM,G7,SRJN,LL,PDG,IPK_M
749,P,KOM,G5,SMTA,PDG,PDG,IPK_M
750,P,KOM,G4,SMTA,PDG,PDG,IPK_SM
751,L,KOM,G5,SMTA,LL,PS,IPK_M
752,P,KOM,G4,SRJN,PNS,LL,IPK_M
753,P,KOM,G4,SMTA,LL,PSN,IPK_KM
754,P,KOM,G5,SMTA,PS,PNS,IPK_SM
755,L,KOM,G3,SMTA,LL,PSN,IPK_M
756,P,KOM,G5,SRJN,PNS,PNS,IPK_SM
757,L,KOM,G3,SRJN,PS,PSN,IPK_M
758,P,KOM,G4,SMTA,LL,PNS,IPK_SM
759,P,KOM,G3,SRJN,GRD,PSN,IPK_KM
760,P,KOM,G3,SRJN,LL,PS,IPK_SM
761,L,KOM,G5,SMTA,LL,PNS,IPK_SM
762,P,KOM,G3,SMTA,LL,LL,IPK_KM
763,L,KOM,G4,SRJN,LL,PS,IPK_M
764,P,KOM,G4,SRJN,GRD,PNS,IPK_CUM
765,P,KOM,G4,SMTA,LL,PS,IPK_KM
766,L,KOM,G4,SMTA,PDG,PNS,IPK_KM
767,P,KOM,G5,SRJN,LL,PSN,IPK_SM
768,P,KOM,G3,SMTA,LL,PNS,IPK_SM
769,P,KOM,G4,SRJN,PNS,GRD,IPK_SM
770,P,KOM,G5,SRJN,GRD,PDG,IPK_M
771,P,KOM,G2,SMTA,PDG,PDG,IPK_SM
772,L,KOM,G2,SMTA,GRD,PDG,IPK_M
773,P,KOM,G3,SMTA,LL,PSN,IPK_SM
774,L,KOM,G5,SRJN,GRD,PNS,IPK_KM
775,L,KOM,G3,SMTA,PDG,PDG,IPK_KM
776,L,KOM,G2,SRJN,GRD,PS,IPK_KM
777,L,KOM,G3,SMTA,PDG,PDG,IPK_KM
778,P,KOM,G2,SRJN,PDG,PDG,IPK_KM
779,P,KOM,G4,SMTA,PNS,PS,IPK_KM
780,P,KOM,G3,SD,LL,PDG,IPK_SM
781,L,KOM,G6,SRJN,LL,LL,IPK_SM
782,P,KOM,G2,SMP,PDG,PDG,IPK_KM
783,L,KOM,G3,SD,LL,PSN,IPK_CUM
784,L,KOM,G2,SMTA,GRD,BPN,IPK_SM
785,P,KOM,G5,SRJN,PNS,PDG,IPK_SM
786,L,KOM,G2,SD,LL,LL,IPK_KM
787,P,KOM,G5,SRJN,GRD,PDG,IPK_SM
788,P,KOM,G3,SRJN,PNS,GRD,IPK_SM
789,L,KOM,G3,SMTA,LL,PNS,IPK_KM
790,L,KOM,G4,SRJN,GRD,LL,IPK_SM
791,L,KOM,G3,SMTA,LL,PSN,IPK_SM
792,P,KOM,G3,SRJN,PNS,PNS,IPK_CUM
793,L,KOM,G7,SRJN,PNS,PSN,IPK_SM
794,P,KOM,G4,SRJN,PNS,PDG,IPK_SM
795,L,KOM,G2,SMTA,LL,PS,IPK_SM
796,P,KOM,G4,SRJN,GRD,PNS,IPK_SM
797,P,KOM,G6,SMTA,LL,PDG,IPK_SM
798,P,KOM,G4,SMTA,LL,PDG,IPK_SM
799,L,KOM,G3,LL,PSN,PDG,IPK_SM
800,L,KOM,G7,SMTA,PDG,PDG,IPK_M
801,P,KOM,G4,SRJN,PDG,PS,IPK_SM
802,P,KOM,G2,SMTA,LL,PDG,IPK_KM
803,L,KOM,G2,SRJN,GRD,GRD,IPK_SM
804,L,KOM,G5,SMTA,LL,PS,IPK_SM
805,L,KOM,G5,SRJN,GRD,LL,IPK_SM
806,P,KOM,G6,SRJN,PDG,PS,IPK_SM
807,L,KOM,G5,SRJN,PDG,PNS,IPK_SM
808,L,KOM,G4,SRJN,GRD,GRD,IPK_KM
809,P,KOM,G3,SRJN,GRD,GRD,IPK_CUM
810,P,KOM,G4,SRJN,GRD,GRD,IPK_SM
811,P,KOM,G7,SRJN,PS,PS,IPK_M
812,L,KOM,G4,SMTA,PDG,GRD,IPK_SM
813,P,KOM,G4,SMTA,LL,PDG,IPK_SM
814,P,KOM,G4,SMTA,LL,PNS,IPK_KM
815,P,KOM,G2,SMP,LL,PDG,IPK_SM
816,P,KOM,G4,SRJN,PNS,PS,IPK_SM
817,L,KOM,G3,SRJN,LL,PNS,IPK_SM
818,L,KOM,G7,SRJN,LL,PS,IPK_SM
819,P,KOM,G4,SRJN,PDG,LL,IPK_SM
820,L,KOM,G7,SRJN,GRD,PS,IPK_SM
821,P,KOM,G3,SMTA,PSN,PS,IPK_KM
822,P,KOM,G3,SRJN,GRD,GRD,IPK_KM
823,P,KOM,G3,SMTA,LL,PSN,IPK_CUM
824,P,KOM,G3,SRJN,PDG,PDG,IPK_SM
825,L,KOM,G2,SD,BPN,BPN,IPK_CUM
826,P,KOM,G3,SRJN,PSN,LL,IPK_KM
827,P,KOM,G4,SMTA,LL,PDG,IPK_SM
828,L,KOM,G4,SRJN,GRD,GRD,IPK_KM
829,L,KOM,G4,SMTA,PDG,PDG,IPK_SM
830,P,KOM,G3,SRJN,PNS,GRD,IPK_SM
831,P,KOM,G4,SMTA,PDG,GRD,IPK_CUM
832,L,KOM,G4,SMTA,PSN,PSN,IPK_SM
833,L,KOM,G2,SMTA,PDG,BPN,IPK_SM
834,P,KOM,G3,SMTA,LL,PS,IPK_SM
835,L,KOM,G4,SRJN,GRD,GRD,IPK_SM
836,P,KOM,G3,SMTA,PS,PDG,IPK_KM
837,P,KOM,G2,SMTA,PDG,PDG,IPK_KM
838,P,KOM,G3,SRJN,GRD,PSN,IPK_SM
839,L,KOM,G4,SRJN,LL,LL,IPK_SM
840,L,KOM,G5,SMP,LL,PDG,IPK_SM
841,P,KOM,G4,SMP,PDG,PDG,IPK_KM
842,P,KOM,G4,SRJN,GRD,GRD,IPK_SM
843,L,KOM,G3,SMP,PDG,PDG,IPK_KM
844,P,KOM,G3,SMTA,GRD,PDG,IPK_SM
845,L,KOM,G2,SMTA,LL,BPN,IPK_SM
846,P,KOM,G4,SMP,PDG,PDG,IPK_SM
847,P,KOM,G3,SRJN,LL,PS,IPK_SM
848,L,KOM,G5,SMTA,PS,PS,IPK_KM
849,P,KOM,G2,SMTA,PNS,PDG,IPK_CUM
850,L,KOM,G3,SMTA,LL,PSN,IPK_SM
851,L,KOM,G4,SMTA,PDG,PDG,IPK_KM
852,L,KOM,G4,SRJN,GRD,PNS,IPK_KM
853,L,KOM,G3,SRJN,LL,PDG,IPK_KM
854,P,KOM,G3,SMTA,PNS,PS,IPK_SM
855,P,KOM,G2,SD,BPN,BPN,IPK_SM
856,P,KOM,G3,SMTA,PDG,PDG,IPK_KM
857,L,KOM,G4,SRJN,PDG,GRD,IPK_KM
858,P,KOM,G6,SRJN,LL,LL,IPK_KM
859,P,KOM,G2,SMTA,LL,PDG,IPK_KM
860,L,KOM,G3,SMTA,PS,PDG,IPK_SM
861,P,KOM,G4,SRJN,LL,PNS,IPK_SM
862,P,KOM,G3,SMTA,LL,PS,IPK_SM
863,P,KOM,G2,SD,LL,LL,IPK_SM
864,L,KOM,G3,SMTA,PDG,PDG,IPK_SM
865,L,KOM,G4,SRJN,LL,PS,IPK_KM
866,L,KOM,G3,SRJN,GRD,PNS,IPK_KM
867,P,KOM,G2,SMTA,LL,PDG,IPK_SM
868,P,KOM,G4,SRJN,GRD,GRD,IPK_SM
869,P,KOM,G3,SRJN,PNS,PS,IPK_SM
870,P,KOM,G2,SRJN,PNS,PDG,IPK_SM
871,P,KOM,G3,SD,PDG,PSN,IPK_SM
872,P,KOM,G3,SRJN,PNS,BPN,IPK_SM
873,P,KOM,G4,SRJN,GRD,GRD,IPK_SM
874,P,KOM,G3,SRJN,LL,PDG,IPK_SM
875,P,KOM,G5,SMP,PDG,PDG,IPK_SM
876,P,KOM,G4,SRJN,GRD,GRD,IPK_SM
877,P,KOM,G3,SMTA,LL,PS,IPK_SM
878,P,KOM,G5,SRJN,LL,PNS,IPK_SM
879,P,KOM,G3,SRJN,PS,PNS,IPK_SM
880,L,KOM,G3,SRJN,LL,LL,IPK_SM
881,P,KOM,G5,SMP,LL,PDG,IPK_SM
882,P,KOM,G4,SRJN,GRD,GRD,IPK_SM
883,P,KOM,G7,SMTA,LL,PDG,IPK_SM
884,P,KOM,G2,SMP,PDG,PS,IPK_SM
885,P,KOM,G4,SMTA,LL,PNS,IPK_SM
886,P,KOM,G4,SMTA,PS,LL,IPK_SM
887,L,KOM,G4,SRJN,PNS,PSN,IPK_SM
888,P,KOM,G7,SMTA,LL,PS,IPK_KM
889,P,KOM,G4,SRJN,LL,PDG,IPK_KM
890,P,KOM,G2,SRJN,LL,BPN,IPK_KM
891,P,KOM,G5,SMTA,LL,GRD,IPK_KM
892,P,KOM,G7,SMTA,LL,PNS,IPK_SM
893,L,KOM,G3,SMTA,PNS,LL,IPK_SM
894,L,KOM,G4,SMTA,LL,PNS,IPK_KM
895,L,KOM,G4,SMTA,LL,LL,IPK_SM
896,L,KOM,G4,SRJN,GRD,PNS,IPK_KM
897,L,KOM,G3,SD,PDG,PS,IPK_SM
898,L,KOM,G5,SMTA,LL,PDG,IPK_SM
899,L,KOM,G5,SRJN,PSN,PS,IPK_KM
900,P,KOM,G4,SRJN,PDG,ABRI,IPK_KM
901,L,KOM,G5,SMTA,LL,PS,IPK_KM
902,P,KOM,G3,SMTA,LL,PS,IPK_KM
903,P,KOM,G3,SMTA,PNS,ABRI,IPK_KM
904,P,KOM,G3,SRJN,PSN,PSN,IPK_SM
905,P,KOM,G4,SMTA,PNS,LL,IPK_CUM
906,P,KOM,G2,SMTA,LL,LL,IPK_CUM
907,L,KOM,G4,SRJN,GRD,PDG,IPK_SM
908,L,KOM,G4,SMTA,PDG,PDG,IPK_KM
909,L,KOM,G7,SMTA,PDG,PDG,IPK_KM
910,P,KOM,G4,SRJN,GRD,PNS,IPK_KM
911,L,KOM,G4,SMTA,PSN,PSN,IPK_SM
912,P,KOM,G1,SMTA,PDG,LL,IPK_KM
913,P,KOM,G3,SRJN,GRD,GRD,IPK_KM
914,P,KOM,G2,SD,LL,BPN,IPK_CUM
915,P,KOM,G4,SRJN,GRD,PSN,IPK_KM
916,P,KOM,G5,SMP,PDG,PDG,IPK_KM
917,P,KOM,G4,SRJN,PDG,PDG,IPK_KM
918,P,KOM,G4,SMTA,ABRI,ABRI,IPK_KM
919,P,KOM,G4,SMTA,LL,GRD,IPK_KM
920,L,KOM,G4,SRJN,PS,PS,IPK_KM
921,P,KOM,G3,LL,BPN,BPN,IPK_KM
922,P,KOM,G4,SRJN,GRD,PDG,IPK_KM
923,P,KOM,G4,SMTA,PDG,GRD,IPK_M
924,P,KOM,G2,SMTA,LL,BPN,IPK_KM
925,P,KOM,G6,SRJN,PNS,PDG,IPK_KM
926,P,KOM,G4,SRJN,PNS,PNS,IPK_SM
927,P,KOM,G5,SRJN,PNS,PS,IPK_SM
928,P,KOM,G3,SMTA,LL,PS,IPK_SM
929,L,KOM,G2,SRJN,PS,PS,IPK_SM
930,L,KOM,G4,SMTA,PDG,PNS,IPK_SM
931,P,KOM,G2,SMTA,PDG,PDG,IPK_KM
932,P,KOM,G3,SMTA,LL,BPN,IPK_KM
933,L,KOM,G1,SMTA,LL,PDG,IPK_SM
934,P,KOM,G1,SMP,LL,BPN,IPK_KM
935,P,KOM,G4,SMP,LL,PDG,IPK_KM
936,P,KOM,G3,SMP,LL,PSN,IPK_KM
937,P,KOM,G4,SMTA,PS,PNS,IPK_KM
938,P,KOM,G3,SMTA,PNS,PS,IPK_SM
939,P,KOM,G1,SMTA,PDG,BPN,IPK_KM
940,L,KOM,G1,LL,PDG,BPN,IPK_KM
941,P,KOM,G4,SMTA,PNS,PNS,IPK_CUM
942,P,KOM,G3,SRJN,PS,PS,IPK_KM
943,P,KOM,G4,SMTA,LL,LL,IPK_SM
944,P,KOM,G4,SRJN,GRD,PNS,IPK_SM
945,P,KOM,G2,SMP,LL,BPN,IPK_KM
946,P,KOM,G4,SMP,LL,PS,IPK_SM
947,P,KOM,G5,SRJN,PDG,PS,IPK_SM
948,P,KOM,G4,SRJN,GRD,PNS,IPK_CUM
949,P,KOM,G4,SRJN,GRD,GRD,IPK_SM
950,P,KOM,G3,SRJN,PS,LL,IPK_KM
951,P,KOM,G5,SMTA,LL,PSN,IPK_SM
952,L,KOM,G4,SMTA,PS,PS,IPK_SM
953,P,KOM,G4,SRJN,GRD,PSN,IPK_CUM
954,P,KOM,G4,SRJN,GRD,GRD,IPK_CUM
955,P,KOM,G4,SRJN,LL,GRD,IPK_KM
956,P,KOM,G5,SRJN,GRD,GRD,IPK_SM
957,L,KOM,G2,SRJN,PS,PDG,IPK_SM
958,P,KOM,G3,SD,LL,PDG,IPK_SM
959,P,KOM,G4,SRJN,PNS,PNS,IPK_CUM
960,L,KOM,G4,SRJN,PSN,PNS,IPK_SM
961,L,KOM,G5,SRJN,GRD,PNS,IPK_SM
962,P,KOM,G3,SMTA,PNS,PSN,IPK_SM
963,L,KOM,G7,SRJN,LL,PS,IPK_SM
964,P,KOM,G2,SMTA,PSN,PSN,IPK_SM
965,P,KOM,G3,SMTA,PDG,LL,IPK_CUM
966,P,KOM,G2,SMTA,LL,LL,IPK_SM
967,L,KOM,G3,LL,BPN,BPN,IPK_SM
968,P,KOM,G3,SMTA,PDG,PDG,IPK_CUM
969,L,KOM,G4,SMTA,LL,PS,IPK_SM
970,P,KOM,G4,SRJN,PS,GRD,IPK_SM
971,P,KOM,G3,SMP,LL,BPN,IPK_SM
972,P,KOM,G3,SMTA,PS,PDG,IPK_SM
973,L,KOM,G2,LL,BPN,BPN,IPK_SM
974,L,KOM,G5,SRJN,GRD,PSN,IPK_SM
975,P,KOM,G3,SRJN,LL,PSN,IPK_SM
976,P,KOM,G5,SRJN,PS,PNS,IPK_SM
977,P,KOM,G4,SMTA,LL,BPN,IPK_KM
978,P,KOM,G6,SRJN,LL,PS,IPK_SM
979,P,KOM,G6,SMTA,LL,PS,IPK_SM
980,P,KOM,G4,SMTA,PNS,PNS,IPK_SM
981,P,KOM,G4,SRJN,GRD,GRD,IPK_SM
982,P,KOM,G5,SRJN,PS,PNS,IPK_SM
983,L,KOM,G5,SRJN,GRD,GRD,IPK_KM
984,L,HUK,G3,SMTA,PSN,GRD,IPK_KM
985,P,HUK,G3,SRJN,GRD,PNS,IPK_SM
986,L,HUK,G4,SRJN,LL,PNS,IPK_M
987,P,HUK,G3,SRJN,PDG,PNS,IPK_M
988,L,HUK,G4,SRJN,PDG,PNS,IPK_SM
989,L,HUK,G3,SRJN,LL,PSN,IPK_M
990,L,HUK,G4,SRJN,LL,PNS,IPK_M
991,L,HUK,G2,SD,PDG,PDG,IPK_SM
992,P,HUK,G3,SRJN,GRD,GRD,IPK_SM
993,P,HUK,G4,SMTA,LL,PNS,IPK_SM
994,L,HUK,G3,SRJN,GRD,PSN,IPK_KM
995,L,HUK,G4,SMP,PDG,GRD,IPK_M
996,L,HUK,G6,SRJN,PDG,GRD,IPK_KM
997,L,HUK,G3,SRJN,PNS,PNS,IPK_KM
998,L,HUK,G3,SRJN,PNS,PNS,IPK_SM
999,P,HUK,G4,SRJN,GRD,GRD,IPK_SM
1000,L,HUK,G3,SMTA,PNS,GRD,IPK_SM
1001,P,HUK,G4,SRJN,LL,LL,IPK_SM
1002,P,HUK,G3,SMTA,LL,GRD,IPK_SM
1003,P,HUK,G5,SMTA,PDG,PDG,IPK_SM
1004,L,HUK,G4,SMTA,LL,PNS,IPK_M
1005,L,HUK,G4,SMP,LL,PSN,IPK_SM
1006,L,HUK,G4,SRJN,GRD,GRD,IPK_SM
1007,L,HUK,G3,SMTA,LL,LL,IPK_M
1008,P,HUK,G3,SRJN,PS,PS,IPK_SM
1009,L,HUK,G3,SRJN,GRD,GRD,IPK_SM
1010,P,HUK,G1,SMP,LL,PDG,IPK_SM
1011,L,HUK,G3,SMTA,PDG,PDG,IPK_SM
1012,L,HUK,G2,SMP,LL,PS,IPK_M
1013,P,HUK,G3,SMTA,PNS,PNS,IPK_CUM
1014,L,HUK,G3,SRJN,GRD,GRD,IPK_SM
1015,L,HUK,G4,SMTA,PNS,PNS,IPK_SM
1016,L,HUK,G3,SRJN,PSN,PSN,IPK_SM
1017,P,HUK,G7,SRJN,PS,PS,IPK_SM
1018,P,HUK,G4,SMP,PDG,PDG,IPK_SM
1019,P,HUK,G1,SRJN,GRD,PNS,IPK_M
1020,P,HUK,G4,SMTA,PDG,PNS,IPK_SM
1021,P,HUK,G3,SMTA,LL,PDG,IPK_SM
1022,L,HUK,G2,LL,PDG,LL,IPK_M
1023,P,HUK,G2,SMP,LL,PSN,IPK_M
1024,P,HUK,G4,SMTA,PNS,PNS,IPK_SM
1025,P,HUK,G3,SMTA,PNS,PS,IPK_SM
1026,P,HUK,G4,SMTA,LL,GRD,IPK_SM
1027,P,HUK,G3,SRJN,LL,GRD,IPK_SM
1028,P,HUK,G5,SMTA,GRD,LL,IPK_SM
1029,L,HUK,G1,SRJN,LL,BPN,IPK_M
1030,L,HUK,G3,SMTA,LL,PS,IPK_SM
1031,P,HUK,G1,SMTA,BPN,BPN,IPK_CUM
1032,P,HUK,G4,SRJN,PDG,PDG,IPK_SM
1033,L,HUK,G3,SRJN,GRD,BPN,IPK_SM
1034,P,HUK,G1,SMP,BPN,BPN,IPK_SM
1035,P,HUK,G3,SRJN,GRD,PNS,IPK_SM
1036,P,HUK,G3,SMTA,PDG,LL,IPK_SM
1037,P,HUK,G3,SRJN,GRD,LL,IPK_CUM
1038,L,HUK,G4,SMTA,PNS,PS,IPK_SM
1039,L,HUK,G2,SRJN,GRD,PS,IPK_KM
1040,L,HUK,G5,SMTA,GRD,PNS,IPK_SM
1041,P,HUK,G3,SRJN,GRD,PNS,IPK_SM
1042,P,HUK,G4,SRJN,PNS,PNS,IPK_SM
1043,P,HUK,G5,SRJN,PS,PNS,IPK_CUM
1044,P,HUK,G2,SRJN,PNS,PDG,IPK_SM
1045,P,HUK,G4,SMTA,LL,PNS,IPK_SM
1046,L,HUK,G3,SRJN,GRD,GRD,IPK_SM
1047,P,HUK,G2,SMP,LL,PDG,IPK_CUM
1048,L,HUK,G3,SRJN,GRD,PNS,IPK_SM
1049,P,HUK,G3,SMTA,LL,PNS,IPK_CUM
1050,P,HUK,G4,SMTA,PDG,PNS,IPK_CUM
1051,P,HUK,G5,SRJN,PNS,PNS,IPK_SM
1052,L,HUK,G3,SD,PDG,PDG,IPK_CUM
1053,P,HUK,G3,SRJN,LL,PNS,IPK_SM
1054,L,HUK,G3,SRJN,LL,GRD,IPK_SM
1055,P,HUK,G3,SRJN,GRD,PNS,IPK_SM
1056,L,HUK,G3,SRJN,GRD,GRD,IPK_CUM
1057,P,HUK,G3,SMTA,PSN,PSN,IPK_CUM
1058,L,HUK,G2,SMTA,LL,PDG,IPK_SM
1059,L,HUK,G3,SRJN,GRD,GRD,IPK_SM
1060,L,HUK,G4,SRJN,PNS,PDG,IPK_SM
1061,L,HUK,G3,SMTA,LL,GRD,IPK_SM
1062,L,HUK,G3,SMTA,PDG,GRD,IPK_SM
1063,L,HUK,G1,SMP,PDG,PDG,IPK_SM
1064,L,HUK,G4,SRJN,LL,PSN,IPK_SM
1065,P,HUK,G3,SRJN,PDG,LL,IPK_CUM
1066,L,HUK,G3,SD,BPN,BPN,IPK_M
1067,P,HUK,G4,SRJN,PNS,PDG,IPK_SM
1068,P,HUK,G2,SMTA,PDG,LL,IPK_SM
1069,L,HUK,G3,SRJN,PNS,GRD,IPK_SM
1070,P,HUK,G4,SRJN,PSN,GRD,IPK_SM
1071,P,HUK,G3,SRJN,GRD,PSN,IPK_SM
1072,L,HUK,G1,SRJN,LL,PS,IPK_SM
1073,L,HUK,G2,SMTA,LL,BPN,IPK_SM
1074,L,HUK,G4,SMTA,LL,PNS,IPK_M
1075,P,HUK,G4,SRJN,LL,PS,IPK_M
1076,P,HUK,G6,SRJN,PDG,PDG,IPK_SM
1077,P,HUK,G3,SMTA,LL,ABRI,IPK_CUM
1078,L,HUK,G4,SRJN,GRD,PSN,IPK_M
1079,L,HUK,G3,SMTA,LL,PSN,IPK_SM
1080,L,HUK,G3,SMTA,PDG,PNS,IPK_SM
1081,P,HUK,G1,LL,LL,BPN,IPK_CUM
1082,L,HUK,G4,SMTA,PDG,PNS,IPK_SM
1083,L,HUK,G4,SRJN,LL,PNS,IPK_KM
1084,L,HUK,G2,SMTA,LL,GRD,IPK_SM
1085,P,HUK,G5,SRJN,GRD,PNS,IPK_SM
1086,P,HUK,G4,SRJN,GRD,PSN,IPK_SM
1087,L,HUK,G4,SRJN,GRD,PDG,IPK_CUM
1088,L,HUK,G2,LL,BPN,BPN,IPK_SM
1089,P,HUK,G2,SD,LL,PS,IPK_CUM
1090,P,HUK,G1,SMTA,LL,LL,IPK_SM
1091,P,HUK,G2,SMP,LL,PS,IPK_SM
1092,L,HUK,G7,SMTA,PDG,PDG,IPK_M
1093,L,HUK,G4,SRJN,GRD,GRD,IPK_M
1094,P,HUK,G3,SMTA,PDG,PSN,IPK_SM
1095,P,HUK,G2,SMTA,PDG,PDG,IPK_CUM
1096,L,HUK,G3,SRJN,GRD,PNS,IPK_CUM
1097,P,HUK,G2,SMTA,PNS,PDG,IPK_SM
1098,L,HUK,G1,SD,PDG,PDG,IPK_KM
1099,P,HUK,G5,SRJN,GRD,PNS,IPK_CUM
1100,P,HUK,G2,SD,LL,PS,IPK_SM
1101,P,HUK,G2,SMTA,PNS,LL,IPK_M
1102,P,HUK,G4,SMTA,PDG,PDG,IPK_CUM
1103,P,HUK,G3,SMTA,PDG,PDG,IPK_CUM
1104,L,HUK,G2,SMTA,PDG,PDG,IPK_M
1105,P,HUK,G2,SMTA,PDG,PDG,IPK_M
1106,P,HUK,G4,SRJN,LL,PNS,IPK_SM
1107,L,HUK,G4,SRJN,PNS,PNS,IPK_SM
1108,P,HUK,G2,SMTA,GRD,BPN,IPK_SM
1109,L,HUK,G3,SMTA,LL,PDG,IPK_SM
1110,L,HUK,G3,SMTA,LL,PNS,IPK_M
1111,L,HUK,G3,SMTA,LL,ABRI,IPK_SM
1112,P,HUK,G1,SD,LL,BPN,IPK_CUM
1113,L,HUK,G3,SRJN,GRD,GRD,IPK_CUM
1114,L,HUK,G4,SMTA,LL,PNS,IPK_SM
1115,L,HUK,G4,SRJN,PS,PS,IPK_SM
1116,L,HUK,G2,SMTA,LL,PDG,IPK_SM
1117,L,HUK,G3,SRJN,LL,GRD,IPK_SM
1118,P,HUK,G4,SRJN,PSN,PNS,IPK_SM
1119,P,HUK,G3,SMTA,PDG,PDG,IPK_SM
1120,L,HUK,G2,SD,BPN,BPN,IPK_SM
1121,L,HUK,G2,LL,BPN,BPN,IPK_M
1122,P,HUK,G2,SD,PDG,PDG,IPK_SM
1123,L,HUK,G4,SRJN,PDG,PDG,IPK_SM
1124,L,HUK,G4,SRJN,PDG,GRD,IPK_SM
1125,L,HUK,G3,SRJN,LL,PS,IPK_KM
1126,P,HUK,G3,SMTA,PDG,PS,IPK_SM
1127,P,HUK,G3,SMP,LL,PDG,IPK_CUM
1128,P,HUK,G3,SMTA,PNS,PNS,IPK_SM
1129,P,HUK,G1,SMTA,LL,PS,IPK_CUM
1130,P,HUK,G2,SMP,PDG,PDG,IPK_CUM
1131,P,HUK,G4,SRJN,PNS,PNS,IPK_M
1132,P,HUK,G4,SMTA,PDG,PDG,IPK_SM
1133,P,HUK,G2,SRJN,GRD,PSN,IPK_SM
1134,L,HUK,G3,SMTA,LL,PNS,IPK_SM
