,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,STATUS_LULUS
505,L,EKO,G4,SRJN,PNS,PNS,LTW
506,L,EKO,G7,SRJN,PNS,PNS,LTW
507,L,EKO,G3,SRJN,PDG,PDG,LTW
508,L,EKO,G2,SMTA,LL,PDG,LLW
509,P,EKO,G4,SRJN,GRD,LL,LTW
510,P,EKO,G2,SRJN,PSN,PDG,LTW
511,P,EKO,G5,SRJN,GRD,PDG,LTW
512,L,EKO,G6,SMP,BPN,BPN,LTW
513,P,EKO,G3,SMTA,PSN,PSN,LTW
514,L,EKO,G3,SMTA,LL,PSN,LTW
515,P,EKO,G5,SMTA,PS,PS,LLW
516,P,EKO,G3,SMTA,PSN,LL,LTW
517,P,EKO,G2,SMTA,BPN,PS,LTW
518,P,EKO,G4,SMTA,PNS,PNS,LLW
519,P,EKO,G3,SMTA,LL,PS,LTW
520,L,EKO,G3,SRJN,PNS,PSN,LTW
521,L,EKO,G7,SRJN,LL,PS,LLW
522,L,EKO,G3,SRJN,LL,PSN,LLW
523,L,EKO,G3,SMTA,LL,PDG,LTW
524,P,EKO,G3,SMTA,LL,PS,LTW
525,P,EKO,G2,SRJN,LL,LL,LTW
526,L,EKO,G3,SMTA,BPN,BPN,LTW
527,P,EKO,G2,SMTA,LL,PSN,LTW
528,P,EKO,G3,SMTA,LL,PDG,LTW
529,L,EKO,G3,SRJN,LL,PS,LTW
530,P,EKO,G4,SRJN,GRD,PS,LTW
531,P,EKO,G5,SRJN,PDG,PDG,LTW
532,L,EKO,G5,SRJN,PNS,PNS,LLW
533,P,EKO,G4,SRJN,GRD,PNS,LTW
534,P,EKO,G4,SRJN,PNS,PS,LTW
535,L,EKO,G4,SMTA,LL,PDG,LTW
536,L,EKO,G4,SRJN,GRD,PSN,LTW
537,L,EKO,G4,SRJN,LL,PDG,LLW
538,P,EKO,G4,SRJN,GRD,GRD,LTW
539,P,EKO,G5,SRJN,ABRI,PDG,LTW
540,L,EKO,G4,SMTA,PS,PS,LTW
541,L,EKO,G4,SRJN,GRD,PSN,LTW
542,L,EKO,G4,SMTA,LL,PDG,LTW
543,P,EKO,G3,SD,PDG,PDG,LTW
544,L,EKO,G4,SRJN,GRD,PDG,LTW
545,P,EKO,G2,SD,LL,PDG,LTW
546,P,EKO,G4,SMTA,LL,PS,LTW
547,P,EKO,G3,SRJN,LL,PS,LTW
548,P,EKO,G1,LL,LL,LL,LTW
549,L,EKO,G2,SD,LL,PDG,LTW
550,L,EKO,G4,SRJN,LL,GRD,LTW
551,P,EKO,G3,SRJN,GRD,PSN,LLW
552,L,EKO,G1,SD,LL,BPN,LLW
553,P,EKO,G4,SRJN,LL,PDG,LTW
554,L,EKO,G3,SRJN,GRD,PSN,LTW
555,P,EKO,G4,SRJN,PNS,PNS,LTW
556,P,EKO,G3,SMTA,PNS,PNS,LTW
557,P,EKO,G4,SRJN,LL,PS,LTW
558,L,EKO,G4,SRJN,LL,PNS,LLW
559,L,EKO,G2,SRJN,PDG,LL,LLW
560,P,EKO,G4,SMTA,LL,PDG,LTW
561,P,EKO,G3,SMTA,LL,PSN,LLW
562,P,EKO,G4,SRJN,GRD,PNS,LC
563,P,EKO,G3,SMTA,LL,PDG,LTW
564,P,EKO,G3,SMP,PS,PS,LC
565,P,EKO,G3,SMTA,LL,PDG,LTW
566,P,EKO,G5,SRJN,GRD,PS,LTW
567,L,EKO,G4,SMTA,LL,PNS,LLW
568,L,EKO,G4,SMTA,LL,GRD,LTW
569,P,EKO,G4,SMTA,PS,PDG,LTW
570,L,EKO,G7,SRJN,PDG,LL,LLW
571,P,EKO,G6,SRJN,LL,PS,LTW
572,L,EKO,G5,SMTA,LL,LL,LTW
573,P,EKO,G3,SMTA,LL,PS,LTW
574,P,EKO,G4,SRJN,GRD,PSN,LTW
575,P,EKO,G3,SRJN,GRD,GRD,LTW
576,P,EKO,G4,SRJN,GRD,PSN,LTW
577,L,EKO,G4,SRJN,LL,LL,LLW
578,P,EKO,G3,SMTA,PDG,PDG,LLW
579,L,EKO,G4,SMTA,LL,PNS,LTW
580,L,EKO,G2,SD,BPN,BPN,LLW
581,L,EKO,G2,SMP,LL,PSN,LTW
582,P,EKO,G4,SMP,LL,PS,LTW
583,L,EKO,G4,SRJN,LL,PNS,LTW
584,P,EKO,G3,SMTA,PDG,LL,LTW
585,P,EKO,G4,SMTA,PS,PS,LLW
586,L,EKO,G4,SMTA,PDG,PS,LTW
587,P,EKO,G6,SRJN,PS,PS,LTW
588,L,EKO,G4,SRJN,LL,GRD,LTW
589,L,EKO,G4,SMTA,LL,PSN,LLW
590,P,EKO,G3,SMTA,PDG,PNS,LTW
591,P,EKO,G3,LL,LL,PDG,LTW
592,P,EKO,G3,SMTA,PDG,BPN,LTW
593,P,EKO,G3,SD,LL,BPN,LTW
594,P,EKO,G4,SRJN,PS,PS,LC
595,P,EKO,G4,SRJN,LL,PS,LTW
596,L,EKO,G4,SMTA,PDG,GRD,LTW
597,L,EKO,G2,SMTA,LL,PS,LTW
598,L,EKO,G2,SMTA,LL,BPN,LTW
599,L,EKO,G4,SD,LL,GRD,LC
600,P,EKO,G4,SRJN,LL,GRD,LLW
601,P,EKO,G4,SMTA,LL,PNS,LTW
602,P,EKO,G2,SMTA,LL,PS,LTW
603,L,EKO,G6,SRJN,GRD,PNS,LLW
604,L,EKO,G3,SMTA,PDG,GRD,LLW
605,P,EKO,G5,SRJN,GRD,PSN,LTW
606,L,EKO,G2,SRJN,LL,PDG,LLW
607,L,EKO,G6,SRJN,GRD,GRD,LLW
608,L,EKO,G4,SMTA,PNS,GRD,LTW
609,P,EKO,G4,SMP,LL,PS,LTW
610,L,EKO,G4,SMTA,LL,LL,LLW
611,L,EKO,G3,SRJN,PS,PDG,LLW
612,L,EKO,G4,SRJN,PSN,PSN,LLW
613,P,EKO,G4,SRJN,LL,ABRI,LTW
614,L,EKO,G4,SRJN,GRD,GRD,LLW
615,L,EKO,G6,SRJN,PNS,PNS,LC
616,P,EKO,G4,SMTA,PDG,PDG,LTW
617,L,EKO,G4,SRJN,GRD,PS,LLW
618,L,EKO,G3,SRJN,GRD,GRD,LLW
619,P,EKO,G4,SRJN,PNS,PSN,LTW
620,P,EKO,G5,SRJN,GRD,GRD,LTW
621,L,EKO,G6,SRJN,GRD,PS,LLW
622,L,EKO,G2,SMTA,PS,PS,LLW
623,P,EKO,G6,SRJN,PNS,PS,LLW
624,L,EKO,G2,SMTA,LL,PDG,LTW
625,P,EKO,G3,SMTA,LL,PDG,LTW
626,L,EKO,G7,SRJN,GRD,PS,LLW
627,P,EKO,G3,SMTA,LL,PS,LLW
628,P,EKO,G4,SMTA,LL,PNS,LTW
629,P,EKO,G4,SMTA,LL,GRD,LLW
630,L,EKO,G4,SRJN,PNS,PNS,LLW
631,P,EKO,G4,SRJN,GRD,PSN,LTW
632,P,EKO,G5,SMTA,PDG,PDG,LLW
633,L,EKO,G3,SRJN,GRD,PSN,LTW
634,L,EKO,G4,SMTA,PNS,PNS,LLW
635,P,EKO,G4,SRJN,GRD,LL,LLW
636,L,EKO,G4,SRJN,GRD,GRD,LTW
637,L,EKO,G2,SRJN,PDG,PDG,LLW
638,P,EKO,G5,SMTA,LL,PNS,LTW
639,P,EKO,G3,SMTA,GRD,PDG,LTW
640,P,EKO,G7,SRJN,GRD,GRD,LTW
641,L,EKO,G4,SRJN,GRD,PNS,LLW
642,P,EKO,G4,SRJN,LL,LL,LTW
643,P,EKO,G2,SMTA,LL,PSN,LTW
644,P,EKO,G4,SMTA,LL,PS,LTW
645,P,EKO,G6,SRJN,LL,PS,LC
646,P,EKO,G3,SRJN,LL,PS,LTW
647,L,EKO,G4,SMTA,LL,PSN,LLW
648,P,EKO,G4,SMTA,LL,PNS,LTW
649,L,EKO,G2,SD,LL,PDG,LLW
650,P,EKO,G2,SMTA,PDG,PSN,LC
651,P,EKO,G4,SMTA,LL,PS,LLW
652,P,EKO,G5,SMTA,LL,PNS,LTW
653,P,EKO,G7,SMTA,LL,PNS,LTW
654,P,EKO,G1,LL,BPN,PDG,LTW
655,L,EKO,G2,SRJN,PS,PS,LLW
656,L,EKO,G4,SMTA,LL,PNS,LTW
657,P,EKO,G2,SD,PDG,BPN,LTW
658,P,EKO,G3,SMTA,LL,PSN,LLW
659,L,EKO,G4,SD,PDG,PDG,LLW
660,L,EKO,G3,SMP,PDG,PDG,LTW
661,P,EKO,G4,SRJN,LL,GRD,LTW
662,P,EKO,G4,SMTA,LL,ABRI,LLW
663,L,EKO,G4,SMTA,LL,PDG,LTW
664,P,EKO,G4,SMTA,PDG,PNS,LTW
665,P,EKO,G3,SMTA,LL,PS,LTW
666,P,EKO,G2,LL,LL,BPN,LTW
667,P,EKO,G7,SRJN,LL,PDG,LTW
668,P,EKO,G2,SMTA,LL,LL,LTW
669,P,EKO,G3,SMTA,PDG,PDG,LTW
670,P,EKO,G3,SD,PDG,PDG,LTW
671,P,EKO,G3,SMTA,GRD,PDG,LTW
672,P,EKO,G3,SMTA,LL,PDG,LTW
673,L,EKO,G3,SRJN,LL,PSN,LTW
674,L,EKO,G4,SRJN,PNS,PNS,LTW
675,P,EKO,G4,SRJN,GRD,PNS,LTW
676,P,EKO,G3,SMTA,LL,PS,LC
677,P,EKO,G2,SD,LL,PS,LTW
678,P,EKO,G2,SMTA,LL,PDG,LLW
679,P,EKO,G4,SRJN,GRD,LL,LTW
680,P,EKO,G2,SRJN,GRD,GRD,LLW
681,P,EKO,G3,SD,LL,PDG,LTW
682,P,EKO,G4,SRJN,GRD,GRD,LTW
683,L,EKO,G2,SMTA,BPN,BPN,LTW
684,P,EKO,G2,LL,PDG,BPN,LTW
685,P,EKO,G4,SRJN,PDG,PNS,LTW
686,P,EKO,G3,SMP,LL,PS,LTW
687,P,EKO,G2,LL,PDG,BPN,LTW
688,L,EKO,G7,SMTA,LL,PS,LTW
689,L,EKO,G4,SRJN,GRD,PDG,LLW
690,L,EKO,G4,SD,LL,PDG,LLW
691,P,EKO,G4,SRJN,GRD,PS,LC
692,P,EKO,G4,SMTA,LL,PSN,LC
693,P,EKO,G2,SRJN,LL,BPN,LTW
694,P,EKO,G4,SRJN,PNS,PS,LC
695,P,EKO,G3,SD,BPN,PDG,LC
696,P,EKO,G4,LL,PNS,BPN,LC
697,P,EKO,G4,SRJN,GRD,PNS,LC
698,P,EKO,G4,SMTA,LL,PNS,LC
699,L,KOM,G3,SMP,LL,PS,LLW
700,P,KOM,G5,SMTA,LL,PS,LLW
701,L,KOM,G3,SMTA,LL,PSN,LLW
702,P,KOM,G4,SMTA,PDG,PDG,LLW
703,P,KOM,G1,SMTA,PDG,PDG,LLW
704,P,KOM,G3,SMTA,PDG,PSN,LLW
705,P,KOM,G4,SRJN,GRD,ABRI,LLW
706,P,KOM,G1,SRJN,PDG,PDG,LLW
707,P,KOM,G3,SRJN,LL,PDG,LLW
708,L,KOM,G3,SMTA,PS,LL,LLW
709,P,KOM,G3,SMTA,PDG,ABRI,LLW
710,P,KOM,G2,SRJN,GRD,GRD,LLW
711,P,KOM,G3,SRJN,GRD,PNS,LLW
712,P,KOM,G4,SRJN,PS,PNS,LLW
713,P,KOM,G4,SRJN,ABRI,LL,LLW
714,L,KOM,G2,SRJN,GRD,LL,LLW
715,P,KOM,G3,SMTA,PNS,PNS,LLW
716,P,KOM,G3,SMP,GRD,PNS,LLW
717,L,KOM,G4,SRJN,LL,GRD,LLW
718,L,KOM,G2,SD,LL,PDG,LLW
719,P,KOM,G4,SRJN,PNS,PNS,LLW
720,P,KOM,G2,SMP,LL,PDG,LLW
721,L,KOM,G3,SMP,LL,PDG,LLW
722,L,KOM,G3,SMTA,LL,PDG,LLW
723,L,KOM,G2,SD,LL,BPN,LLW
724,L,KOM,G2,SMTA,LL,PSN,LLW
725,L,KOM,G3,SRJN,GRD,PDG,LLW
726,L,KOM,G3,SRJN,GRD,PNS,LLW
727,P,KOM,G3,SMTA,PNS,GRD,LLW
728,P,KOM,G3,SRJN,GRD,GRD,LLW
729,P,KOM,G3,SMTA,PDG,PDG,LLW
730,P,KOM,G1,SMP,PDG,LL,LLW
731,P,KOM,G3,SD,LL,PDG,LLW
732,P,KOM,G2,SMTA,LL,PSN,LLW
733,P,KOM,G3,SMP,PDG,PDG,LLW
734,L,KOM,G4,SRJN,LL,GRD,LLW
735,L,KOM,G3,SMTA,LL,PNS,LLW
736,L,KOM,G1,SRJN,LL,PS,LLW
737,P,KOM,G3,SRJN,GRD,GRD,LLW
738,L,KOM,G3,SRJN,GRD,PS,LLW
739,P,KOM,G1,SMTA,BPN,BPN,LLW
740,L,KOM,G3,SMTA,LL,GRD,LLW
741,L,KOM,G3,SMTA,LL,LL,LLW
742,L,KOM,G2,SRJN,LL,PS,LLW
743,P,KOM,G3,SMP,PDG,PDG,LLW
744,P,KOM,G2,SD,LL,PS,LLW
745,P,KOM,G4,SRJN,PDG,PNS,LLW
746,P,KOM,G2,SMTA,PDG,LL,LLW
747,P,KOM,G2,LL,LL,PS,LLW
748,P,KOM,G3,SMTA,LL,PDG,LTW
749,L,KOM,G1,SRJN,PDG,BPN,LLW
750,P,KOM,G4,SRJN,GRD,PS,LLW
751,L,KOM,G4,SD,PDG,PNS,LLW
752,P,KOM,G2,SMP,LL,PS,LLW
753,P,KOM,G3,SMTA,LL,PNS,LLW
754,P,KOM,G3,SMTA,LL,BPN,LLW
755,L,KOM,G7,SRJN,LL,PDG,LLW
756,L,KOM,G4,SMTA,LL,PSN,LLW
757,P,KOM,G5,SMTA,PDG,PDG,LLW
758,P,KOM,G4,SMTA,PDG,PDG,LLW
759,L,KOM,G5,SMTA,LL,PS,LLW
760,P,KOM,G4,SRJN,PNS,LL,LLW
761,P,KOM,G4,SMTA,LL,PSN,LLW
762,L,KOM,G3,SMTA,LL,PSN,LLW
763,P,KOM,G5,SRJN,PNS,PNS,LLW
764,L,KOM,G3,SRJN,PS,PSN,LLW
765,P,KOM,G4,SMTA,LL,PNS,LLW
766,P,KOM,G3,SRJN,LL,PS,LLW
767,L,KOM,G5,SMTA,LL,PNS,LLW
768,P,KOM,G3,SMTA,LL,LL,LLW
769,L,KOM,G4,SRJN,GRD,GRD,LLW
770,L,KOM,G4,SRJN,LL,PS,LLW
771,P,KOM,G4,SRJN,PNS,PDG,LTW
772,P,KOM,G4,SMTA,LL,PS,LLW
773,P,KOM,G7,SRJN,PNS,PNS,LLW
774,L,KOM,G4,SMTA,PDG,PNS,LLW
775,P,KOM,G3,SRJN,PNS,PNS,LTW
776,P,KOM,G3,SMTA,LL,PNS,LTW
777,P,KOM,G4,SRJN,PNS,GRD,LLW
778,P,KOM,G5,SRJN,GRD,PDG,LLW
779,P,KOM,G2,SMTA,PDG,PDG,LTW
780,L,KOM,G2,SMTA,GRD,PDG,LLW
781,P,KOM,G3,SMTA,LL,PSN,LLW
782,L,KOM,G3,SMTA,LL,PNS,LLW
783,L,KOM,G5,SRJN,GRD,PNS,LLW
784,L,KOM,G3,SMTA,PDG,PDG,LLW
785,L,KOM,G4,SMTA,PNS,PNS,LLW
786,L,KOM,G2,SRJN,GRD,PS,LLW
787,P,KOM,G2,SRJN,PDG,PDG,LLW
788,P,KOM,G3,SD,LL,PDG,LLW
789,L,KOM,G6,SRJN,LL,LL,LLW
790,P,KOM,G3,SMP,LL,PSN,LLW
791,P,KOM,G4,SRJN,PNS,PNS,LLW
792,L,KOM,G2,SMTA,GRD,BPN,LLW
793,P,KOM,G5,SRJN,PNS,PDG,LLW
794,P,KOM,G3,SMP,PDG,PDG,LLW
795,L,KOM,G2,SD,LL,LL,LLW
796,P,KOM,G5,SRJN,GRD,PDG,LLW
797,L,KOM,G3,SMTA,LL,PNS,LLW
798,L,KOM,G4,SRJN,GRD,LL,LLW
799,L,KOM,G3,SMTA,LL,PSN,LLW
800,L,KOM,G2,SMP,LL,PNS,LLW
801,P,KOM,G4,SRJN,PNS,PDG,LLW
802,P,KOM,G4,SRJN,GRD,PNS,LTW
803,P,KOM,G2,SMTA,PS,PDG,LLW
804,P,KOM,G6,SMTA,LL,PDG,LTW
805,P,KOM,G4,SMTA,LL,PDG,LLW
806,L,KOM,G3,LL,PSN,PDG,LLW
807,L,KOM,G7,SMTA,PDG,PDG,LLW
808,P,KOM,G2,SMTA,PS,LL,LLW
809,P,KOM,G4,SRJN,PDG,PS,LLW
810,L,KOM,G2,SRJN,GRD,GRD,LLW
811,P,KOM,G4,SRJN,LL,PS,LLW
812,L,KOM,G5,SMTA,LL,PS,LLW
813,L,KOM,G5,SRJN,GRD,LL,LLW
814,P,KOM,G6,SRJN,PDG,PS,LLW
815,L,KOM,G5,SRJN,PDG,PNS,LLW
816,L,KOM,G4,SRJN,GRD,GRD,LLW
817,P,KOM,G3,SRJN,GRD,GRD,LTW
818,P,KOM,G4,SRJN,GRD,GRD,LLW
819,L,KOM,G3,SMP,PDG,PDG,LLW
820,P,KOM,G7,SRJN,PS,PS,LLW
821,L,KOM,G5,SRJN,GRD,PDG,LLW
822,L,KOM,G4,SMTA,PDG,GRD,LLW
823,P,KOM,G4,SMTA,LL,PDG,LTW
824,P,KOM,G1,SD,PDG,GRD,LTW
825,P,KOM,G4,SMTA,LL,PNS,LLW
826,P,KOM,G2,SMP,LL,PDG,LLW
827,P,KOM,G4,SMTA,LL,PS,LLW
828,L,KOM,G3,SRJN,LL,PNS,LTW
829,P,KOM,G2,SRJN,PDG,BPN,LLW
830,P,KOM,G3,SRJN,GRD,PDG,LLW
831,L,KOM,G7,SRJN,LL,PS,LLW
832,L,KOM,G7,SRJN,GRD,PS,LLW
833,P,KOM,G3,SMTA,PSN,PS,LLW
834,P,KOM,G3,SMTA,LL,PSN,LLW
835,P,KOM,G3,SRJN,PDG,PDG,LTW
836,L,KOM,G2,SD,BPN,BPN,LLW
837,P,KOM,G3,SRJN,PSN,LL,LLW
838,P,KOM,G4,SMTA,LL,PDG,LLW
839,L,KOM,G4,SRJN,GRD,GRD,LLW
840,P,KOM,G4,SRJN,LL,PNS,LLW
841,P,KOM,G3,SRJN,PNS,GRD,LLW
842,P,KOM,G4,SMTA,PDG,GRD,LLW
843,L,KOM,G4,SMTA,PSN,PSN,LTW
844,L,KOM,G2,SMTA,PDG,BPN,LLW
845,P,KOM,G3,SMTA,LL,PS,LLW
846,L,KOM,G4,SRJN,LL,LL,LTW
847,L,KOM,G5,SMP,LL,PDG,LTW
848,P,KOM,G4,SMP,PDG,PDG,LLW
849,P,KOM,G4,SRJN,GRD,GRD,LLW
850,L,KOM,G3,SMP,PDG,PDG,LLW
851,P,KOM,G3,SMTA,GRD,PDG,LTW
852,L,KOM,G2,SMTA,LL,BPN,LLW
853,P,KOM,G4,SMP,PDG,PDG,LLW
854,P,KOM,G6,SD,LL,BPN,LLW
855,P,KOM,G3,SRJN,LL,PS,LLW
856,L,KOM,G5,SMTA,PS,PS,LLW
857,L,KOM,G3,SMTA,LL,PSN,LTW
858,L,KOM,G4,SMTA,PDG,PDG,LLW
859,P,KOM,G3,SRJN,PSN,PSN,LLW
860,L,KOM,G4,SRJN,GRD,PNS,LLW
861,L,KOM,G3,SRJN,LL,PDG,LLW
862,P,KOM,G3,SMTA,PNS,PS,LTW
863,P,KOM,G3,SMP,PDG,PDG,LLW
864,P,KOM,G2,SD,BPN,BPN,LLW
865,L,KOM,G4,SRJN,PDG,GRD,LLW
866,P,KOM,G6,SRJN,LL,LL,LLW
867,P,KOM,G2,SMTA,LL,PDG,LLW
868,P,KOM,G4,SRJN,LL,PNS,LLW
869,P,KOM,G3,SMTA,LL,PS,LTW
870,P,KOM,G2,SD,LL,LL,LLW
871,L,KOM,G3,SMTA,PDG,PDG,LLW
872,L,KOM,G3,SMTA,PDG,PDG,LTW
873,L,KOM,G4,SRJN,LL,PS,LLW
874,L,KOM,G3,SRJN,GRD,PNS,LLW
875,P,KOM,G4,SRJN,GRD,GRD,LLW
876,P,KOM,G4,SD,LL,PDG,LTW
877,P,KOM,G3,SRJN,PNS,PS,LLW
878,P,KOM,G7,SRJN,PS,PNS,LLW
879,P,KOM,G2,SRJN,PNS,PDG,LLW
880,P,KOM,G3,SD,PDG,PSN,LLW
881,P,KOM,G2,SD,LL,BPN,LLW
882,P,KOM,G3,SRJN,PNS,BPN,LLW
883,P,KOM,G4,SRJN,GRD,GRD,LLW
884,P,KOM,G5,SMP,PDG,PDG,LLW
885,P,KOM,G3,SMTA,LL,PS,LTW
886,P,KOM,G5,SRJN,LL,PNS,LLW
887,P,KOM,G3,SRJN,PS,PNS,LLW
888,L,KOM,G4,SRJN,GRD,PSN,LLW
889,L,KOM,G3,SRJN,LL,LL,LLW
890,P,KOM,G5,SMP,LL,PDG,LLW
891,P,KOM,G4,SRJN,GRD,GRD,LLW
892,P,KOM,G7,SMTA,LL,PDG,LTW
893,P,KOM,G2,SMP,PDG,PS,LLW
894,P,KOM,G4,SMTA,LL,PNS,LTW
895,P,KOM,G4,SRJN,GRD,GRD,LTW
896,P,KOM,G3,SRJN,LL,GRD,LLW
897,P,KOM,G4,SMTA,PS,LL,LLW
898,L,KOM,G4,SRJN,PNS,PSN,LLW
899,P,KOM,G7,SMTA,LL,PS,LLW
900,P,KOM,G2,SRJN,LL,BPN,LLW
901,P,KOM,G5,SMTA,LL,GRD,LLW
902,L,KOM,G2,SMTA,PDG,PDG,LLW
903,L,KOM,G3,SMTA,PNS,LL,LLW
904,L,KOM,G4,SMTA,LL,PNS,LLW
905,L,KOM,G4,SMTA,LL,LL,LLW
906,L,KOM,G5,SMTA,LL,PDG,LC
907,L,KOM,G5,SRJN,PSN,PS,LLW
908,P,KOM,G4,SRJN,PDG,ABRI,LLW
909,L,KOM,G5,SMTA,LL,PS,LLW
910,P,KOM,G3,SMTA,LL,PS,LLW
911,P,KOM,G3,SMTA,PNS,ABRI,LLW
912,P,KOM,G3,SRJN,PSN,PSN,LLW
913,P,KOM,G2,SMTA,LL,LL,LC
914,L,KOM,G4,SRJN,GRD,PDG,LLW
915,L,KOM,G4,SMTA,PDG,PDG,LLW
916,P,KOM,G4,SRJN,LL,PNS,LLW
917,P,KOM,G4,SRJN,GRD,PNS,LLW
918,L,KOM,G4,SMTA,PSN,PSN,LC
919,P,KOM,G1,SMTA,PDG,LL,LLW
920,P,KOM,G3,SRJN,GRD,GRD,LLW
921,P,KOM,G2,SD,LL,BPN,LLW
922,P,KOM,G5,SMP,PDG,PDG,LLW
923,P,KOM,G4,SRJN,PDG,PDG,LLW
924,P,KOM,G4,SMTA,LL,GRD,LLW
925,L,KOM,G4,SRJN,PS,PS,LLW
926,P,KOM,G3,LL,BPN,BPN,LLW
927,P,KOM,G4,SRJN,GRD,PDG,LLW
928,P,KOM,G3,SRJN,GRD,GRD,LLW
929,P,KOM,G4,SMTA,PDG,GRD,LTW
930,P,KOM,G4,SRJN,GRD,PS,LLW
931,P,KOM,G2,SMTA,LL,BPN,LLW
932,P,KOM,G3,SD,LL,PNS,LLW
933,P,KOM,G5,SRJN,PNS,PS,LTW
934,P,KOM,G3,SMTA,LL,PS,LLW
935,L,KOM,G2,SRJN,PS,PS,LLW
936,L,KOM,G4,SMTA,PDG,PNS,LLW
937,P,KOM,G2,SMTA,PDG,PDG,LLW
938,P,KOM,G3,SMTA,LL,BPN,LLW
939,P,KOM,G3,SMTA,PNS,BPN,LTW
940,P,KOM,G3,SMTA,PS,LL,LLW
941,L,KOM,G1,SMTA,LL,PDG,LLW
942,P,KOM,G4,SMP,LL,PDG,LLW
943,P,KOM,G3,SMP,LL,PSN,LLW
944,P,KOM,G4,SMTA,PS,PNS,LLW
945,P,KOM,G3,SMTA,PNS,PS,LLW
946,P,KOM,G5,SRJN,GRD,GRD,LLW
947,P,KOM,G1,SMTA,PDG,BPN,LLW
948,L,KOM,G1,LL,PDG,BPN,LLW
949,P,KOM,G4,SMTA,PNS,PNS,LLW
950,P,KOM,G3,SMTA,PDG,PDG,LLW
951,P,KOM,G4,SRJN,GRD,PNS,LLW
952,P,KOM,G2,SMP,LL,BPN,LTW
953,P,KOM,G4,SMP,LL,PS,LLW
954,P,KOM,G5,SRJN,PDG,PS,LLW
955,P,KOM,G4,SRJN,GRD,PNS,LLW
956,P,KOM,G7,SRJN,PNS,PNS,LLW
957,P,KOM,G4,SRJN,GRD,GRD,LLW
958,P,KOM,G3,SD,PDG,PDG,LLW
959,P,KOM,G4,SRJN,GRD,PSN,LLW
960,L,KOM,G7,SRJN,GRD,PS,LLW
961,L,KOM,G4,SRJN,PNS,PS,LLW
962,P,KOM,G4,SRJN,LL,GRD,LTW
963,L,KOM,G5,SRJN,PNS,GRD,LLW
964,L,KOM,G7,SRJN,LL,PDG,LTW
965,P,KOM,G5,SRJN,GRD,GRD,LLW
966,L,KOM,G2,SRJN,PS,PDG,LLW
967,L,KOM,G4,SRJN,PSN,PNS,LLW
968,L,KOM,G5,SRJN,GRD,PNS,LLW
969,P,KOM,G5,SRJN,GRD,PDG,LTW
970,P,KOM,G3,SMTA,PNS,PSN,LLW
971,P,KOM,G2,SMTA,PSN,PSN,LLW
972,P,KOM,G2,SMTA,LL,LL,LLW
973,L,KOM,G3,LL,BPN,BPN,LLW
974,P,KOM,G4,SMTA,LL,ABRI,LC
975,P,KOM,G3,SMTA,PDG,PDG,LLW
976,P,KOM,G4,SMTA,PNS,PS,LLW
977,L,KOM,G4,SMTA,LL,PS,LC
978,P,KOM,G4,SRJN,PS,GRD,LLW
979,P,KOM,G3,SMP,LL,BPN,LLW
980,P,KOM,G4,SRJN,GRD,GRD,LC
981,P,KOM,G4,SRJN,LL,PS,LLW
982,P,KOM,G3,SMTA,PS,PDG,LLW
983,L,KOM,G2,LL,BPN,BPN,LLW
984,P,KOM,G3,SRJN,LL,PSN,LLW
985,P,KOM,G5,SRJN,PS,PNS,LLW
986,P,KOM,G4,SMTA,LL,BPN,LTW
987,P,KOM,G6,SRJN,LL,PS,LC
988,P,KOM,G6,SMTA,LL,PS,LLW
989,P,KOM,G3,SMTA,LL,PNS,LLW
990,P,KOM,G5,SRJN,PS,PNS,LLW
991,L,KOM,G5,SRJN,GRD,GRD,LTW
992,P,KOM,G7,SRJN,PNS,PS,LLW
993,P,HUK,G1,LL,BPN,BPN,LLW
994,P,HUK,G3,SRJN,GRD,PNS,LTW
995,L,HUK,G4,SRJN,LL,PNS,LLW
996,P,HUK,G3,SRJN,PDG,PNS,LLW
997,L,HUK,G4,SRJN,PDG,PNS,LLW
998,L,HUK,G3,SRJN,LL,PSN,LLW
999,L,HUK,G4,SMTA,LL,PNS,LLW
1000,L,HUK,G3,SMP,LL,GRD,LLW
1001,L,HUK,G3,SMTA,PS,PS,LLW
1002,L,HUK,G3,SRJN,BPN,PSN,LLW
1003,L,HUK,G4,SRJN,LL,PNS,LLW
1004,L,HUK,G2,SD,PDG,PDG,LLW
1005,P,HUK,G3,SRJN,GRD,GRD,LLW
1006,P,HUK,G4,SMTA,LL,PNS,LTW
1007,L,HUK,G4,SMP,PDG,GRD,LLW
1008,L,HUK,G6,SRJN,PDG,GRD,LLW
1009,L,HUK,G3,SRJN,PNS,PNS,LLW
1010,L,HUK,G3,SRJN,PNS,PNS,LLW
1011,P,HUK,G4,SRJN,GRD,GRD,LLW
1012,P,HUK,G4,SRJN,LL,LL,LTW
1013,P,HUK,G3,SMTA,LL,GRD,LLW
1014,P,HUK,G5,SMTA,PDG,PDG,LTW
1015,L,HUK,G4,SMTA,LL,PNS,LLW
1016,L,HUK,G4,SMP,LL,PSN,LLW
1017,L,HUK,G4,SRJN,GRD,GRD,LLW
1018,L,HUK,G3,SMTA,LL,LL,LLW
1019,L,HUK,G3,SRJN,GRD,GRD,LLW
1020,P,HUK,G1,SMP,LL,PDG,LTW
