,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,STATUS_LULUS
1021,L,HUK,G3,SMTA,PDG,PDG,LTW
1022,P,HUK,G2,SD,PDG,LL,LLW
1023,L,HUK,G2,SMP,LL,PS,LLW
1024,L,HUK,G3,SMTA,PDG,PDG,LLW
1025,P,HUK,G3,SMTA,PNS,PNS,LTW
1026,L,HUK,G3,SRJN,GRD,GRD,LTW
1027,L,HUK,G4,SMTA,PNS,PNS,LLW
1028,L,HUK,G3,SRJN,PSN,PSN,LLW
1029,P,HUK,G7,SRJN,PS,PS,LLW
1030,P,HUK,G4,SMP,PDG,PDG,LLW
1031,P,HUK,G2,SD,LL,BPN,LLW
1032,L,HUK,G2,LL,PDG,LL,LLW
1033,P,HUK,G2,SMP,LL,PSN,LLW
1034,L,HUK,G6,SRJN,PNS,GRD,LLW
1035,P,HUK,G3,SMTA,PNS,PS,LTW
1036,P,HUK,G4,SMTA,LL,GRD,LTW
1037,P,HUK,G3,SRJN,LL,GRD,LLW
1038,P,HUK,G5,SMTA,GRD,LL,LTW
1039,L,HUK,G3,SMTA,LL,PS,LLW
1040,P,HUK,G1,SMTA,BPN,BPN,LTW
1041,P,HUK,G3,SMTA,LL,GRD,LLW
1042,P,HUK,G4,SRJN,PDG,PDG,LLW
1043,P,HUK,G1,SMP,BPN,BPN,LTW
1044,P,HUK,G3,SRJN,GRD,PNS,LLW
1045,L,HUK,G3,SRJN,GRD,GRD,LLW
1046,P,HUK,G3,SRJN,PDG,PDG,LTW
1047,P,HUK,G3,SRJN,GRD,LL,LTW
1048,L,HUK,G4,SMTA,PNS,PS,LLW
1049,L,HUK,G2,SRJN,GRD,PS,LLW
1050,L,HUK,G5,SMTA,GRD,PNS,LTW
1051,P,HUK,G4,SRJN,PNS,PNS,LTW
1052,L,HUK,G6,SRJN,LL,PNS,LLW
1053,P,HUK,G5,SRJN,PS,PNS,LTW
1054,P,HUK,G2,SRJN,PNS,PDG,LLW
1055,P,HUK,G4,SMTA,LL,PNS,LTW
1056,L,HUK,G3,SRJN,GRD,GRD,LLW
1057,L,HUK,G4,SRJN,LL,PS,LLW
1058,P,HUK,G2,SMP,LL,PDG,LTW
1059,L,HUK,G3,SRJN,GRD,PNS,LLW
1060,P,HUK,G3,SMTA,LL,PNS,LTW
1061,P,HUK,G3,SRJN,LL,PNS,LTW
1062,P,HUK,G3,SRJN,GRD,PNS,LTW
1063,L,HUK,G3,SRJN,GRD,GRD,LTW
1064,P,HUK,G3,SMTA,PSN,PSN,LTW
1065,L,HUK,G2,SMTA,LL,PDG,LTW
1066,L,HUK,G4,SRJN,PNS,PDG,LLW
1067,L,HUK,G3,SMTA,LL,GRD,LLW
1068,L,HUK,G6,SMTA,PDG,LL,LLW
1069,L,HUK,G1,SMP,PDG,PDG,LLW
1070,P,HUK,G3,SRJN,PDG,LL,LTW
1071,L,HUK,G3,SD,BPN,BPN,LLW
1072,P,HUK,G4,SRJN,PNS,PDG,LLW
1073,L,HUK,G2,SMTA,LL,PS,LTW
1074,L,HUK,G3,LL,PDG,LL,LTW
1075,L,HUK,G4,SMTA,LL,PSN,LTW
1076,L,HUK,G1,SMTA,LL,PSN,LTW
1077,P,HUK,G2,SMTA,PDG,LL,LLW
1078,L,HUK,G3,SRJN,PNS,GRD,LLW
1079,L,HUK,G2,SMTA,LL,BPN,LLW
1080,L,HUK,G4,SMTA,LL,PNS,LLW
1081,P,HUK,G4,SRJN,LL,PS,LLW
1082,P,HUK,G6,SRJN,PDG,PDG,LTW
1083,L,HUK,G3,SMTA,PNS,GRD,LLW
1084,P,HUK,G3,SMTA,LL,ABRI,LTW
1085,P,HUK,G3,SMTA,LL,PSN,LTW
1086,P,HUK,G3,SMTA,LL,PDG,LTW
1087,L,HUK,G4,SRJN,GRD,PSN,LLW
1088,L,HUK,G3,SMTA,LL,PSN,LLW
1089,P,HUK,G1,LL,LL,BPN,LTW
1090,L,HUK,G4,SMTA,PDG,PNS,LLW
1091,L,HUK,G4,SRJN,LL,PNS,LLW
1092,P,HUK,G4,SMTA,LL,PS,LTW
1093,P,HUK,G4,SRJN,GRD,PSN,LLW
1094,L,HUK,G4,SRJN,GRD,PDG,LTW
1095,L,HUK,G2,LL,BPN,BPN,LLW
1096,L,HUK,G3,SMTA,LL,PNS,LLW
1097,P,HUK,G2,SD,LL,PS,LTW
1098,P,HUK,G1,SMTA,LL,PSN,LLW
1099,L,HUK,G4,SRJN,GRD,GRD,LLW
1100,P,HUK,G3,SMP,PDG,PDG,LTW
1101,P,HUK,G3,SRJN,LL,PSN,LTW
1102,P,HUK,G3,SMTA,PDG,PSN,LLW
1103,P,HUK,G2,SMTA,PDG,PDG,LTW
1104,L,HUK,G3,SRJN,GRD,PNS,LTW
1105,P,HUK,G2,SMTA,PNS,PDG,LLW
1106,L,HUK,G3,LL,PDG,PDG,LLW
1107,L,HUK,G1,SD,PDG,PDG,LLW
1108,P,HUK,G2,SD,LL,PS,LTW
1109,P,HUK,G2,SMTA,PNS,LL,LLW
1110,P,HUK,G4,SMTA,PDG,PDG,LTW
1111,P,HUK,G3,SMTA,PDG,PDG,LTW
1112,P,HUK,G4,SRJN,LL,PNS,LTW
1113,L,HUK,G3,SMTA,LL,PNS,LLW
1114,L,HUK,G3,SMTA,LL,ABRI,LTW
1115,P,HUK,G1,SD,LL,BPN,LLW
1116,P,HUK,G3,SRJN,LL,PS,LTW
1117,L,HUK,G3,SRJN,GRD,GRD,LLW
1118,L,HUK,G3,SMTA,PDG,LL,LLW
1119,L,HUK,G4,SRJN,LL,PNS,LLW
1120,L,HUK,G4,SMTA,LL,PNS,LLW
1121,L,HUK,G4,SRJN,PS,PS,LLW
1122,P,HUK,G3,SRJN,PS,PDG,LLW
1123,L,HUK,G2,SMTA,LL,PDG,LTW
1124,L,HUK,G3,SRJN,LL,GRD,LTW
1125,P,HUK,G3,SMTA,PS,PS,LTW
1126,P,HUK,G3,SMTA,PDG,PDG,LTW
1127,L,HUK,G2,SD,BPN,BPN,LTW
1128,L,HUK,G2,LL,BPN,BPN,LLW
1129,P,HUK,G2,SD,PDG,PDG,LTW
1130,L,HUK,G4,SRJN,PDG,PDG,LLW
1131,L,HUK,G4,SRJN,PDG,GRD,LTW
1132,L,HUK,G3,SRJN,LL,PS,LTW
1133,P,HUK,G3,SMTA,PDG,PS,LTW
1134,P,HUK,G3,SMP,LL,PDG,LLW
1135,P,HUK,G4,SMTA,PDG,PNS,LTW
1136,L,HUK,G3,SMTA,LL,PS,LLW
1137,P,HUK,G1,SMTA,LL,PS,LTW
1138,P,HUK,G2,SMP,PDG,PDG,LTW
1139,P,HUK,G3,SRJN,GRD,PSN,LLW
1140,P,HUK,G4,SMTA,PDG,PDG,LLW
1141,L,HUK,G5,SMTA,LL,ABRI,LLW
1142,L,HUK,G2,SMTA,LL,PS,LLW
1143,P,HUK,G2,SRJN,GRD,PSN,LTW
1144,L,HUK,G3,SMTA,LL,PNS,LLW
1145,L,HUK,G3,SMTA,LL,PS,LLW
1146,L,HUK,G2,SMTA,PS,LL,LLW
1147,P,HUK,G2,SMTA,LL,PDG,LTW
1148,P,HUK,G3,SMTA,LL,PNS,LTW
1149,P,HUK,G4,SRJN,GRD,GRD,LTW
1150,P,HUK,G3,SMTA,LL,PDG,LTW
1151,P,HUK,G3,SMTA,PNS,PNS,LLW
1152,L,HUK,G5,SRJN,GRD,LL,LLW
1153,L,HUK,G3,SRJN,PNS,PS,LTW
1154,P,HUK,G3,SMP,LL,PS,LLW
1155,P,HUK,G5,SMTA,LL,PS,LTW
1156,P,HUK,G4,SMTA,LL,PS,LTW
1157,P,HUK,G4,SRJN,GRD,GRD,LLW
1158,L,HUK,G3,SRJN,GRD,PNS,LLW
1159,P,HUK,G2,SD,BPN,BPN,LTW
1160,L,HUK,G4,SMTA,LL,GRD,LTW
1161,L,HUK,G4,SMTA,LL,PNS,LLW
1162,P,HUK,G5,SRJN,PNS,PNS,LTW
1163,L,HUK,G3,SD,PDG,PSN,LTW
1164,L,HUK,G3,SRJN,GRD,PNS,LTW
1165,P,HUK,G4,SMTA,PSN,PSN,LLW
1166,L,HUK,G6,SRJN,PDG,PNS,LTW
1167,L,HUK,G4,SRJN,PS,PNS,LLW
1168,P,HUK,G4,SMTA,LL,PDG,LTW
1169,P,HUK,G3,SRJN,GRD,LL,LTW
1170,L,HUK,G4,SRJN,PNS,PNS,LLW
1171,L,HUK,G3,SRJN,PNS,PNS,LTW
1172,P,HUK,G3,SMP,PDG,PDG,LLW
1173,P,HUK,G4,SRJN,PS,PNS,LLW
1174,P,HUK,G4,SMTA,LL,PNS,LLW
1175,P,HUK,G4,SMTA,PDG,PS,LLW
1176,P,HUK,G2,SMTA,LL,PSN,LLW
1177,P,HUK,G2,SRJN,PS,PS,LLW
1178,P,HUK,G6,SRJN,PNS,PNS,LLW
1179,P,HUK,G2,SMP,BPN,BPN,LLW
1180,L,HUK,G3,SMTA,LL,PS,LLW
1181,L,HUK,G4,SRJN,PNS,PS,LLW
1182,L,HUK,G4,SMP,PDG,PNS,LTW
1183,L,HUK,G5,SD,PDG,PDG,LTW
1184,P,HUK,G4,SMP,PDG,PDG,LLW
1185,L,HUK,G4,SMTA,PDG,PDG,LTW
1186,P,HUK,G7,SRJN,PDG,PSN,LLW
1187,L,HUK,G4,SMTA,PNS,PNS,LLW
1188,L,HUK,G3,SRJN,PS,PNS,LLW
1189,L,HUK,G3,SRJN,GRD,GRD,LLW
1190,P,HUK,G2,SMTA,LL,PS,LLW
1191,P,HUK,G3,SMTA,PDG,PDG,LTW
1192,L,HUK,G6,SRJN,PNS,PS,LLW
1193,L,HUK,G7,SRJN,PS,PNS,LTW
1194,L,HUK,G3,SMTA,PNS,PS,LTW
1195,L,HUK,G4,SRJN,PS,PNS,LTW
1196,L,HUK,G4,SRJN,PNS,PNS,LTW
1197,P,HUK,G3,SMP,LL,PSN,LLW
1198,L,HUK,G7,SMTA,PS,PS,LLW
1199,P,HUK,G6,SMTA,LL,ABRI,LLW
1200,L,HUK,G4,SRJN,GRD,ABRI,LTW
1201,L,HUK,G4,SRJN,GRD,PS,LLW
1202,P,HUK,G3,SMTA,PDG,PS,LTW
1203,L,HUK,G4,SMTA,PDG,PNS,LLW
1204,P,HUK,G3,SMTA,LL,PNS,LTW
1205,P,HUK,G3,SRJN,PSN,PDG,LLW
1206,P,HUK,G3,SRJN,PNS,PNS,LTW
1207,P,HUK,G4,SRJN,GRD,PDG,LTW
1208,L,HUK,G4,SRJN,PS,PSN,LLW
1209,L,HUK,G3,SMTA,LL,ABRI,LLW
1210,L,HUK,G3,SRJN,PNS,PSN,LLW
1211,P,HUK,G2,SRJN,GRD,PNS,LTW
1212,L,HUK,G3,SD,PDG,BPN,LTW
1213,P,HUK,G2,SMTA,LL,BPN,LTW
1214,L,HUK,G3,SRJN,GRD,PDG,LLW
1215,P,HUK,G4,SRJN,LL,PNS,LTW
1216,L,HUK,G4,SMTA,PDG,GRD,LLW
1217,L,HUK,G6,SMTA,LL,PS,LLW
1218,P,HUK,G3,SRJN,GRD,ABRI,LTW
1219,L,HUK,G3,SRJN,PNS,PNS,LTW
1220,L,HUK,G4,SRJN,GRD,PNS,LLW
1221,P,HUK,G2,SMTA,LL,PDG,LTW
1222,L,HUK,G2,SMTA,LL,GRD,LLW
1223,L,HUK,G4,SMP,PDG,PDG,LLW
1224,L,HUK,G1,SMP,LL,PSN,LLW
1225,L,HUK,G4,SRJN,GRD,GRD,LTW
1226,L,HUK,G3,SRJN,PDG,PDG,LLW
1227,L,HUK,G3,SMTA,PNS,PNS,LLW
1228,L,HUK,G3,SMTA,PS,PSN,LLW
1229,P,HUK,G3,SMTA,LL,PSN,LLW
1230,P,HUK,G3,SMTA,LL,PS,LTW
1231,L,HUK,G3,SMTA,PDG,PNS,LLW
1232,L,HUK,G4,SMTA,LL,PSN,LLW
1233,P,HUK,G7,SRJN,PDG,LL,LLW
1234,P,HUK,G3,SMTA,PNS,PNS,LTW
1235,P,HUK,G4,SD,PDG,PNS,LLW
1236,L,HUK,G5,SRJN,GRD,PNS,LLW
1237,P,HUK,G7,SRJN,LL,PS,LLW
1238,P,HUK,G3,SMTA,PDG,PDG,LTW
1239,P,HUK,G3,SMTA,PNS,PNS,LLW
1240,L,HUK,G4,SMTA,PDG,PS,LLW
1241,L,HUK,G3,SRJN,PNS,PS,LLW
1242,L,HUK,G3,SMP,LL,PDG,LLW
1243,P,HUK,G1,SMTA,PNS,PNS,LLW
1244,P,HUK,G4,SMTA,PS,PS,LTW
1245,P,HUK,G2,SRJN,GRD,PNS,LTW
1246,P,HUK,G4,SMTA,LL,PDG,LLW
1247,L,HUK,G2,SMTA,LL,PSN,LLW
1248,P,HUK,G4,SRJN,PDG,PNS,LLW
1249,L,HUK,G4,SMTA,PNS,PS,LLW
1250,L,HUK,G5,SMTA,LL,PNS,LLW
1251,L,HUK,G4,SMP,PDG,PDG,LLW
1252,P,HUK,G5,SMTA,PS,PS,LLW
1253,P,HUK,G5,SRJN,GRD,ABRI,LTW
1254,P,HUK,G3,SMTA,PDG,LL,LTW
1255,L,HUK,G3,SRJN,PNS,PDG,LLW
1256,P,HUK,G4,SMP,LL,PSN,LTW
1257,P,HUK,G5,SRJN,PDG,PDG,LLW
1258,L,HUK,G6,SRJN,LL,PNS,LLW
1259,L,HUK,G5,SRJN,PS,PDG,LLW
1260,P,HUK,G2,SMTA,PDG,PDG,LLW
1261,L,HUK,G5,SRJN,PDG,GRD,LLW
1262,L,HUK,G4,SMTA,PDG,PS,LLW
1263,P,HUK,G4,SMTA,PDG,PS,LTW
1264,L,HUK,G4,SRJN,GRD,PSN,LLW
1265,L,HUK,G4,SRJN,PNS,PSN,LLW
1266,P,HUK,G6,SRJN,LL,PNS,LLW
1267,L,HUK,G7,SRJN,LL,PDG,LLW
1268,L,HUK,G1,SMTA,LL,PDG,LLW
1269,L,HUK,G4,SRJN,PNS,PS,LLW
1270,L,HUK,G5,SRJN,LL,PS,LTW
1271,L,HUK,G4,SRJN,GRD,GRD,LLW
1272,L,HUK,G4,SMTA,LL,PNS,LLW
1273,L,HUK,G6,SMTA,PDG,PDG,LLW
1274,L,HUK,G4,SMTA,PDG,PDG,LLW
1275,L,HUK,G3,SMTA,PNS,PSN,LLW
1276,L,HUK,G3,SMTA,PDG,PDG,LLW
1277,L,HUK,G6,SRJN,GRD,PS,LLW
1278,P,HUK,G3,SRJN,PDG,PDG,LLW
1279,L,HUK,G4,SRJN,PNS,PNS,LTW
1280,P,HUK,G4,SRJN,PNS,PNS,LTW
1281,L,HUK,G2,SRJN,GRD,ABRI,LLW
1282,L,HUK,G5,SMTA,LL,PS,LLW
1283,L,HUK,G4,SRJN,GRD,PNS,LLW
1284,L,HUK,G4,SRJN,PNS,PS,LLW
1285,P,HUK,G5,SMTA,PNS,PNS,LTW
1286,L,HUK,G2,SMTA,LL,PDG,LLW
1287,P,HUK,G4,SMTA,LL,PDG,LTW
1288,L,HUK,G6,SRJN,PNS,PNS,LLW
1289,P,HUK,G4,SRJN,PNS,GRD,LTW
1290,P,HUK,G3,SMTA,PDG,GRD,LTW
1291,P,HUK,G4,SMP,PDG,PS,LLW
1292,L,HUK,G2,SMTA,BPN,BPN,LLW
1293,P,HUK,G4,SRJN,PNS,PS,LLW
1294,L,HUK,G4,SMTA,LL,PSN,LLW
1295,L,HUK,G3,SMTA,LL,PS,LLW
1296,P,HUK,G4,SRJN,PNS,PS,LTW
1297,L,HUK,G7,SMTA,LL,PNS,LLW
1298,P,HUK,G3,SRJN,PS,LL,LTW
1299,L,HUK,G4,SRJN,PNS,PSN,LLW
1300,P,HUK,G1,SMTA,BPN,BPN,LTW
1301,L,HUK,G3,SRJN,GRD,GRD,LTW
1302,L,HUK,G5,SRJN,PNS,PNS,LLW
1303,P,HUK,G3,SRJN,PS,PS,LTW
1304,P,HUK,G4,SRJN,LL,PS,LLW
1305,L,HUK,G3,SD,BPN,PSN,LTW
1306,L,HUK,G7,SMP,PDG,PNS,LTW
1307,L,HUK,G4,SRJN,GRD,LL,LLW
1308,L,HUK,G4,SMTA,LL,ABRI,LTW
1309,L,HUK,G4,SRJN,LL,PS,LLW
1310,L,HUK,G3,SMTA,LL,ABRI,LTW
1311,P,HUK,G4,SMTA,LL,PNS,LTW
1312,P,HUK,G5,SRJN,PDG,PDG,LC
1313,P,HUK,G4,SRJN,PNS,ABRI,LTW
1314,L,HUK,G4,SRJN,LL,PNS,LLW
1315,P,HUK,G4,SRJN,LL,PS,LLW
1316,L,HUK,G3,SRJN,PSN,PNS,LLW
1317,L,HUK,G5,SMTA,LL,PDG,LLW
1318,L,HUK,G4,SMTA,PNS,PDG,LTW
1319,L,HUK,G5,SRJN,PS,PNS,LLW
1320,P,HUK,G3,SD,LL,PS,LTW
1321,P,HUK,G4,SMP,PDG,PNS,LTW
1322,L,HUK,G3,SMTA,LL,PSN,LLW
1323,P,HUK,G6,SMTA,PNS,PNS,LTW
1324,L,HUK,G6,SMTA,LL,PDG,LLW
1325,P,HUK,G4,SMTA,PNS,PSN,LTW
1326,P,HUK,G2,SMTA,PNS,PSN,LTW
1327,P,HUK,G4,SRJN,PS,GRD,LTW
1328,P,HUK,G4,SMTA,LL,ABRI,LTW
1329,L,HUK,G3,SRJN,GRD,PNS,LLW
1330,P,HUK,G4,SMTA,PDG,PDG,LTW
1331,P,HUK,G4,SRJN,GRD,LL,LTW
1332,L,HUK,G4,SMTA,PDG,ABRI,LTW
1333,P,HUK,G4,SRJN,PSN,PNS,LLW
1334,P,HUK,G1,SMTA,PDG,PDG,LLW
1335,P,HUK,G3,SMTA,LL,PDG,LTW
1336,P,HUK,G3,SMP,PS,PS,LLW
1337,P,HUK,G5,SMTA,PDG,PNS,LTW
1338,L,HUK,G3,SMTA,LL,PNS,LLW
1339,L,HUK,G3,SMP,LL,PNS,LTW
1340,L,HUK,G4,SMTA,LL,PDG,LLW
1341,L,HUK,G2,SMP,LL,PDG,LLW
1342,P,HUK,G4,SMTA,LL,PSN,LTW
1343,P,HUK,G2,SRJN,PDG,LL,LTW
1344,L,HUK,G4,SMTA,PNS,PNS,LLW
1345,L,HUK,G4,SRJN,GRD,ABRI,LLW
1346,L,HUK,G4,SRJN,LL,LL,LLW
1347,P,HUK,G4,SD,LL,PDG,LTW
1348,P,HUK,G2,SRJN,GRD,BPN,LTW
1349,P,HUK,G3,SRJN,PS,PS,LLW
1350,P,HUK,G2,SMTA,PS,PS,LTW
1351,L,HUK,G4,SMTA,LL,PDG,LC
1352,L,HUK,G4,SRJN,PNS,PNS,LLW
1353,P,HUK,G4,SRJN,GRD,GRD,LTW
1354,L,HUK,G3,SD,PDG,PDG,LLW
1355,L,HUK,G5,SRJN,LL,PS,LLW
1356,L,HUK,G2,SMTA,PDG,PDG,LLW
1357,P,HUK,G4,SRJN,LL,PNS,LTW
1358,P,HUK,G3,SRJN,PS,PNS,LC
1359,L,HUK,G4,SRJN,GRD,PS,LLW
1360,P,HUK,G4,SMTA,LL,PNS,LC
1361,L,HUK,G4,SRJN,PNS,PNS,LTW
1362,P,HUK,G3,SMTA,LL,LL,LTW
1363,L,HUK,G3,SRJN,GRD,GRD,LLW
1364,L,HUK,G4,SRJN,GRD,GRD,LLW
1365,P,HUK,G3,SMTA,PNS,LL,LTW
1366,L,HUK,G4,SRJN,PNS,GRD,LLW
1367,L,HUK,G4,SRJN,GRD,GRD,LLW
1368,L,HUK,G3,SMTA,PDG,PSN,LLW
1369,P,HUK,G3,SMTA,PDG,PDG,LC
1370,P,HUK,G3,SRJN,LL,PNS,LC
1371,P,HUK,G3,SMP,LL,ABRI,LTW
1372,L,HUK,G5,SRJN,PNS,PS,LTW
1373,P,HUK,G5,SMTA,LL,LL,LTW
1374,P,HUK,G2,SD,LL,BPN,LLW
1375,L,HUK,G3,SMTA,PNS,PNS,LLW
1376,L,HUK,G3,SMTA,PDG,PS,LLW
1377,P,HUK,G4,SRJN,GRD,GRD,LLW
1378,L,HUK,G3,SD,PDG,PDG,LLW
1379,L,HUK,G4,SMTA,LL,PSN,LTW
1380,L,HUK,G7,SMTA,PDG,PDG,LLW
1381,L,HUK,G3,SRJN,GRD,GRD,LLW
1382,P,HUK,G4,SMTA,LL,PSN,LLW
1383,P,HUK,G4,SRJN,PDG,GRD,LTW
1384,P,HUK,G4,SMTA,LL,LL,LTW
1385,L,HUK,G4,SMTA,LL,PNS,LLW
1386,P,HUK,G3,SMTA,PDG,PDG,LLW
1387,P,HUK,G3,SRJN,PDG,PDG,LLW
1388,P,HUK,G3,SMTA,PDG,GRD,LTW
1389,L,HUK,G3,SMTA,LL,PDG,LTW
1390,L,HUK,G3,SRJN,PNS,PDG,LLW
1391,L,HUK,G4,SRJN,PNS,PS,LTW
1392,P,HUK,G3,SMTA,LL,GRD,LLW
1393,L,HUK,G4,SRJN,GRD,PNS,LTW
1394,L,HUK,G4,SMTA,PDG,PDG,LLW
1395,L,HUK,G4,SRJN,PNS,PNS,LLW
1396,L,HUK,G4,SMTA,LL,PNS,LLW
1397,P,HUK,G4,SMTA,PDG,GRD,LLW
1398,P,HUK,G4,SRJN,LL,PSN,LTW
1399,L,HUK,G3,SMTA,LL,GRD,LLW
1400,P,HUK,G5,SMTA,PDG,PDG,LLW
1401,P,HUK,G4,SRJN,PNS,PNS,LTW
1402,P,HUK,G5,SMTA,LL,PNS,LLW
1403,P,HUK,G4,SRJN,GRD,ABRI,LTW
1404,L,HUK,G4,SMTA,PDG,PNS,LLW
1405,P,HUK,G2,SRJN,PNS,GRD,LLW
1406,P,HUK,G3,SMTA,PDG,PNS,LTW
1407,P,HUK,G4,SRJN,LL,PDG,LTW
1408,L,HUK,G4,SMTA,LL,PNS,LTW
1409,P,HUK,G2,SMTA,PDG,PDG,LTW
1410,L,HUK,G4,SRJN,LL,PDG,LLW
1411,L,HUK,G2,SMTA,PDG,PDG,LLW
1412,P,HUK,G4,SRJN,GRD,GRD,LTW
1413,P,HUK,G3,SD,PDG,ABRI,LTW
1414,P,HUK,G3,SRJN,LL,PNS,LTW
1415,P,HUK,G4,SMTA,LL,ABRI,LTW
1416,P,HUK,G5,SRJN,PDG,PDG,LTW
1417,P,HUK,G3,SMTA,LL,PNS,LTW
1418,P,HUK,G5,SMTA,LL,PDG,LLW
1419,P,HUK,G3,SRJN,LL,GRD,LTW
1420,P,HUK,G4,SMTA,LL,PDG,LLW
1421,L,HUK,G3,SMTA,LL,ABRI,LLW
1422,P,HUK,G3,SRJN,PDG,PS,LLW
1423,P,HUK,G3,SRJN,GRD,PS,LTW
1424,P,HUK,G4,SRJN,GRD,PNS,LTW
1425,P,HUK,G3,SRJN,PDG,PDG,LTW
1426,P,HUK,G3,SMTA,LL,PNS,LLW
1427,L,HUK,G4,SRJN,PNS,PSN,LTW
1428,L,HUK,G4,SMTA,PDG,LL,LLW
1429,P,HUK,G4,SRJN,GRD,GRD,LTW
1430,P,HUK,G5,SD,LL,PDG,LC
1431,P,HUK,G3,SRJN,PSN,PSN,LLW
1432,L,HUK,G2,SMTA,LL,PSN,LLW
1433,L,HUK,G4,SRJN,GRD,GRD,LLW
1434,L,HUK,G3,SMTA,PDG,PNS,LLW
1435,P,HUK,G7,SRJN,PDG,PDG,LLW
1436,P,HUK,G4,SMTA,PDG,PSN,LC
1437,P,HUK,G5,SRJN,GRD,PNS,LTW
1438,L,HUK,G1,SMTA,LL,LL,LLW
1439,L,HUK,G4,SRJN,LL,PSN,LC
1440,L,HUK,G4,SMTA,LL,PSN,LLW
1441,L,HUK,G5,SRJN,PNS,ABRI,LLW
1442,P,HUK,G4,SRJN,PDG,PSN,LC
1443,L,HUK,G5,SRJN,PNS,PNS,LLW
1444,L,HUK,G2,SMTA,BPN,BPN,LLW
1445,P,HUK,G5,SRJN,LL,PS,LTW
1446,L,HUK,G3,SRJN,GRD,PNS,LLW
1447,L,HUK,G2,SMTA,LL,PSN,LLW
1448,L,HUK,G2,SMTA,PSN,LL,LTW
1449,L,HUK,G4,SRJN,LL,PNS,LLW
1450,L,HUK,G5,SRJN,PNS,PNS,LLW
1451,P,HUK,G6,SRJN,GRD,PS,LLW
1452,P,HUK,G4,SRJN,PNS,PNS,LTW
1453,P,HUK,G2,SMTA,PS,PS,LTW
1454,L,HUK,G5,SRJN,GRD,PNS,LLW
1455,P,HUK,G4,SMTA,PNS,GRD,LLW
1456,P,HUK,G3,SMTA,PNS,PNS,LLW
1457,L,HUK,G4,SRJN,LL,GRD,LLW
1458,P,HUK,G5,SRJN,GRD,PNS,LLW
1459,L,HUK,G4,SMTA,PDG,PS,LTW
1460,P,HUK,G3,SRJN,LL,PS,LC
1461,L,HUK,G7,SRJN,GRD,GRD,LLW
1462,P,HUK,G5,SRJN,LL,PNS,LLW
1463,L,HUK,G3,SRJN,GRD,PSN,LLW
1464,P,HUK,G4,SRJN,GRD,GRD,LTW
1465,P,HUK,G3,SRJN,LL,PNS,LTW
1466,P,HUK,G4,SRJN,LL,PNS,LTW
1467,L,HUK,G4,SRJN,GRD,GRD,LLW
1468,P,HUK,G2,LL,PDG,PDG,LTW
1469,P,HUK,G6,SRJN,PNS,PNS,LLW
1470,P,HUK,G4,SMTA,PS,PS,LTW
1471,L,HUK,G6,SRJN,PNS,PDG,LLW
1472,L,HUK,G3,SRJN,PSN,PSN,LLW
1473,L,HUK,G3,SRJN,GRD,PSN,LLW
1474,L,HUK,G4,SD,BPN,PNS,LTW
1475,L,HUK,G2,LL,LL,LL,LTW
1476,L,HUK,G4,SMTA,LL,ABRI,LLW
1477,L,HUK,G4,SRJN,GRD,PDG,LLW
1478,P,HUK,G4,SRJN,PNS,PS,LTW
1479,P,HUK,G3,SRJN,PDG,PDG,LC
1480,P,HUK,G4,SRJN,PNS,PS,LTW
1481,P,HUK,G1,SRJN,PNS,PSN,LTW
1482,L,HUK,G3,SRJN,GRD,BPN,LTW
1483,L,HUK,G5,SRJN,PNS,PNS,LLW
1484,L,HUK,G4,SMP,LL,PS,LLW
1485,P,HUK,G3,SMTA,LL,PS,LTW
1486,P,HUK,G1,SMTA,PDG,PDG,LC
1487,P,HUK,G2,SMTA,PNS,PSN,LLW
1488,P,HUK,G4,SRJN,GRD,PS,LTW
1489,L,HUK,G4,SRJN,LL,PNS,LC
1490,P,HUK,G2,SD,LL,PS,LC
1491,L,HUK,G4,SRJN,PNS,PSN,LLW
1492,P,HUK,G3,SRJN,PS,PNS,LTW
1493,P,HUK,G3,SMTA,LL,GRD,LTW
1494,P,HUK,G5,SMTA,LL,PS,LLW
1495,P,HUK,G5,SRJN,GRD,GRD,LTW
1496,L,HUK,G1,SMTA,LL,LL,LLW
1497,P,HUK,G3,SMP,PDG,PSN,LTW
1498,L,HUK,G5,SMTA,PDG,PSN,LLW
1499,P,HUK,G4,SRJN,PDG,PS,LTW
1500,L,HUK,G4,SRJN,PNS,PNS,LLW
1501,P,HUK,G3,SRJN,PS,PS,LTW
1502,L,HUK,G3,SRJN,PDG,LL,LTW
1503,P,HUK,G3,SMTA,PDG,PDG,LTW
1504,P,HUK,G4,SRJN,PS,GRD,LTW
1505,L,HUK,G4,SMTA,LL,PNS,LLW
1506,P,HUK,G4,SRJN,LL,GRD,LTW
1507,P,HUK,G4,SRJN,GRD,ABRI,LTW
1508,P,HUK,G6,SRJN,LL,PNS,LLW
1509,L,HUK,G4,SRJN,PNS,GRD,LLW
1510,P,HUK,G3,SRJN,PDG,PDG,LLW
1511,P,HUK,G4,SMTA,LL,PS,LTW
1512,L,HUK,G4,SMTA,PNS,PSN,LLW
1513,L,HUK,G3,SRJN,LL,PS,LTW
1514,L,HUK,G4,SRJN,PNS,PDG,LLW
