,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IPK_TERAKHIR
442,P,MTK,G3,SRJN,PNS,PSN,IPK_KM
443,P,MTK,G4,SRJN,LL,PS,IPK_M
444,P,MTK,G2,SMP,BPN,BPN,IPK_SM
445,P,MTK,G3,SRJN,GRD,LL,IPK_SM
446,L,MTK,G2,SD,BPN,BPN,IPK_M
447,P,MTK,G5,SMTA,PDG,PDG,IPK_SM
448,P,MTK,G3,SMTA,PS,BPN,IPK_SM
449,P,MTK,G4,SRJN,PNS,PSN,IPK_CUM
450,L,MTK,G3,SRJN,GRD,PNS,IPK_KM
451,P,MTK,G4,SMTA,PS,GRD,IPK_SM
452,L,MTK,G4,SMTA,GRD,GRD,IPK_SM
453,P,MTK,G3,SMTA,LL,ABRI,IPK_M
454,P,MTK,G3,SMTA,PDG,PDG,IPK_CUM
455,L,MTK,G4,SD,LL,GRD,IPK_KM
456,P,MTK,G3,SD,LL,PS,IPK_SM
457,P,MTK,G5,SRJN,GRD,GRD,IPK_M
458,P,MTK,G3,SMTA,LL,BPN,IPK_SM
459,P,MTK,G5,SMTA,PDG,PNS,IPK_M
460,P,MTK,G2,SRJN,LL,LL,IPK_SM
461,P,MTK,G3,SMP,PDG,LL,IPK_M
462,P,MTK,G4,SRJN,GRD,GRD,IPK_SM
463,P,MTK,G4,SMTA,PDG,PDG,IPK_SM
464,P,MTK,G3,SRJN,PDG,PNS,IPK_M
465,P,MTK,G2,SMTA,PDG,PDG,IPK_M
466,P,MTK,G4,SMTA,PNS,GRD,IPK_M
467,P,MTK,G2,SMTA,LL,PSN,IPK_M
468,P,MTK,G4,SRJN,GRD,GRD,IPK_SM
469,L,MTK,G2,SD,PDG,PDG,IPK_SM
470,P,MTK,G3,SMTA,PS,PNS,IPK_SM
471,P,MTK,G4,SRJN,PDG,PNS,IPK_SM
472,P,MTK,G3,SMP,LL,PDG,IPK_SM
473,P,MTK,G2,SMTA,PDG,PDG,IPK_SM
474,L,MTK,G2,SD,BPN,PDG,IPK_SM
475,P,MTK,G4,SMTA,LL,GRD,IPK_SM
476,P,MTK,G3,SMTA,LL,PS,IPK_SM
477,P,MTK,G3,SRJN,GRD,PNS,IPK_M
478,L,MTK,G3,SD,BPN,BPN,IPK_KM
479,L,MTK,G3,SMTA,LL,PNS,IPK_SM
480,P,MTK,G2,LL,LL,BPN,IPK_CUM
481,P,MTK,G1,SMP,BPN,BPN,IPK_CUM
482,L,MTK,G3,SMTA,LL,PDG,IPK_M
483,P,MTK,G2,SRJN,PDG,PDG,IPK_SM
484,P,MTK,G1,SMP,LL,PDG,IPK_SM
485,P,MTK,G3,SMTA,PDG,PNS,IPK_M
486,P,MTK,G1,SMTA,PDG,LL,IPK_SM
487,L,MTK,G6,SRJN,PS,PNS,IPK_M
488,L,MTK,G3,SMP,BPN,PS,IPK_SM
489,P,MTK,G3,SD,PDG,BPN,IPK_CUM
490,P,MTK,G3,SMP,LL,PNS,IPK_M
491,P,MTK,G2,SMP,PDG,PDG,IPK_SM
492,P,MTK,G2,SMTA,LL,PS,IPK_SM
493,P,MTK,G2,SMTA,LL,BPN,IPK_SM
494,P,MTK,G3,SMTA,LL,PDG,IPK_SM
495,L,MTK,G4,SMTA,LL,PS,IPK_M
496,P,MTK,G4,SMTA,BPN,GRD,IPK_SM
497,P,MTK,G1,SD,PDG,PS,IPK_SM
498,P,MTK,G3,SMTA,PNS,PS,IPK_SM
499,L,MTK,G4,SRJN,PNS,GRD,IPK_SM
500,L,MTK,G1,SD,BPN,BPN,IPK_M
501,P,MTK,G3,SMTA,LL,PNS,IPK_SM
502,P,MTK,G7,SRJN,PS,PS,IPK_SM
503,P,MTK,G3,SMTA,PDG,PDG,IPK_M
504,L,MTK,G4,SMTA,PS,PS,IPK_SM
505,P,MTK,G2,SMTA,LL,PDG,IPK_M
506,P,MTK,G4,SRJN,PDG,PNS,IPK_M
507,P,MTK,G3,SMP,PDG,PDG,IPK_SM
508,P,MTK,G3,SMTA,LL,PSN,IPK_CUM
509,P,MTK,G5,SMTA,PDG,PDG,IPK_SM
510,P,MTK,G4,SMTA,LL,PNS,IPK_M
511,P,MTK,G6,SMTA,LL,LL,IPK_SM
512,P,MTK,G3,SD,PDG,BPN,IPK_SM
513,P,MTK,G3,SMP,LL,BPN,IPK_M
514,P,MTK,G4,SMTA,LL,ABRI,IPK_SM
515,P,MTK,G3,SMTA,PDG,LL,IPK_SM
516,P,MTK,G5,SRJN,GRD,PDG,IPK_SM
517,P,MTK,G4,SMTA,LL,PDG,IPK_SM
518,P,MTK,G2,SD,BPN,BPN,IPK_SM
519,P,MTK,G3,LL,LL,PDG,IPK_SM
520,P,MTK,G1,SD,BPN,BPN,IPK_SM
521,P,MTK,G4,SRJN,PNS,GRD,IPK_SM
522,P,MTK,G1,SMP,LL,PDG,IPK_CUM
523,L,MTK,G3,SRJN,LL,PSN,IPK_M
524,P,MTK,G3,SMTA,PDG,PDG,IPK_CUM
525,L,MTK,G3,SRJN,PDG,PNS,IPK_SM
526,P,MTK,G3,SMTA,LL,PDG,IPK_SM
527,P,MTK,G1,LL,LL,LL,IPK_SM
528,P,MTK,G2,SD,LL,BPN,IPK_SM
529,L,MTK,G3,SMTA,LL,PS,IPK_SM
530,P,MTK,G2,LL,BPN,BPN,IPK_SM
531,P,MTK,G1,LL,BPN,BPN,IPK_SM
532,L,MTK,G2,LL,LL,PDG,IPK_M
533,P,MTK,G3,SMTA,LL,PSN,IPK_CUM
534,P,MTK,G3,SMTA,PDG,PDG,IPK_SM
535,P,MTK,G4,SRJN,GRD,PDG,IPK_M
536,L,MTK,G2,SD,LL,PDG,IPK_M
537,P,MTK,G5,SRJN,PS,PDG,IPK_SM
538,P,MTK,G3,SRJN,PDG,PDG,IPK_SM
539,P,MTK,G4,SRJN,GRD,GRD,IPK_SM
540,P,MTK,G3,LL,LL,PDG,IPK_SM
541,P,MTK,G2,SMP,LL,PSN,IPK_M
542,L,MTK,G3,SMTA,PDG,PDG,IPK_SM
543,P,MTK,G3,SRJN,PDG,LL,IPK_SM
544,P,MTK,G3,SMTA,LL,BPN,IPK_SM
545,P,MTK,G2,SMTA,BPN,BPN,IPK_M
546,P,MTK,G4,SRJN,GRD,GRD,IPK_KM
547,P,MTK,G3,SMTA,LL,PS,IPK_M
548,L,MTK,G2,LL,LL,BPN,IPK_SM
549,L,MTK,G2,SMP,LL,LL,IPK_SM
550,P,MTK,G4,LL,LL,GRD,IPK_SM
551,L,MTK,G4,SMTA,PDG,GRD,IPK_SM
552,P,MTK,G4,SRJN,PDG,PNS,IPK_M
553,P,MTK,G4,SRJN,LL,PNS,IPK_SM
554,P,MTK,G2,SMTA,PSN,PSN,IPK_SM
555,P,MTK,G2,SMP,LL,LL,IPK_SM
556,P,MTK,G4,SMTA,LL,GRD,IPK_CUM
557,L,MTK,G2,SRJN,PSN,LL,IPK_SM
558,L,MTK,G4,SRJN,GRD,GRD,IPK_SM
559,P,MTK,G2,LL,PDG,LL,IPK_SM
560,P,MTK,G2,SMTA,BPN,BPN,IPK_SM
561,P,MTK,G2,SD,PDG,PDG,IPK_SM
562,P,MTK,G3,SD,LL,PS,IPK_M
563,P,MTK,G2,SD,LL,PDG,IPK_SM
564,P,MTK,G3,SMTA,LL,PS,IPK_SM
565,L,MTK,G4,SRJN,GRD,GRD,IPK_SM
566,P,MTK,G3,SMTA,LL,LL,IPK_M
567,P,MTK,G4,SMTA,PNS,PSN,IPK_SM
568,P,MTK,G4,SRJN,PSN,GRD,IPK_SM
569,P,MTK,G4,SRJN,GRD,GRD,IPK_SM
570,P,MTK,G3,SRJN,GRD,GRD,IPK_SM
571,P,MTK,G2,SMTA,BPN,BPN,IPK_M
572,P,MTK,G3,SMTA,PDG,LL,IPK_SM
573,L,MTK,G4,SMP,LL,PDG,IPK_SM
574,L,MTK,G5,SRJN,PNS,GRD,IPK_SM
575,P,MTK,G4,SRJN,PDG,GRD,IPK_M
576,P,MTK,G4,SMTA,PS,PS,IPK_SM
577,L,MTK,G3,SRJN,PNS,GRD,IPK_SM
578,P,MTK,G6,SMTA,PDG,PDG,IPK_SM
579,P,MTK,G3,SRJN,PDG,GRD,IPK_SM
580,P,MTK,G2,SMP,PDG,PDG,IPK_SM
581,P,MTK,G2,LL,LL,PDG,IPK_SM
582,P,MTK,G7,SRJN,LL,PS,IPK_SM
583,P,MTK,G3,SMP,LL,PS,IPK_SM
584,P,MTK,G2,SD,LL,PDG,IPK_CUM
585,P,MTK,G2,SMP,LL,PS,IPK_SM
586,L,MTK,G7,SRJN,GRD,GRD,IPK_SM
587,P,MTK,G4,SMTA,PDG,PDG,IPK_SM
588,L,MTK,G4,SRJN,GRD,GRD,IPK_SM
589,P,MTK,G3,SRJN,GRD,ABRI,IPK_SM
590,P,MTK,G5,SRJN,GRD,GRD,IPK_SM
591,P,MTK,G2,SMTA,LL,PDG,IPK_SM
592,P,MTK,G3,SMTA,BPN,BPN,IPK_SM
593,P,MTK,G2,SD,BPN,BPN,IPK_KM
594,P,MTK,G3,SMTA,LL,PS,IPK_SM
595,P,MTK,G4,SRJN,PNS,GRD,IPK_SM
596,L,MTK,G3,SMTA,LL,PNS,IPK_SM
597,L,MTK,G1,SRJN,LL,LL,IPK_SM
598,P,MTK,G2,SMTA,PDG,LL,IPK_SM
599,P,MTK,G4,SMTA,LL,PS,IPK_SM
600,P,MTK,G6,SMP,PDG,PS,IPK_SM
601,P,MTK,G3,SMP,PDG,PDG,IPK_SM
602,P,MTK,G4,SRJN,PNS,PDG,IPK_SM
603,P,MTK,G3,SMTA,LL,PS,IPK_SM
604,P,MTK,G2,SMTA,BPN,LL,IPK_CUM
605,P,MTK,G4,SMTA,LL,PS,IPK_SM
606,L,MTK,G2,LL,LL,BPN,IPK_SM
607,P,MTK,G2,SMTA,GRD,BPN,IPK_SM
608,L,MTK,G3,SD,PDG,BPN,IPK_SM
609,P,MTK,G3,SMTA,PDG,LL,IPK_SM
610,P,MTK,G4,SMTA,PDG,LL,IPK_SM
611,L,BIO,G3,SMP,LL,GRD,IPK_KM
612,P,BIO,G2,SRJN,GRD,GRD,IPK_M
613,P,BIO,G3,SMTA,LL,PNS,IPK_SM
614,P,BIO,G3,SD,LL,PDG,IPK_SM
615,P,BIO,G3,SRJN,GRD,PNS,IPK_M
616,L,BIO,G2,SMTA,LL,PS,IPK_M
617,P,BIO,G3,SRJN,GRD,GRD,IPK_SM
618,P,BIO,G3,SMP,PDG,PDG,IPK_SM
619,P,BIO,G3,SMP,LL,PS,IPK_SM
620,P,BIO,G2,SMTA,PDG,PDG,IPK_SM
621,P,BIO,G3,SMTA,LL,BPN,IPK_CUM
622,L,BIO,G2,SD,BPN,BPN,IPK_SM
623,P,BIO,G1,SD,LL,PDG,IPK_SM
624,P,BIO,G3,SRJN,PNS,LL,IPK_CUM
625,P,BIO,G3,SMTA,PDG,PDG,IPK_SM
626,L,BIO,G1,SRJN,GRD,PNS,IPK_KM
627,P,BIO,G3,LL,PS,PS,IPK_SM
628,L,BIO,G4,SRJN,LL,PSN,IPK_CUM
629,P,BIO,G1,SD,LL,PS,IPK_SM
630,P,BIO,G2,SMTA,LL,GRD,IPK_SM
631,P,BIO,G2,SRJN,PS,PS,IPK_SM
632,L,BIO,G2,SRJN,GRD,GRD,IPK_M
633,P,BIO,G1,SMTA,BPN,PDG,IPK_SM
634,L,BIO,G1,LL,BPN,BPN,IPK_M
635,P,BIO,G2,SMP,LL,LL,IPK_SM
636,P,BIO,G2,SMTA,PDG,GRD,IPK_SM
637,P,BIO,G2,SRJN,GRD,PSN,IPK_SM
638,P,BIO,G3,SMTA,PDG,PDG,IPK_SM
639,P,BIO,G3,SRJN,GRD,ABRI,IPK_SM
640,P,BIO,G3,SD,PDG,PDG,IPK_SM
641,P,BIO,G2,SD,PDG,PSN,IPK_M
642,P,BIO,G2,SD,BPN,BPN,IPK_CUM
643,L,BIO,G3,SRJN,GRD,GRD,IPK_SM
644,P,BIO,G2,SMP,LL,PS,IPK_SM
645,L,BIO,G3,SMTA,LL,GRD,IPK_SM
646,P,BIO,G4,SMTA,LL,LL,IPK_SM
647,P,BIO,G1,SMTA,BPN,LL,IPK_SM
648,P,BIO,G3,SRJN,GRD,GRD,IPK_SM
649,P,BIO,G2,SMTA,PNS,PDG,IPK_SM
650,P,BIO,G1,SMTA,GRD,GRD,IPK_SM
651,P,BIO,G3,SRJN,GRD,PSN,IPK_SM
652,P,BIO,G3,SD,LL,GRD,IPK_M
653,P,BIO,G3,SMTA,LL,PSN,IPK_SM
654,P,BIO,G1,SD,BPN,BPN,IPK_CUM
655,L,BIO,G4,SMTA,GRD,GRD,IPK_KM
656,L,BIO,G3,SD,LL,PDG,IPK_M
657,P,BIO,G4,SMTA,LL,PNS,IPK_SM
658,P,BIO,G2,SMP,LL,PSN,IPK_SM
659,P,BIO,G3,SD,PDG,PDG,IPK_CUM
660,L,BIO,G3,SMTA,LL,PNS,IPK_SM
661,P,BIO,G3,SRJN,GRD,PDG,IPK_M
662,P,BIO,G2,SMTA,PDG,PDG,IPK_SM
663,P,BIO,G3,SRJN,GRD,PSN,IPK_SM
664,P,BIO,G2,LL,LL,PDG,IPK_M
665,P,BIO,G2,SMTA,PDG,PS,IPK_SM
666,P,BIO,G2,SMTA,LL,PDG,IPK_SM
667,L,BIO,G2,SMP,LL,GRD,IPK_M
668,L,BIO,G2,SMTA,PDG,PSN,IPK_M
669,P,BIO,G3,LL,LL,PDG,IPK_M
670,P,BIO,G2,SD,LL,PDG,IPK_M
671,P,BIO,G3,SD,PDG,PDG,IPK_M
672,P,BIO,G3,SRJN,PNS,LL,IPK_M
673,P,BIO,G1,SD,BPN,BPN,IPK_SM
674,P,BIO,G2,SMP,LL,PDG,IPK_SM
675,L,BIO,G2,SMTA,PDG,PDG,IPK_KM
676,P,BIO,G3,SMTA,LL,GRD,IPK_CUM
677,L,BIO,G3,SRJN,LL,PDG,IPK_M
678,P,BIO,G2,SRJN,GRD,GRD,IPK_M
679,P,BIO,G2,SRJN,PS,PS,IPK_SM
680,P,BIO,G3,SRJN,GRD,PNS,IPK_SM
681,P,BIO,G2,SMP,LL,PDG,IPK_CUM
682,P,BIO,G2,SMTA,LL,PDG,IPK_SM
683,L,BIO,G3,SMTA,PDG,PNS,IPK_M
684,P,BIO,G3,SMP,LL,PNS,IPK_SM
685,P,BIO,G2,SD,BPN,BPN,IPK_SM
686,P,BIO,G1,SD,PDG,PDG,IPK_SM
687,P,BIO,G3,SRJN,GRD,GRD,IPK_SM
688,P,BIO,G2,SMP,BPN,BPN,IPK_SM
689,P,BIO,G1,SD,LL,BPN,IPK_SM
690,P,BIO,G3,SMTA,LL,PSN,IPK_M
691,P,BIO,G3,SRJN,GRD,GRD,IPK_SM
692,P,BIO,G1,SD,LL,PNS,IPK_SM
693,P,BIO,G2,SMP,PS,PNS,IPK_SM
694,P,BIO,G3,SRJN,GRD,LL,IPK_M
695,P,BIO,G2,LL,BPN,BPN,IPK_SM
696,L,BIO,G2,SMTA,BPN,PS,IPK_M
697,P,BIO,G2,SD,LL,PDG,IPK_SM
698,P,BIO,G3,SRJN,PS,PS,IPK_SM
699,L,BIO,G3,SRJN,GRD,PNS,IPK_KM
700,P,BIO,G1,SD,PDG,PDG,IPK_SM
701,P,BIO,G1,SRJN,LL,LL,IPK_M
702,P,BIO,G3,SMTA,LL,PSN,IPK_CUM
703,P,BIO,G2,SMP,BPN,PSN,IPK_SM
704,L,BIO,G3,SRJN,GRD,PDG,IPK_SM
705,P,BIO,G3,SMTA,LL,PNS,IPK_SM
706,P,BIO,G3,SMTA,PDG,PNS,IPK_M
707,P,BIO,G3,SMTA,PS,GRD,IPK_SM
708,P,BIO,G3,SMTA,PNS,GRD,IPK_SM
709,P,BIO,G3,SD,BPN,PNS,IPK_M
710,L,BIO,G2,SRJN,LL,PSN,IPK_CUM
711,P,BIO,G2,SD,PDG,PDG,IPK_M
712,P,BIO,G2,SMTA,PS,PDG,IPK_SM
713,P,BIO,G3,SMTA,LL,PNS,IPK_SM
714,P,BIO,G3,SMTA,LL,PDG,IPK_M
715,P,BIO,G4,SRJN,GRD,GRD,IPK_CUM
716,P,BIO,G2,SD,LL,PS,IPK_M
717,P,BIO,G3,SMTA,PDG,PNS,IPK_SM
718,P,BIO,G3,SMTA,PS,GRD,IPK_SM
719,P,BIO,G3,SMTA,LL,GRD,IPK_SM
720,P,BIO,G3,SMP,LL,PNS,IPK_SM
721,P,BIO,G3,SMTA,GRD,GRD,IPK_SM
722,P,BIO,G1,SD,LL,BPN,IPK_M
723,P,BIO,G3,SMTA,LL,GRD,IPK_SM
724,P,BIO,G2,LL,BPN,BPN,IPK_KM
725,P,BIO,G3,SD,BPN,PSN,IPK_SM
726,P,BIO,G2,SRJN,LL,GRD,IPK_CUM
727,P,BIO,G3,SMTA,LL,ABRI,IPK_SM
728,P,BIO,G2,LL,PDG,BPN,IPK_CUM
729,P,BIO,G1,SRJN,GRD,BPN,IPK_SM
730,L,BIO,G4,SRJN,GRD,PS,IPK_SM
731,P,BIO,G2,SD,PDG,PDG,IPK_CUM
732,P,BIO,G2,LL,PDG,PDG,IPK_SM
733,P,BIO,G3,SRJN,GRD,GRD,IPK_SM
734,P,BIO,G3,SRJN,GRD,LL,IPK_SM
735,P,BIO,G2,SMTA,LL,LL,IPK_CUM
736,P,BIO,G3,SRJN,GRD,PS,IPK_CUM
737,P,BIO,G4,SRJN,PS,PSN,IPK_SM
738,P,BIO,G4,SRJN,GRD,ABRI,IPK_CUM
739,P,BIO,G3,SRJN,PNS,LL,IPK_CUM
740,P,BIO,G4,SRJN,PNS,PNS,IPK_SM
741,P,BIO,G2,SD,LL,PDG,IPK_SM
742,P,BIO,G3,SMTA,PNS,ABRI,IPK_SM
743,L,BIO,G4,SMP,PDG,PDG,IPK_SM
744,L,BIO,G3,SRJN,PDG,PNS,IPK_M
745,P,BIO,G3,SRJN,GRD,PDG,IPK_SM
746,P,BIO,G2,SRJN,PDG,PNS,IPK_CUM
747,P,BIO,G3,SD,PDG,PDG,IPK_SM
748,L,BIO,G3,SMTA,PNS,PNS,IPK_SM
749,P,BIO,G3,SD,PDG,PDG,IPK_SM
750,P,BIO,G3,SRJN,GRD,LL,IPK_SM
751,P,BIO,G2,SD,LL,PDG,IPK_SM
752,P,BIO,G4,LL,BPN,BPN,IPK_SM
753,P,BIO,G2,SMTA,PDG,PDG,IPK_CUM
754,P,BIO,G1,SD,PDG,PDG,IPK_SM
755,P,BIO,G4,SRJN,GRD,GRD,IPK_SM
756,P,BIO,G2,SMTA,PS,BPN,IPK_SM
757,P,BIO,G6,SRJN,PNS,PNS,IPK_M
758,L,BIO,G4,SRJN,PNS,PS,IPK_M
759,L,BIO,G1,SD,BPN,BPN,IPK_SM
760,L,BIO,G3,SRJN,GRD,PDG,IPK_SM
761,P,BIO,G2,SMP,LL,BPN,IPK_SM
762,P,BIO,G4,SD,LL,PS,IPK_SM
763,P,BIO,G2,SMTA,PS,BPN,IPK_SM
764,P,BIO,G2,SRJN,GRD,PDG,IPK_CUM
765,P,BIO,G4,SMTA,GRD,PDG,IPK_SM
766,P,BIO,G3,LL,PDG,PDG,IPK_SM
767,P,BIO,G1,LL,BPN,BPN,IPK_SM
768,P,BIO,G2,SMTA,PDG,GRD,IPK_SM
769,P,BIO,G3,SRJN,GRD,GRD,IPK_M
770,P,BIO,G2,SMTA,LL,PDG,IPK_M
771,P,BIO,G2,SD,PDG,PS,IPK_SM
772,P,BIO,G4,SRJN,LL,PS,IPK_CUM
773,P,BIO,G2,LL,LL,BPN,IPK_SM
774,P,BIO,G4,SMTA,LL,PNS,IPK_M
775,L,BIO,G4,SRJN,PSN,PNS,IPK_M
776,P,BIO,G3,SMP,PDG,GRD,IPK_SM
777,P,BIO,G3,LL,BPN,BPN,IPK_M
778,L,BIO,G4,SD,LL,PDG,IPK_KM
779,P,BIO,G5,SMTA,LL,PS,IPK_M
780,L,BIO,G2,SMTA,LL,PNS,IPK_SM
781,L,BIO,G1,SMTA,PS,BPN,IPK_SM
782,P,BIO,G2,SD,PDG,PDG,IPK_SM
783,P,BIO,G3,LL,LL,LL,IPK_KM
784,P,BIO,G4,SRJN,PS,PS,IPK_SM
785,P,BIO,G4,SMTA,LL,GRD,IPK_SM
786,L,BIO,G3,SMP,PDG,PDG,IPK_CUM
787,P,BIO,G1,LL,BPN,BPN,IPK_SM
788,P,BIO,G3,SRJN,GRD,PS,IPK_SM
789,L,BIO,G3,SRJN,GRD,GRD,IPK_SM
790,L,BIO,G4,SRJN,PNS,PDG,IPK_SM
791,P,BIO,G3,SMTA,PDG,PDG,IPK_SM
792,L,BIO,G1,SMTA,BPN,BPN,IPK_SM
793,P,BIO,G3,SD,PDG,BPN,IPK_SM
794,P,BIO,G4,SMTA,LL,PDG,IPK_SM
795,P,BIO,G1,SMP,LL,PDG,IPK_M
796,L,BIO,G4,SD,PDG,PDG,IPK_SM
797,P,BIO,G4,SRJN,GRD,GRD,IPK_CUM
798,P,BIO,G3,SMTA,PDG,GRD,IPK_CUM
799,P,BIO,G4,SRJN,GRD,GRD,IPK_SM
800,P,BIO,G3,SMTA,PDG,PNS,IPK_SM
801,P,BIO,G4,SRJN,GRD,PNS,IPK_SM
802,P,BIO,G4,SMP,LL,PS,IPK_SM
803,P,BIO,G4,SMTA,LL,GRD,IPK_CUM
804,P,BIO,G3,SRJN,GRD,GRD,IPK_M
805,P,BIO,G4,SRJN,LL,PDG,IPK_SM
806,L,BIO,G2,LL,PS,PS,IPK_SM
807,P,BIO,G2,SD,LL,LL,IPK_M
808,L,BIO,G3,SRJN,LL,GRD,IPK_SM
809,P,BIO,G4,SRJN,PDG,PNS,IPK_SM
810,P,BIO,G3,SMTA,PS,PSN,IPK_SM
811,P,BIO,G3,SD,LL,PDG,IPK_SM
812,P,BIO,G2,SMTA,PDG,PS,IPK_KM
813,P,BIO,G3,SMTA,PDG,PDG,IPK_SM
814,P,BIO,G2,SMTA,BPN,BPN,IPK_CUM
815,P,BIO,G3,SRJN,PNS,PSN,IPK_CUM
816,P,BIO,G2,SMP,PDG,PDG,IPK_CUM
817,P,BIO,G2,SRJN,PDG,PDG,IPK_CUM
818,P,BIO,G2,SMTA,LL,PS,IPK_CUM
819,L,BIO,G2,SMP,PDG,BPN,IPK_M
820,P,BIO,G5,SRJN,GRD,PSN,IPK_SM
821,P,BIO,G4,SMTA,PDG,GRD,IPK_KM
822,L,BIO,G2,SMP,LL,PSN,IPK_KM
823,P,BIO,G3,SRJN,GRD,PNS,IPK_M
824,P,BIO,G3,SRJN,PSN,PNS,IPK_M
825,P,BIO,G6,SMP,PDG,PDG,IPK_M
826,L,BIO,G4,SMTA,LL,PNS,IPK_M
827,L,BIO,G3,SMTA,PDG,PDG,IPK_SM
828,P,BIO,G4,SMP,LL,PDG,IPK_SM
829,P,BIO,G2,SMP,LL,PDG,IPK_SM
830,P,BIO,G4,SRJN,LL,PDG,IPK_CUM
831,P,BIO,G2,SMP,PDG,PDG,IPK_SM
832,P,BIO,G4,SRJN,GRD,GRD,IPK_SM
833,L,BIO,G2,SRJN,GRD,GRD,IPK_SM
834,P,BIO,G4,SRJN,LL,PDG,IPK_SM
835,P,BIO,G4,SMTA,PNS,ABRI,IPK_SM
836,P,BIO,G4,SRJN,GRD,PNS,IPK_SM
837,P,BIO,G3,SMP,PDG,PDG,IPK_SM
838,P,BIO,G2,SMTA,PDG,BPN,IPK_SM
839,P,BIO,G6,SMP,LL,PDG,IPK_CUM
840,P,BIO,G4,SRJN,PNS,GRD,IPK_SM
841,P,BIO,G4,SRJN,LL,LL,IPK_CUM
842,P,BIO,G2,SMTA,LL,PS,IPK_SM
843,L,BIO,G4,SRJN,BPN,PNS,IPK_SM
844,P,BIO,G7,SRJN,GRD,PNS,IPK_M
845,P,BIO,G2,SMTA,PDG,PDG,IPK_SM
846,P,BIO,G2,SD,LL,BPN,IPK_CUM
847,P,BIO,G2,SMTA,LL,BPN,IPK_SM
848,L,BIO,G7,SMTA,LL,PNS,IPK_M
849,L,BIO,G4,SRJN,LL,PNS,IPK_M
850,P,BIO,G4,SRJN,GRD,LL,IPK_SM
851,P,BIO,G3,SMTA,LL,PSN,IPK_CUM
852,L,BIO,G4,SMTA,GRD,PNS,IPK_SM
853,L,BIO,G3,SMTA,PS,PS,IPK_SM
854,P,BIO,G3,SD,PDG,PDG,IPK_SM
855,P,BIO,G2,SMP,BPN,BPN,IPK_SM
856,P,BIO,G2,SMTA,PDG,PSN,IPK_SM
857,P,BIO,G3,SMP,PDG,LL,IPK_SM
858,P,BIO,G3,SRJN,PDG,PDG,IPK_SM
859,P,BIO,G4,SRJN,PNS,GRD,IPK_SM
860,P,BIO,G4,SRJN,GRD,GRD,IPK_SM
861,L,BIO,G4,SMTA,LL,PNS,IPK_SM
862,P,BIO,G3,LL,LL,PDG,IPK_SM
863,P,BIO,G4,SRJN,LL,PDG,IPK_CUM
864,L,BIO,G2,SD,LL,PDG,IPK_SM
865,P,BIO,G4,SRJN,LL,PNS,IPK_SM
866,P,BIO,G2,SD,PDG,PDG,IPK_SM
867,P,BIO,G2,SMTA,LL,PDG,IPK_SM
868,P,BIO,G6,SRJN,GRD,PSN,IPK_SM
869,P,BIO,G3,SD,LL,PDG,IPK_SM
870,P,BIO,G2,SMTA,LL,LL,IPK_SM
871,P,BIO,G3,SRJN,GRD,PSN,IPK_SM
872,P,BIO,G2,SD,BPN,BPN,IPK_SM
873,P,BIO,G1,SD,BPN,BPN,IPK_SM
874,P,BIO,G3,SRJN,GRD,BPN,IPK_SM
875,P,BIO,G2,SMTA,LL,PS,IPK_SM
876,L,BIO,G4,SMTA,LL,ABRI,IPK_CUM
877,L,BIO,G3,SRJN,LL,GRD,IPK_SM
878,P,BIO,G2,SD,PDG,LL,IPK_SM
879,L,BIO,G3,SRJN,GRD,BPN,IPK_SM
880,L,BIO,G2,SD,PDG,PDG,IPK_SM
881,P,BIO,G5,SRJN,LL,PS,IPK_SM
882,L,BIO,G4,SMTA,LL,GRD,IPK_SM
883,P,BIO,G2,SMTA,LL,PDG,IPK_SM
884,P,BIO,G3,SMP,LL,PDG,IPK_SM
885,P,BIO,G6,SMTA,LL,PS,IPK_SM
886,L,BIO,G2,SMTA,LL,BPN,IPK_M
887,P,BIO,G3,LL,PDG,PS,IPK_SM
888,P,BIO,G4,SMTA,LL,PNS,IPK_SM
889,P,BIO,G2,SD,LL,LL,IPK_SM
890,L,BIO,G1,SD,PDG,BPN,IPK_SM
891,P,BIO,G7,SMTA,LL,PS,IPK_SM
892,P,BIO,G3,SRJN,PDG,LL,IPK_SM
893,P,BIO,G6,SMTA,LL,PS,IPK_SM
894,P,BIO,G3,LL,LL,PNS,IPK_SM
895,P,BIO,G5,SRJN,GRD,PS,IPK_SM
896,P,BIO,G2,LL,BPN,BPN,IPK_SM
897,L,BIO,G2,SD,BPN,BPN,IPK_SM
898,P,BIO,G3,SMTA,LL,PS,IPK_CUM
899,P,BIO,G4,SRJN,GRD,GRD,IPK_CUM
900,P,BIO,G3,SMP,LL,BPN,IPK_CUM
901,P,BIO,G7,SRJN,LL,GRD,IPK_SM
902,P,BIO,G6,SMTA,GRD,LL,IPK_CUM
903,L,BIO,G4,SRJN,LL,PS,IPK_SM
904,L,BIO,G5,SMTA,LL,PS,IPK_CUM
905,P,BIO,G3,SMTA,PDG,PDG,IPK_SM
906,P,BIO,G1,SD,BPN,BPN,IPK_SM
907,P,BIO,G4,LL,LL,PDG,IPK_SM
908,P,BIO,G1,LL,PDG,BPN,IPK_SM
909,P,BIO,G4,SMTA,LL,PS,IPK_SM
