,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,SKS_S1,SKS_S2,STATUS_LULUS
235,L,FISIKA,G2,SMP,LL,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
236,P,FISIKA,G1,SD,BPN,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
237,P,FISIKA,G4,SRJN,PNS,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
238,L,FISIKA,G2,LL,LL,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LC
239,P,FISIKA,G5,SMTA,PS,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
240,P,FISIKA,G4,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
241,P,FISIKA,G3,SRJN,GRD,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
242,P,FISIKA,G3,SMTA,PDG,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LTW
243,L,FISIKA,G4,SRJN,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,LLW
244,P,FISIKA,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
245,P,FISIKA,G2,SMTA,PS,PSN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
246,P,FISIKA,G4,SMTA,LL,GRD,IPS1_SM,IPS2_KM,SKS1_B,SKS2_SB,LLW
247,P,FISIKA,G3,SMTA,PS,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
248,P,FISIKA,G2,SD,LL,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
249,P,FISIKA,G4,SMTA,BPN,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
250,P,FISIKA,G4,SMTA,PNS,ABRI,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LLW
251,P,FISIKA,G5,SRJN,PNS,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
252,P,FISIKA,G7,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
253,L,FISIKA,G4,SMTA,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
254,P,FISIKA,G3,SMTA,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
255,P,FISIKA,G2,SMTA,PS,PSN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
256,L,FISIKA,G3,SMP,PDG,PS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
257,P,FISIKA,G2,SMTA,LL,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LLW
258,P,FISIKA,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
259,L,FISIKA,G6,SMTA,LL,PNS,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LLW
260,L,FISIKA,G4,SD,BPN,PSN,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,LTW
261,P,FISIKA,G4,SMTA,PDG,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LTW
262,P,FISIKA,G2,SRJN,GRD,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,LTW
263,L,FISIKA,G4,SRJN,GRD,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
264,L,FISIKA,G3,SRJN,PDG,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LLW
265,P,FISIKA,G4,SMTA,LL,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LLW
266,P,FISIKA,G4,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
267,P,FISIKA,G3,SMTA,LL,LL,IPS1_M,IPS2_KM,SKS1_B,SKS2_SB,LTW
268,P,FISIKA,G4,SMTA,PDG,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_SB,LLW
269,P,FISIKA,G2,SD,BPN,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
270,P,FISIKA,G4,SMTA,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
271,P,FISIKA,G2,SD,BPN,BPN,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,LC
272,P,FISIKA,G3,SD,PDG,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
273,P,FISIKA,G3,SMTA,LL,PS,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LTW
274,L,FISIKA,G4,SRJN,PNS,PS,IPS1_KM,IPS2_M,SKS1_B,SKS2_C,LLW
275,L,FISIKA,G5,SRJN,GRD,LL,IPS1_SM,IPS2_KM,SKS1_B,SKS2_SB,LLW
276,P,FISIKA,G2,SMP,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
277,L,FISIKA,G3,SMTA,PDG,PDG,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
278,L,FISIKA,G3,SD,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
279,P,MTK,G2,SMTA,PS,PS,IPS1_KM,IPS2_KM,SKS1_C,SKS2_C,LTW
280,P,MTK,G2,SMP,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
281,P,MTK,G1,LL,LL,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_C,LLW
282,L,MTK,G1,LL,BPN,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_C,LTW
283,P,MTK,G3,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
284,L,MTK,G2,SD,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_C,LLW
285,P,MTK,G2,SD,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_C,LTW
286,P,MTK,G3,SRJN,GRD,GRD,IPS1_M,IPS2_KM,SKS1_K,SKS2_K,LLW
287,P,MTK,G2,SMTA,LL,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_C,LLW
288,P,MTK,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LC
289,P,MTK,G3,SRJN,GRD,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_C,LLW
290,P,MTK,G2,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_C,SKS2_C,LLW
291,P,MTK,G3,SRJN,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
292,L,MTK,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_C,LTW
293,P,MTK,G3,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
294,P,MTK,G3,SMTA,PS,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_C,LLW
295,L,MTK,G3,SMTA,GRD,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_C,LTW
296,P,MTK,G3,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
297,P,MTK,G2,SRJN,GRD,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
298,L,MTK,G3,SD,LL,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_C,LTW
299,L,MTK,G2,LL,LL,PSN,IPS1_SM,IPS2_SM,SKS1_C,SKS2_C,LTW
300,P,MTK,G2,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_K,LTW
301,P,MTK,G3,SRJN,GRD,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_C,LLW
302,P,MTK,G2,SMTA,PDG,LL,IPS1_M,IPS2_KM,SKS1_B,SKS2_C,LLW
303,P,MTK,G2,SMP,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
304,L,MTK,G1,SD,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_C,LC
305,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_C,LLW
306,P,MTK,G3,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_C,SKS2_C,LTW
307,P,MTK,G3,SMP,LL,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_C,LLW
308,L,MTK,G3,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_K,SKS2_K,LLW
309,L,MTK,G1,LL,PDG,BPN,IPS1_SM,IPS2_M,SKS1_C,SKS2_C,LTW
310,P,MTK,G2,SMP,PDG,LL,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_C,LLW
311,L,MTK,G4,SRJN,GRD,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
312,P,MTK,G3,LL,PDG,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
313,P,MTK,G3,SMTA,LL,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
314,P,MTK,G1,SMP,PS,PS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
315,P,MTK,G3,SMP,LL,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
316,P,MTK,G3,SMTA,PDG,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
317,L,MTK,G3,SMP,LL,PS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
318,P,MTK,G2,LL,LL,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
319,P,MTK,G3,SMTA,LL,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
320,P,MTK,G2,SD,PS,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
321,P,MTK,G3,SMP,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
322,P,MTK,G3,SRJN,GRD,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
323,L,MTK,G3,LL,PDG,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
324,L,MTK,G2,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
325,P,MTK,G1,SMP,BPN,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
326,L,MTK,G3,SD,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
327,P,MTK,G2,SD,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
328,P,MTK,G2,SMTA,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
329,L,MTK,G4,SMTA,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
330,P,MTK,G3,SMTA,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
331,P,MTK,G2,SD,BPN,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
332,P,MTK,G6,SMTA,PNS,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
333,P,MTK,G1,SMTA,LL,LL,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
334,L,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_C,SKS2_B,LLW
335,P,MTK,G1,SD,LL,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
336,L,MTK,G4,SMTA,LL,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
337,P,MTK,G3,SRJN,GRD,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
338,P,MTK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LC
339,P,MTK,G4,SMP,LL,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
340,P,MTK,G2,SMP,PDG,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
341,L,MTK,G3,SMTA,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
342,P,MTK,G2,SRJN,GRD,ABRI,IPS1_KM,IPS2_KM,SKS1_C,SKS2_B,LLW
343,L,MTK,G2,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
344,L,MTK,G2,SD,LL,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
345,L,MTK,G4,SRJN,GRD,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
346,P,MTK,G1,SD,LL,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
347,P,MTK,G2,SMTA,LL,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
348,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
349,P,MTK,G1,SD,PDG,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
350,L,MTK,G3,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
351,P,MTK,G2,SD,LL,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
352,L,MTK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
353,P,MTK,G2,SRJN,LL,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
354,P,MTK,G3,SMTA,LL,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
355,P,MTK,G2,SMP,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
356,P,MTK,G3,SMTA,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
357,L,MTK,G3,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
358,P,MTK,G3,SMTA,GRD,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
359,P,MTK,G4,SMTA,PNS,LL,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
360,P,MTK,G1,SMTA,PDG,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
361,P,MTK,G3,SD,LL,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
362,P,MTK,G2,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
363,P,MTK,G1,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
364,P,MTK,G3,SRJN,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
365,P,MTK,G3,SMTA,LL,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
366,L,MTK,G4,SMTA,LL,PS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
367,P,MTK,G2,SD,BPN,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,LTW
368,P,MTK,G1,LL,LL,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
369,P,MTK,G2,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
370,P,MTK,G2,SMTA,LL,PS,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
371,P,MTK,G3,SMP,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
372,L,MTK,G1,SRJN,LL,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
373,L,MTK,G1,SD,BPN,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
374,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
375,P,MTK,G4,SMTA,PS,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
376,P,MTK,G1,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
377,P,MTK,G2,SD,PDG,LL,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
378,L,MTK,G4,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
379,P,MTK,G4,SMTA,LL,PS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
380,P,MTK,G3,SMP,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
381,P,MTK,G1,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
382,P,MTK,G4,SD,LL,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LTW
383,L,MTK,G3,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
384,P,MTK,G3,SMTA,LL,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
385,P,MTK,G3,SMTA,LL,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
386,P,MTK,G3,SMTA,LL,ABRI,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
387,P,MTK,G3,SMTA,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
388,L,MTK,G2,SMTA,PDG,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
389,L,MTK,G3,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
390,P,MTK,G3,SMTA,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
391,P,MTK,G2,SMTA,LL,PSN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
392,P,MTK,G5,SRJN,PS,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
393,P,MTK,G3,SD,BPN,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
394,P,MTK,G3,SRJN,PNS,PNS,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
395,P,MTK,G1,SMP,PDG,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
396,P,MTK,G1,SMTA,LL,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
397,L,MTK,G1,SD,BPN,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
398,P,MTK,G2,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
399,L,MTK,G3,SMTA,LL,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LTW
400,P,MTK,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
401,P,MTK,G2,SD,LL,PSN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
402,P,MTK,G1,SMTA,LL,LL,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
403,P,MTK,G2,SMP,BPN,BPN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
404,P,MTK,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
405,L,MTK,G4,SMTA,LL,ABRI,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
406,P,MTK,G3,SMTA,PS,PS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
407,P,MTK,G3,SD,LL,PSN,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LTW
408,P,MTK,G5,SRJN,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
409,P,MTK,G3,SMTA,LL,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LTW
410,L,MTK,G2,SRJN,PDG,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
411,P,MTK,G5,SMTA,PDG,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
412,P,MTK,G3,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
413,P,MTK,G2,LL,PDG,LL,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
414,P,MTK,G2,SD,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
415,P,MTK,G2,SD,BPN,BPN,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
416,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
417,P,MTK,G2,SMP,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
418,L,MTK,G3,SMTA,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
419,P,MTK,G4,SRJN,GRD,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
420,P,MTK,G3,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
421,P,MTK,G3,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
422,P,MTK,G3,SRJN,PS,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
423,P,MTK,G5,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
424,L,MTK,G3,SMTA,PDG,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
425,L,MTK,G3,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
426,P,MTK,G3,SMTA,PNS,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
427,P,MTK,G4,SMTA,BPN,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
428,P,MTK,G2,SMTA,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
429,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
430,P,MTK,G3,SMTA,LL,ABRI,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
431,P,MTK,G4,SRJN,GRD,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
432,P,MTK,G3,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
433,P,MTK,G3,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
434,P,MTK,G4,SMTA,BPN,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
435,P,MTK,G3,SRJN,PNS,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
436,P,MTK,G2,SMP,BPN,BPN,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
437,P,MTK,G3,SRJN,GRD,LL,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
438,P,MTK,G5,SMTA,PDG,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
439,P,MTK,G3,SMTA,PS,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
440,P,MTK,G4,SRJN,PNS,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
441,P,MTK,G4,SMTA,PS,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
442,P,MTK,G5,SMTA,LL,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
443,P,MTK,G4,SMTA,PNS,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
444,P,MTK,G3,SMTA,LL,ABRI,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
445,P,MTK,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
446,L,MTK,G4,SD,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
447,P,MTK,G3,SD,LL,PS,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LTW
448,L,MTK,G3,SMTA,PDG,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
449,P,MTK,G3,SMTA,PNS,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
450,P,MTK,G3,SMTA,LL,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
451,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
452,P,MTK,G5,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
453,L,MTK,G2,SRJN,GRD,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
454,P,MTK,G3,SMP,PDG,LL,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
455,P,MTK,G4,SRJN,GRD,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LLW
456,P,MTK,G3,SRJN,PDG,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
457,P,MTK,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
458,P,MTK,G2,SMTA,LL,PSN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
459,L,MTK,G2,SD,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LC
460,P,MTK,G3,SMTA,PS,PNS,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
461,P,MTK,G4,SRJN,GRD,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
462,P,MTK,G3,SMP,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
463,P,MTK,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
464,P,MTK,G3,SMP,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
465,L,MTK,G2,SD,BPN,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
466,P,MTK,G3,SMTA,LL,PS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
467,P,MTK,G3,SMTA,PNS,PNS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LTW
468,L,MTK,G3,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
469,L,MTK,G3,SMTA,LL,PNS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
470,P,MTK,G2,LL,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,LC
471,P,MTK,G5,SRJN,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
472,P,MTK,G1,SMP,BPN,BPN,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LC
473,P,MTK,G2,SRJN,PDG,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
474,P,MTK,G1,SMP,LL,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LTW
475,P,MTK,G3,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
476,P,MTK,G3,SD,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
477,P,MTK,G1,SMTA,PDG,LL,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
478,L,MTK,G6,SRJN,PS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
