,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,SKS_S1,SKS_S2,IP_S1,IP_S2,STATUS_LULUS
226,P,FISIKA,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_CUM,LTW
227,L,FISIKA,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
228,P,FISIKA,G3,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
229,L,FISIKA,G4,SD,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
230,P,FISIKA,G2,SD,LL,PS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,LTW
231,P,FISIKA,G2,SD,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
232,P,FISIKA,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
233,P,FISIKA,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
234,P,FISIKA,G3,SMP,LL,PNS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
235,P,FISIKA,G4,SMP,PDG,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
236,P,FISIKA,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
237,L,FISIKA,G4,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
238,L,FISIKA,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
239,P,FISIKA,G1,LL,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
240,P,FISIKA,G3,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
241,P,FISIKA,G3,SRJN,GRD,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
242,L,FISIKA,G4,SMP,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LLW_2
243,P,FISIKA,G1,SRJN,GRD,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
244,P,FISIKA,G3,LL,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
245,P,FISIKA,G4,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
246,P,FISIKA,G2,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
247,L,FISIKA,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
248,L,FISIKA,G2,SD,BPN,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
249,P,FISIKA,G4,SRJN,GRD,GRD,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,LTW
250,P,FISIKA,G1,SMTA,LL,BPN,SKS1_B,SKS2_SB,IPS1_M,IPS2_KM,LLW_1
251,L,FISIKA,G1,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
252,P,FISIKA,G2,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,LTW
253,L,FISIKA,G3,SD,BPN,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
254,P,FISIKA,G4,SRJN,GRD,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
255,P,FISIKA,G3,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
256,L,FISIKA,G1,SD,LL,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_KM,LLW_1
257,P,FISIKA,G2,SD,BPN,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
258,P,FISIKA,G2,SMP,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
259,L,FISIKA,G2,SMP,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
260,P,FISIKA,G4,SRJN,PNS,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
261,L,FISIKA,G2,LL,LL,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LC
262,P,FISIKA,G2,SRJN,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
263,P,FISIKA,G3,SMTA,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
264,L,FISIKA,G2,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
265,P,FISIKA,G5,SMTA,PS,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
266,P,FISIKA,G4,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
267,P,FISIKA,G3,SRJN,GRD,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
268,L,FISIKA,G2,SD,LL,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LTW
269,P,FISIKA,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LTW
270,P,FISIKA,G2,SMTA,PS,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
271,P,FISIKA,G4,SMTA,LL,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_KM,LLW_1
272,P,FISIKA,G3,SMTA,PS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
273,P,FISIKA,G4,SMTA,BPN,GRD,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,LTW
274,P,FISIKA,G3,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
275,P,FISIKA,G4,SMTA,PNS,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
276,P,FISIKA,G5,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
277,P,FISIKA,G7,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LTW
278,L,FISIKA,G4,SMTA,LL,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,LLW_1
279,P,FISIKA,G3,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
280,P,FISIKA,G2,SMTA,PS,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
281,P,FISIKA,G4,SRJN,GRD,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
282,L,FISIKA,G6,SMTA,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
283,P,FISIKA,G3,SMTA,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
284,L,FISIKA,G4,SD,BPN,PSN,SKS1_B,SKS2_SB,IPS1_M,IPS2_SM,LTW
285,P,FISIKA,G4,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LTW
286,P,FISIKA,G3,SMTA,LL,LL,SKS1_B,SKS2_SB,IPS1_M,IPS2_KM,LTW
287,P,FISIKA,G4,SMTA,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
288,P,FISIKA,G2,SD,BPN,BPN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,LC
289,P,FISIKA,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
290,P,FISIKA,G3,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LTW
291,L,FISIKA,G4,SRJN,PNS,PS,SKS1_B,SKS2_C,IPS1_KM,IPS2_M,LLW_1
292,L,FISIKA,G5,SRJN,GRD,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_KM,LLW_1
293,P,FISIKA,G2,SMP,LL,BPN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,LTW
294,L,FISIKA,G3,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,LTW
295,L,FISIKA,G3,SD,LL,BPN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,LTW
296,L,MTK,G3,SD,LL,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,LLW_2
297,P,MTK,G2,SMTA,PS,PS,SKS1_C,SKS2_C,IPS1_KM,IPS2_KM,LTW
298,P,MTK,G2,SMP,LL,PNS,SKS1_C,SKS2_C,IPS1_SM,IPS2_M,LTW
299,P,MTK,G2,SMP,PDG,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,LLW_1
300,L,MTK,G1,LL,BPN,BPN,SKS1_B,SKS2_C,IPS1_SM,IPS2_SM,LTW
301,L,MTK,G2,SD,LL,PNS,SKS1_B,SKS2_C,IPS1_SM,IPS2_SM,LLW_1
302,P,MTK,G2,SD,LL,PS,SKS1_B,SKS2_C,IPS1_SM,IPS2_SM,LTW
303,P,MTK,G3,SRJN,GRD,GRD,SKS1_K,SKS2_K,IPS1_M,IPS2_KM,LLW_2
304,P,MTK,G2,SMTA,LL,GRD,SKS1_B,SKS2_C,IPS1_M,IPS2_M,LLW_1
305,P,MTK,G3,SRJN,GRD,PDG,SKS1_B,SKS2_C,IPS1_M,IPS2_M,LLW_1
306,P,MTK,G2,SD,BPN,BPN,SKS1_C,SKS2_C,IPS1_KM,IPS2_KM,LLW_2
307,P,MTK,G3,SRJN,PDG,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,LLW_2
308,L,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_C,IPS1_SM,IPS2_SM,LTW
309,P,MTK,G3,SMTA,PS,GRD,SKS1_B,SKS2_C,IPS1_M,IPS2_SM,LLW_2
310,L,MTK,G3,SMTA,GRD,GRD,SKS1_B,SKS2_C,IPS1_M,IPS2_SM,LTW
311,P,MTK,G3,SRJN,GRD,PS,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,LLW_1
312,P,MTK,G2,SRJN,GRD,BPN,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,LLW_2
313,L,MTK,G2,SD,BPN,BPN,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,LLW_2
314,P,MTK,G3,SMP,PS,PNS,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LTW
315,L,MTK,G3,SD,LL,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_SM,LTW
316,P,MTK,G2,SRJN,GRD,GRD,SKS1_B,SKS2_K,IPS1_KM,IPS2_KM,LTW
317,P,MTK,G2,SMP,LL,PSN,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,LLW_2
318,L,MTK,G1,SD,PDG,PDG,SKS1_B,SKS2_C,IPS1_M,IPS2_SM,LC
319,P,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_SM,LLW_2
320,P,MTK,G3,SRJN,GRD,PNS,SKS1_C,SKS2_C,IPS1_SM,IPS2_SM,LTW
321,P,MTK,G3,SMTA,PNS,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,LLW_2
322,P,MTK,G3,SMP,LL,GRD,SKS1_B,SKS2_C,IPS1_SM,IPS2_M,LLW_1
323,L,MTK,G3,SRJN,GRD,PS,SKS1_K,SKS2_K,IPS1_KM,IPS2_KM,LLW_2
324,L,MTK,G1,LL,PDG,BPN,SKS1_C,SKS2_C,IPS1_SM,IPS2_M,LTW
325,L,MTK,G2,LL,BPN,BPN,SKS1_B,SKS2_C,IPS1_SM,IPS2_KM,LTW
326,L,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
327,P,MTK,G1,SD,LL,BPN,SKS1_K,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
328,P,MTK,G3,LL,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
329,P,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
330,P,MTK,G3,SMP,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
331,P,MTK,G3,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
332,L,MTK,G3,SMP,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
333,P,MTK,G1,SD,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LTW
334,P,MTK,G2,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
335,P,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
336,P,MTK,G2,SD,PS,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
337,P,MTK,G3,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
338,L,MTK,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
339,P,MTK,G1,SMP,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
340,L,MTK,G3,SD,LL,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
341,P,MTK,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
342,P,MTK,G2,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LTW
343,L,MTK,G2,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
344,L,MTK,G4,SMTA,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_2
345,P,MTK,G2,LL,BPN,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
346,P,MTK,G3,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
347,P,MTK,G2,SD,BPN,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
348,P,MTK,G6,SMTA,PNS,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
349,P,MTK,G1,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
350,L,MTK,G3,SRJN,GRD,GRD,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
351,P,MTK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
352,P,MTK,G1,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_2
353,P,MTK,G3,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
354,P,MTK,G3,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
355,P,MTK,G4,SMP,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
356,L,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
357,P,MTK,G2,SRJN,GRD,LL,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
358,P,MTK,G1,SMTA,PDG,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
359,L,MTK,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
360,P,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
361,P,MTK,G1,SD,PDG,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
362,L,MTK,G3,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
363,P,MTK,G2,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
364,P,MTK,G2,SD,LL,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
365,L,MTK,G3,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
366,L,MTK,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
367,P,MTK,G1,SMP,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
368,P,MTK,G2,SRJN,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
369,P,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
370,P,MTK,G3,SMTA,GRD,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
371,P,MTK,G4,SMTA,PNS,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
372,P,MTK,G1,SMP,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
373,P,MTK,G1,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
374,P,MTK,G3,SD,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
375,P,MTK,G2,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
376,P,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
377,P,MTK,G3,SRJN,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
378,L,MTK,G7,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
379,P,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
380,P,MTK,G3,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
381,L,MTK,G4,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
382,P,MTK,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,LTW
383,P,MTK,G3,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
384,P,MTK,G1,LL,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
385,P,MTK,G2,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LTW
386,P,MTK,G2,SMP,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
387,P,MTK,G3,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
388,L,MTK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
389,L,MTK,G1,SRJN,LL,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
390,L,MTK,G1,SD,BPN,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
391,P,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
392,P,MTK,G4,SMTA,PS,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_2
393,P,MTK,G1,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
394,P,MTK,G2,SD,PDG,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
395,L,MTK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
396,P,MTK,G3,SMP,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
397,P,MTK,G1,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
398,P,MTK,G4,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LTW
399,L,MTK,G3,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
400,P,MTK,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LTW
401,P,MTK,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
402,P,MTK,G3,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LTW
403,P,MTK,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
404,P,MTK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
405,L,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
406,P,MTK,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
407,P,MTK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LTW
408,P,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
409,P,MTK,G3,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LTW
410,P,MTK,G1,SMP,PDG,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
411,P,MTK,G1,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LTW
412,L,MTK,G1,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
413,P,MTK,G2,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
414,L,MTK,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LTW
415,P,MTK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LTW
416,P,MTK,G2,SD,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
417,L,MTK,G3,SD,PDG,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
418,P,MTK,G1,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
419,P,MTK,G2,SMP,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
420,P,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
421,P,MTK,G2,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
422,L,MTK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_2
423,P,MTK,G3,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
424,P,MTK,G3,SD,LL,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LTW
425,P,MTK,G3,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LTW
426,L,MTK,G2,SRJN,PDG,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
427,P,MTK,G5,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
428,P,MTK,G3,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
429,P,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
430,L,MTK,G4,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
431,P,MTK,G2,SMP,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
432,L,MTK,G3,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LTW
433,P,MTK,G2,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
434,P,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LTW
435,L,MTK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
436,P,MTK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
437,P,MTK,G3,SRJN,PS,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
438,P,MTK,G5,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
439,L,MTK,G3,SMTA,PDG,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
440,L,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LTW
441,P,MTK,G3,SMTA,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
442,P,MTK,G4,SMTA,BPN,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
443,P,MTK,G2,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
444,P,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
445,P,MTK,G3,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
446,L,MTK,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_2
447,P,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
448,P,MTK,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
449,P,MTK,G4,SMTA,BPN,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
450,P,MTK,G2,SRJN,GRD,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
451,P,MTK,G3,SRJN,PNS,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
452,P,MTK,G4,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
453,P,MTK,G2,SMP,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LLW_1
454,P,MTK,G3,SRJN,GRD,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
455,L,MTK,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
456,P,MTK,G5,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LLW_2
457,P,MTK,G3,SMTA,PS,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
458,P,MTK,G4,SRJN,PNS,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
459,L,MTK,G3,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
460,P,MTK,G4,SMTA,PS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
461,L,MTK,G4,SMTA,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LLW_1
462,P,MTK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
