,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,SKS_S1,SKS_S2,IP_S1,IP_S2,STATUS_LULUS
463,L,MTK,G4,SD,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
464,P,MTK,G3,SD,LL,PS,SKS1_B,SKS2_B,IPS1_CUM,IPS2_SM,LTW
465,L,MTK,G3,SMTA,PDG,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_2
466,P,MTK,G4,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LTW
467,P,MTK,G5,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
468,P,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
469,P,MTK,G5,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LTW
470,L,MTK,G2,SRJN,GRD,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
471,P,MTK,G2,SRJN,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LTW
472,P,MTK,G3,SMP,PDG,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
473,P,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LTW
474,P,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_CUM,IPS2_SM,LLW_1
475,P,MTK,G4,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LLW_1
476,P,MTK,G3,SRJN,PDG,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
477,P,MTK,G4,SMTA,PNS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LTW
478,P,MTK,G2,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
479,P,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LTW
480,L,MTK,G2,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LC
481,P,MTK,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
482,P,MTK,G3,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
483,P,MTK,G3,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
484,L,MTK,G2,SD,BPN,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
485,P,MTK,G4,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
486,P,MTK,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
487,P,MTK,G3,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LTW
488,P,MTK,G2,LL,LL,BPN,SKS1_B,SKS2_B,IPS1_CUM,IPS2_CUM,LC
489,P,MTK,G5,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
490,P,MTK,G1,SMP,BPN,BPN,SKS1_B,SKS2_B,IPS1_CUM,IPS2_SM,LC
491,L,MTK,G3,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LLW_2
492,P,MTK,G2,SRJN,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
493,P,MTK,G1,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LTW
494,P,MTK,G1,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
495,L,MTK,G6,SRJN,PS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
496,P,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
497,P,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
498,L,MTK,G3,SMP,BPN,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
499,P,MTK,G3,SD,PDG,BPN,SKS1_B,SKS2_B,IPS1_CUM,IPS2_SM,LLW_1
500,P,MTK,G3,SMP,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
501,P,MTK,G4,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
502,P,MTK,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
503,P,MTK,G2,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LTW
504,P,MTK,G2,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,LLW_1
505,P,MTK,G2,SMTA,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
506,L,MTK,G4,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
507,P,MTK,G1,SD,PDG,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
508,P,MTK,G3,SMTA,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
509,L,MTK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
510,P,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
511,P,MTK,G7,SRJN,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
512,L,MTK,G4,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
513,P,MTK,G2,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
514,P,MTK,G4,SRJN,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
515,P,MTK,G3,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
516,P,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
517,P,MTK,G2,SD,PDG,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
518,P,MTK,G5,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
519,P,MTK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
520,P,MTK,G6,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
521,P,MTK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
522,P,MTK,G3,SD,PDG,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
523,P,MTK,G3,SMP,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_2
524,P,MTK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_2
525,L,MTK,G3,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
526,P,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
527,P,MTK,G3,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
528,P,MTK,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
529,P,MTK,G5,SRJN,GRD,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
530,P,MTK,G4,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
531,P,MTK,G3,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
532,P,MTK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LTW
533,P,MTK,G1,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_CUM,IPS2_CUM,LC
534,L,MTK,G3,SRJN,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
535,L,MTK,G3,SRJN,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
536,P,MTK,G1,LL,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
537,P,MTK,G2,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
538,P,MTK,G3,SMTA,PNS,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
539,L,MTK,G3,SRJN,GRD,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
540,L,MTK,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
541,P,MTK,G2,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
542,P,MTK,G1,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
543,L,MTK,G2,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
544,P,MTK,G4,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
545,P,MTK,G2,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
546,P,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_CUM,IPS2_CUM,LTW
547,P,MTK,G4,SRJN,GRD,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
548,L,MTK,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
549,P,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
550,P,MTK,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
551,P,MTK,G3,SRJN,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LTW
552,P,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
553,P,MTK,G4,SMP,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
554,L,MTK,G2,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
555,P,MTK,G2,SMP,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
556,L,MTK,G3,SMTA,PSN,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LTW
557,P,MTK,G3,SRJN,PDG,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
558,P,MTK,G2,SMTA,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
559,P,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
560,L,MTK,G2,LL,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
561,L,MTK,G4,SRJN,GRD,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LTW
562,L,MTK,G2,SMP,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
563,P,MTK,G4,LL,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
564,P,MTK,G3,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
565,P,MTK,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LTW
566,L,MTK,G4,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
567,P,MTK,G4,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
568,P,MTK,G6,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
569,P,MTK,G7,SRJN,GRD,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
570,P,MTK,G2,SMTA,PSN,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LTW
571,P,MTK,G2,SMP,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LTW
572,P,MTK,G4,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_CUM,IPS2_SM,LTW
573,P,MTK,G2,LL,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
574,P,MTK,G2,LL,PDG,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
575,P,MTK,G2,SMTA,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
576,P,MTK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
577,P,MTK,G2,SMP,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
578,P,MTK,G3,SD,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
579,P,MTK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
580,P,MTK,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
581,L,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
582,P,MTK,G3,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
583,P,MTK,G2,SMP,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
584,P,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
585,P,MTK,G4,SMTA,PNS,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
586,P,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
587,P,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
588,P,MTK,G3,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
589,L,MTK,G5,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
590,P,MTK,G4,SRJN,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_2
591,L,MTK,G3,SRJN,PNS,GRD,SKS1_B,SKS2_SB,IPS1_M,IPS2_SM,LTW
592,P,MTK,G6,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
593,P,MTK,G5,SMTA,PNS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
594,P,MTK,G3,SRJN,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
595,P,MTK,G4,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
596,P,MTK,G2,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_CUM,IPS2_SM,LTW
597,P,MTK,G2,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
598,P,MTK,G3,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
599,P,MTK,G2,LL,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
600,P,MTK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_CUM,IPS2_CUM,LTW
601,P,MTK,G5,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
602,P,MTK,G3,SMP,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LLW_1
603,P,MTK,G3,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,LTW
604,P,MTK,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,LTW
605,P,MTK,G2,SMP,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
606,L,MTK,G7,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
607,L,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
608,P,MTK,G3,SRJN,GRD,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LLW_1
609,P,MTK,G5,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
610,P,MTK,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LLW_1
611,P,MTK,G3,SMTA,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
612,P,MTK,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LTW
613,P,MTK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
614,L,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
615,L,MTK,G1,SRJN,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
616,P,MTK,G2,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
617,P,MTK,G4,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
618,P,MTK,G6,SMP,PDG,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
619,P,MTK,G3,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
620,P,MTK,G4,SRJN,PNS,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
621,P,MTK,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
622,P,MTK,G4,SMTA,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
623,L,MTK,G4,SRJN,GRD,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
624,P,MTK,G2,SMTA,BPN,LL,SKS1_B,SKS2_B,IPS1_CUM,IPS2_CUM,LTW
625,P,MTK,G4,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LTW
626,L,MTK,G2,LL,LL,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
627,P,MTK,G2,SMTA,GRD,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
628,L,MTK,G3,SD,PDG,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
629,P,MTK,G3,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LLW_1
630,P,MTK,G4,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_CUM,IPS2_SM,LTW
631,P,BIO,G2,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
632,L,BIO,G3,SMP,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
633,P,BIO,G2,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
634,P,BIO,G3,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LLW_1
635,P,BIO,G1,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
636,P,BIO,G3,SD,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
637,P,BIO,G3,LL,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LLW_1
638,P,BIO,G3,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
639,P,BIO,G3,SRJN,GRD,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LLW_1
640,L,BIO,G2,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LLW_1
641,P,BIO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_1
642,P,BIO,G3,SMP,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_CUM,LLW_2
643,L,BIO,G2,SD,LL,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LTW
644,P,BIO,G3,SMP,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LTW
645,P,BIO,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,LTW
646,P,BIO,G3,SMP,LL,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
647,L,BIO,G2,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
648,L,BIO,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
649,P,BIO,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LTW
650,P,BIO,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_2
651,P,BIO,G3,LL,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LTW
652,L,BIO,G4,SRJN,LL,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
653,P,BIO,G1,SD,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
654,P,BIO,G2,SRJN,PS,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
655,L,BIO,G2,SRJN,GRD,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,LLW_2
656,P,BIO,G1,SMTA,BPN,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
657,L,BIO,G2,SMP,LL,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
658,L,BIO,G1,LL,BPN,BPN,SKS1_B,SKS2_K,IPS1_KM,IPS2_SM,LLW_2
659,P,BIO,G2,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LTW
660,P,BIO,G2,SRJN,GRD,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
661,P,BIO,G3,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
662,P,BIO,G3,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
663,L,BIO,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LTW
664,P,BIO,G3,SD,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
665,L,BIO,G2,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,LLW_2
666,L,BIO,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
667,L,BIO,G2,SMTA,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LTW
668,L,BIO,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
669,L,BIO,G1,SRJN,PS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
670,P,BIO,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LTW
671,P,BIO,G1,SMTA,BPN,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LTW
672,P,BIO,G1,SRJN,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LTW
673,P,BIO,G4,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,LTW
674,P,BIO,G3,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LTW
675,P,BIO,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LTW
676,P,BIO,G2,SMP,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
677,P,BIO,G2,SMTA,PNS,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
678,L,BIO,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
679,P,BIO,G3,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
680,P,BIO,G3,SD,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
681,P,BIO,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LTW
682,P,BIO,G1,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,LTW
683,L,BIO,G4,SMTA,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
684,L,BIO,G3,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
685,P,BIO,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
686,P,BIO,G2,SMP,LL,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
687,L,BIO,G1,LL,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
688,L,BIO,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
689,P,BIO,G3,SRJN,GRD,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_2
690,P,BIO,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
691,L,BIO,G2,SMTA,PDG,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LTW
692,P,BIO,G3,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LTW
693,P,BIO,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LTW
694,P,BIO,G1,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LTW
695,L,BIO,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
696,L,BIO,G3,SRJN,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LLW_2
697,P,BIO,G2,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LTW
698,P,BIO,G2,SRJN,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
699,P,BIO,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LTW
700,P,BIO,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,LC
701,P,BIO,G2,SD,LL,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LC
702,P,BIO,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
