,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,SKS_S1,SKS_S2,IPK_TERAKHIR
215,L,AKU,G2,SMTA,LL,PDG,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
216,L,AKU,G3,SRJN,LL,PS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
217,P,AKU,G3,SMP,PS,PS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
218,P,AKU,G4,SRJN,PS,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
219,P,AKU,G2,SRJN,PDG,PS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
220,L,AKU,G4,SRJN,GRD,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
221,L,AKU,G6,SMTA,PDG,PS,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
222,L,AKU,G7,SMTA,PDG,PNS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
223,P,AKU,G4,SMP,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
224,P,AKU,G4,SRJN,LL,ABRI,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
225,P,AKU,G5,SRJN,PNS,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
226,L,AKU,G4,SRJN,GRD,PNS,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
227,L,AKU,G7,SRJN,LL,LL,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
228,L,AKU,G4,SRJN,GRD,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
229,P,AKU,G3,SMTA,LL,PNS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
230,L,AKU,G5,SMTA,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_M
231,L,AKU,G2,SMTA,LL,PSN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
232,P,AKU,G3,SMTA,PDG,PDG,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
233,P,AKU,G5,SRJN,PNS,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
234,L,AKU,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
235,L,AKU,G3,SRJN,LL,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
236,P,AKU,G3,SD,BPN,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
237,P,AKU,G3,SMP,BPN,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
238,P,AKU,G4,SMTA,LL,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
239,L,AKU,G4,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
240,P,AKU,G3,SRJN,PNS,PNS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
241,L,AKU,G5,SMTA,LL,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
242,P,AKU,G2,SMP,LL,LL,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
243,P,AKU,G4,SRJN,LL,PNS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
244,P,AKU,G4,SRJN,PNS,PNS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
245,L,AKU,G3,SMTA,PSN,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
246,P,AKU,G4,SMP,PDG,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
247,P,AKU,G1,SMTA,LL,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
248,L,AKU,G4,SMTA,PDG,GRD,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
249,P,AKU,G3,SRJN,PDG,PDG,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
250,P,AKU,G2,LL,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
251,P,AKU,G4,SRJN,GRD,LL,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
252,L,AKU,G3,SRJN,GRD,PNS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
253,P,AKU,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
254,L,AKU,G4,SMTA,PDG,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
255,L,AKU,G4,SRJN,LL,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
256,P,AKU,G4,SRJN,GRD,PDG,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
257,L,AKU,G5,SRJN,GRD,GRD,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
258,L,AKU,G6,SRJN,LL,PDG,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
259,L,AKU,G3,SMP,PDG,PSN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
260,L,AKU,G4,SRJN,PS,PNS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
261,L,AKU,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
262,P,AKU,G3,SRJN,PSN,PSN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
263,P,AKU,G4,SMP,PDG,PDG,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
264,L,AKU,G3,SMTA,LL,PSN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
265,P,AKU,G4,SMP,PDG,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
266,P,AKU,G4,SRJN,GRD,PNS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
267,P,AKU,G2,SMP,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
268,L,AKU,G4,SMTA,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
269,L,AKU,G2,SMTA,PDG,PDG,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
270,L,AKU,G5,SRJN,GRD,PSN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
271,L,AKU,G2,SMTA,LL,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
272,L,AKU,G7,SRJN,PDG,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
273,L,AKU,G7,SRJN,GRD,PS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
274,L,AKU,G5,SRJN,PNS,GRD,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
275,P,AKU,G7,SRJN,PS,PDG,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
276,P,AKU,G4,SMTA,LL,PSN,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
277,L,AKU,G4,SMTA,PSN,PSN,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
278,L,AKU,G4,SMTA,PS,PSN,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
279,P,AKU,G2,SD,BPN,BPN,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
280,P,AKU,G6,LL,PNS,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
281,P,AKU,G3,SRJN,LL,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
282,P,AKU,G3,SMP,BPN,BPN,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
283,P,AKU,G5,SRJN,LL,GRD,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
284,P,AKU,G4,SMTA,LL,LL,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
285,P,AKU,G2,SMTA,PDG,PDG,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
286,P,AKU,G4,SRJN,PS,ABRI,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
287,L,AKU,G4,SRJN,GRD,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
288,L,AKU,G3,SRJN,LL,PS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
289,P,AKU,G4,SRJN,GRD,PSN,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
290,P,AKU,G4,SMTA,LL,ABRI,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
291,P,AKU,G5,SRJN,LL,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
292,L,AKU,G7,SMTA,LL,GRD,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
293,L,AKU,G4,SRJN,LL,PNS,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
294,L,AKU,G4,SRJN,LL,LL,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
295,L,AKU,G5,SRJN,PS,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
296,P,AKU,G4,SRJN,GRD,LL,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,IPK_SM
297,L,AKU,G5,SRJN,GRD,ABRI,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
298,P,AKU,G3,SMTA,PDG,PS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
299,L,AKU,G2,SMTA,LL,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
300,P,AKU,G4,SRJN,GRD,PSN,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
301,P,AKU,G2,SMP,BPN,BPN,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
302,L,AKU,G4,SMTA,LL,PDG,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
303,L,AKU,G3,SMP,PDG,PSN,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
304,P,AKU,G4,SRJN,LL,GRD,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
305,P,AKU,G4,SRJN,GRD,PDG,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
306,P,AKU,G3,SMTA,LL,LL,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
307,L,AKU,G7,SMTA,LL,PNS,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
308,L,AKU,G1,SD,LL,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
309,P,AKU,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
310,P,AKU,G3,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
311,L,AKU,G3,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
312,L,AKU,G4,SRJN,GRD,PSN,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_SB,IPK_SM
313,P,AKU,G3,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
314,P,AKU,G5,SRJN,PDG,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
315,P,AKU,G4,LL,PNS,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
316,L,AKU,G5,SRJN,GRD,PNS,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
317,L,AKU,G7,SRJN,PS,LL,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
318,P,AKU,G4,SMTA,PNS,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
319,L,AKU,G2,SMP,LL,PDG,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
320,L,AKU,G3,SRJN,GRD,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
321,L,AKU,G4,SRJN,PDG,GRD,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
322,P,AKU,G3,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
323,P,AKU,G6,SMTA,PSN,PDG,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
324,P,AKU,G6,SRJN,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
325,P,AKU,G2,SD,PDG,PDG,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
326,P,AKU,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
327,L,AKU,G4,SRJN,GRD,BPN,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
328,L,AKU,G4,SRJN,PS,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
329,P,AKU,G4,SRJN,PSN,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
330,L,AKU,G2,LL,LL,BPN,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
331,P,AKU,G3,SMP,LL,PS,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
332,L,AKU,G7,SMTA,LL,PS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
333,P,AKU,G3,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
334,L,AKU,G3,SRJN,LL,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
335,P,AKU,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
336,P,AKU,G5,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
337,P,AKU,G4,SRJN,GRD,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
338,P,AKU,G7,SRJN,PS,PS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
339,L,AKU,G4,SMP,PDG,LL,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
340,P,AKU,G4,SRJN,LL,GRD,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
341,P,AKU,G1,SD,LL,LL,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
342,P,AKU,G4,SRJN,PDG,LL,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
343,P,AKU,G1,SMTA,LL,PDG,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
344,P,AKU,G3,SMTA,LL,PS,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
345,L,AKU,G4,SRJN,LL,PDG,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
346,L,AKU,G1,SMTA,LL,LL,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
347,P,AKU,G5,SMTA,PNS,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
348,P,AKU,G4,SRJN,GRD,LL,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
349,P,AKU,G4,SMTA,PS,PDG,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
350,L,AKU,G5,SRJN,GRD,PS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
351,P,EKO,G3,SMTA,PSN,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
352,P,EKO,G4,SMTA,PDG,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
353,P,EKO,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
354,P,EKO,G3,SMTA,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
355,P,EKO,G2,SMP,LL,PS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
356,P,EKO,G3,SMTA,PNS,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
357,P,EKO,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
358,P,EKO,G5,SRJN,LL,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
359,P,EKO,G1,SMP,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
360,P,EKO,G3,SMTA,LL,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
361,P,EKO,G2,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
362,L,EKO,G4,SRJN,GRD,GRD,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,IPK_KM
363,P,EKO,G3,LL,PDG,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,IPK_KM
364,P,EKO,G4,SMTA,LL,GRD,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
365,P,EKO,G5,SRJN,PDG,PS,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_KM
366,L,EKO,G3,SRJN,GRD,GRD,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
367,L,EKO,G1,SMP,LL,BPN,IPS1_SM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
368,L,EKO,G3,SRJN,GRD,GRD,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_KM
369,L,EKO,G3,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_M
370,P,EKO,G3,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
371,L,EKO,G1,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
372,P,EKO,G3,SRJN,PNS,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
373,L,EKO,G4,SRJN,PNS,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_SM
374,P,EKO,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
375,L,EKO,G1,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
376,P,EKO,G1,SMTA,LL,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
377,L,EKO,G3,SMTA,LL,ABRI,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
378,P,EKO,G2,SMTA,PDG,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_KM
379,P,EKO,G3,SMTA,PDG,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
380,P,EKO,G3,SMTA,LL,GRD,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_SB,IPK_SM
381,L,EKO,G3,SMTA,LL,PNS,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
382,L,EKO,G6,SRJN,PNS,GRD,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_KM
383,L,EKO,G3,SRJN,GRD,BPN,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
384,P,EKO,G2,SD,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
385,L,EKO,G1,SD,LL,PDG,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_KM
386,P,EKO,G2,SD,BPN,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
387,P,EKO,G3,SMTA,LL,PNS,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
388,P,EKO,G3,SMTA,PDG,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
389,P,EKO,G4,SMTA,LL,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
390,P,EKO,G3,SMTA,LL,PDG,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
391,P,EKO,G4,SRJN,GRD,PDG,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
392,L,EKO,G2,LL,BPN,BPN,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
393,L,EKO,G3,SMTA,PDG,PDG,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
394,P,EKO,G3,SRJN,LL,LL,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
395,L,EKO,G3,SMP,PDG,BPN,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
396,P,EKO,G4,SRJN,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
397,L,EKO,G3,SRJN,GRD,PNS,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_B,IPK_M
398,L,EKO,G2,SD,BPN,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
399,L,EKO,G2,SD,PDG,PDG,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
400,P,EKO,G2,SD,PDG,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
401,P,EKO,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
402,L,EKO,G2,LL,BPN,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
403,P,EKO,G4,SRJN,LL,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
404,P,EKO,G1,LL,BPN,BPN,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
405,P,EKO,G3,SMP,LL,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
406,P,EKO,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_KM
407,P,EKO,G4,SRJN,GRD,PS,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_KM
408,P,EKO,G2,SRJN,PNS,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
409,P,EKO,G3,SMP,PDG,PDG,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
410,L,EKO,G2,SMTA,LL,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
411,L,EKO,G3,SD,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_C,IPK_KM
412,P,EKO,G4,SRJN,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_SM
413,L,EKO,G3,SD,LL,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
414,P,EKO,G3,SD,LL,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
415,P,EKO,G4,SMTA,LL,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,IPK_KM
416,P,EKO,G2,SMP,PDG,PDG,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_KM
417,P,EKO,G3,SD,PDG,PSN,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,IPK_KM
418,L,EKO,G2,SMTA,PS,PS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_C,IPK_M
419,L,EKO,G3,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
420,P,EKO,G4,SRJN,PS,PS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
421,L,EKO,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
422,P,EKO,G3,SMTA,PSN,PSN,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_SM
423,L,EKO,G2,SMTA,PDG,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
424,L,EKO,G2,SMP,PDG,PDG,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_KM
425,L,EKO,G3,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
426,L,EKO,G3,SD,LL,PDG,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_KM
427,P,EKO,G3,SMTA,PDG,PDG,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
428,P,EKO,G2,SRJN,LL,PDG,IPS1_M,IPS2_M,SKS1_SB,SKS2_SB,IPK_KM
429,P,EKO,G6,SRJN,LL,PNS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_KM
430,P,EKO,G2,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
431,P,EKO,G4,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_SM
432,L,EKO,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
433,L,EKO,G5,SRJN,GRD,ABRI,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_M
434,P,EKO,G3,SMP,PDG,PDG,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_KM
435,L,EKO,G4,SRJN,PNS,GRD,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_C,IPK_M
436,L,EKO,G5,SMTA,PS,PNS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_KM
437,P,EKO,G4,SRJN,PS,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
438,L,EKO,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
