,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,SKS_S1,SKS_S2,IPK_TERAKHIR
1057,P,AKU,G4,SRJN,PS,PNS,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
669,P,AKU,G4,SRJN,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_M
5664,P,HUK,G4,SRJN,GRD,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
753,P,AKU,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
2044,P,EKO,G4,SMTA,GRD,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
3383,P,KOM,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
5721,L,HUK,G2,SMTA,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
5799,L,HUK,G4,SRJN,PS,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
6126,P,HUK,G4,SRJN,GRD,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
5629,P,HUK,G4,SMP,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
3447,P,KOM,G2,SMTA,LL,LL,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
5902,P,HUK,G4,SRJN,LL,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
998,L,AKU,G3,SMP,LL,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
2142,L,EKO,G4,SMTA,LL,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
2031,P,EKO,G2,SD,PDG,PDG,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
2136,P,EKO,G3,SMTA,LL,PSN,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
5354,P,HUK,G4,SMTA,PNS,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
2275,P,EKO,G2,SMP,BPN,BPN,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
5361,L,HUK,G3,SRJN,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_K,IPK_SM
2280,P,EKO,G7,SRJN,LL,PDG,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
994,L,AKU,G2,SD,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
5440,L,HUK,G4,SMTA,LL,PSN,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
3370,P,KOM,G1,SMTA,PDG,LL,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_KM
5682,P,HUK,G3,SRJN,GRD,ABRI,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
6373,L,HUK,G3,SMTA,LL,PNS,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,IPK_SM
1044,P,AKU,G3,SMP,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
1969,P,EKO,G2,SMTA,PS,PS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
5989,P,HUK,G2,SMTA,PSN,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
5931,P,HUK,G4,SRJN,GRD,GRD,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
904,L,AKU,G3,SRJN,GRD,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
5983,P,HUK,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_CUM
877,P,AKU,G3,SRJN,PNS,GRD,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
2212,P,EKO,G6,SRJN,PNS,PS,IPS1_M,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
6162,P,HUK,G3,SRJN,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
1012,P,AKU,G1,SD,BPN,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
6091,L,HUK,G4,SMTA,LL,ABRI,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
5655,L,HUK,G4,SRJN,GRD,ABRI,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
5995,P,HUK,G5,SMTA,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
2254,P,EKO,G2,SMTA,PDG,PSN,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
5453,L,HUK,G2,SMTA,LL,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1848,L,EKO,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_KM
2027,P,EKO,G4,SD,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
3112,L,KOM,G1,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_M
1993,L,EKO,G3,SMTA,LL,PSN,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
3239,L,KOM,G3,SMP,PDG,PDG,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
6074,P,HUK,G3,SRJN,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1912,P,EKO,G4,SD,PDG,PDG,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
5386,P,HUK,G3,SMTA,PDG,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
5594,L,HUK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_SM
6030,L,HUK,G5,SRJN,PNS,ABRI,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
3212,L,KOM,G3,SMTA,LL,PSN,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
5130,P,HUK,G4,SRJN,GRD,GRD,IPS1_M,IPS2_SM,SKS1_K,SKS2_B,IPK_SM
6375,L,HUK,G7,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1850,P,EKO,G3,SMTA,PS,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_CUM
2952,P,KOM,G1,SMTA,LL,PSN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_M
2157,P,EKO,G3,SMTA,PDG,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
993,P,AKU,G3,LL,LL,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
3466,P,KOM,G4,SMTA,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_KM
2181,P,EKO,G1,SD,LL,PSN,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
5921,P,HUK,G3,SRJN,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
823,L,AKU,G3,LL,PDG,PDG,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
6141,L,HUK,G4,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
2068,L,EKO,G3,SRJN,LL,PSN,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_K,IPK_SM
5118,L,HUK,G4,SRJN,LL,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_SB,IPK_M
6266,P,HUK,G5,SRJN,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
6121,P,HUK,G4,SMTA,PNS,LL,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
2253,L,EKO,G2,SD,LL,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
6345,L,HUK,G6,SRJN,LL,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
5832,L,HUK,G4,SRJN,GRD,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
6291,L,HUK,G3,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_K,IPK_SM
5162,P,HUK,G1,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,IPK_M
3128,P,KOM,G2,SD,PDG,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
5852,P,HUK,G3,SD,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
5469,L,HUK,G4,SRJN,LL,PNS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_KM
5646,L,HUK,G4,SRJN,PS,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
689,P,AKU,G4,SMTA,LL,GRD,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_B,IPK_SM
5675,L,HUK,G4,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1096,P,AKU,G3,SMP,PS,PDG,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
1977,L,EKO,G4,SMTA,LL,PNS,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
6319,L,HUK,G3,SRJN,PSN,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,IPK_SM
5876,L,HUK,G2,SMP,LL,PDG,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,IPK_SM
5959,L,HUK,G4,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1951,L,EKO,G4,LL,LL,PS,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
3364,L,KOM,G7,SMTA,PDG,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
1113,L,AKU,G7,SRJN,PS,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
3209,P,KOM,G3,SRJN,PNS,GRD,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
5382,P,HUK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
5502,L,HUK,G3,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
3453,L,KOM,G4,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
5643,L,HUK,G6,SRJN,PNS,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_M
5991,P,HUK,G4,SMTA,PNS,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
697,P,AKU,G2,SD,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
1197,P,AKU,G3,SMTA,LL,PDG,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_SB,IPK_SM
1025,L,AKU,G6,SRJN,GRD,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
2243,P,EKO,G4,SRJN,LL,LL,IPS1_M,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
5374,P,HUK,G3,SMTA,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
3252,L,KOM,G7,SRJN,LL,PS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
667,L,AKU,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
2129,L,EKO,G7,SRJN,PDG,LL,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
6146,P,HUK,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
1891,P,EKO,G2,SMTA,LL,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
5110,P,HUK,G3,SRJN,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,IPK_M
6241,P,HUK,G5,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
3270,L,KOM,G2,SMTA,PDG,BPN,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
787,L,AKU,G3,SMTA,LL,PSN,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
6180,L,HUK,G4,SMTA,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
764,P,AKU,G3,SRJN,PSN,PNS,IPS1_M,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
3078,P,KOM,G5,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
6233,P,HUK,G4,SMP,PDG,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
5733,L,HUK,G4,SMTA,LL,PSN,IPS1_CUM,IPS2_M,SKS1_B,SKS2_SB,IPK_CUM
2088,L,EKO,G4,SRJN,LL,PDG,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
1036,L,AKU,G3,SMP,LL,PSN,IPS1_CUM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
6212,L,HUK,G4,SMTA,LL,ABRI,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1058,L,AKU,G5,SRJN,PS,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
6378,L,HUK,G5,SRJN,PDG,GRD,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
2187,P,EKO,G7,SRJN,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
1065,P,AKU,G4,SRJN,LL,PS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
1114,P,AKU,G2,SMP,LL,PDG,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
670,P,AKU,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_SM
2264,L,EKO,G5,SRJN,PS,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
2303,L,EKO,G2,SMTA,BPN,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
1968,L,EKO,G2,SMTA,PDG,PDG,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
3096,P,KOM,G3,SMTA,PNS,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
5457,P,HUK,G6,SRJN,PDG,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1954,P,EKO,G7,SRJN,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
5396,P,HUK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2206,L,EKO,G3,SMTA,LL,PNS,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
3114,P,KOM,G3,SMTA,PDG,PDG,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
767,P,AKU,G4,SRJN,PNS,GRD,IPS1_SM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
1184,L,AKU,G4,SRJN,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
5957,L,HUK,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
5900,L,HUK,G5,SRJN,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_SM
3409,P,KOM,G3,SRJN,PS,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
2310,L,EKO,G4,SRJN,GRD,PDG,IPS1_M,IPS2_CUM,SKS1_SB,SKS2_B,IPK_SM
6186,P,HUK,G7,SRJN,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
2059,P,EKO,G3,SMTA,PSN,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
3330,P,KOM,G5,SMP,LL,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
5839,P,HUK,G4,SRJN,PNS,ABRI,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
683,P,AKU,G4,SMTA,LL,PDG,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_SB,IPK_SM
5455,L,HUK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
6070,L,HUK,G3,SRJN,GRD,PSN,IPS1_KM,IPS2_KM,SKS1_C,SKS2_B,IPK_KM
6221,L,HUK,G4,SMTA,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_SB,IPK_M
870,P,AKU,G4,SMTA,LL,PDG,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
3193,L,KOM,G2,SRJN,GRD,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
3473,P,KOM,G5,SRJN,PS,PNS,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
1979,P,EKO,G3,SRJN,PS,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
2061,P,EKO,G3,SMTA,LL,PNS,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
3111,P,KOM,G3,SMTA,PNS,GRD,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_SB,IPK_SM
5793,L,HUK,G3,SMTA,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
5423,P,HUK,G3,SMTA,PSN,PSN,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_CUM
3146,L,KOM,G4,SRJN,GRD,LL,IPS1_M,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
3173,P,KOM,G3,SMTA,LL,LL,IPS1_CUM,IPS2_M,SKS1_SB,SKS2_SB,IPK_KM
3368,P,KOM,G4,SRJN,GRD,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
1007,L,AKU,G2,SMTA,LL,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
1041,L,AKU,G3,LL,GRD,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
3195,P,KOM,G2,SRJN,PDG,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,IPK_KM
800,L,AKU,G6,SMTA,PS,PNS,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
922,P,AKU,G2,SMP,BPN,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
5673,L,HUK,G3,SRJN,GRD,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
978,L,AKU,G6,SRJN,PNS,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
6196,P,HUK,G4,SRJN,LL,PSN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
3452,P,KOM,G4,SMTA,PNS,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
3322,P,KOM,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
2286,L,EKO,G3,SRJN,LL,PSN,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
6257,P,HUK,G4,SRJN,LL,PSN,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
5426,L,HUK,G3,SRJN,GRD,GRD,IPS1_M,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
983,L,AKU,G3,SMP,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
6069,L,HUK,G2,SMTA,PSN,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
5370,L,HUK,G1,SRJN,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
3166,P,KOM,G3,SRJN,LL,PS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
1883,L,EKO,G2,SMTA,PDG,LL,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_C,IPK_M
804,L,AKU,G4,SRJN,PDG,PNS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
6244,L,HUK,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
1137,L,AKU,G5,LL,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
773,L,AKU,G7,SMTA,PDG,PDG,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_SB,IPK_SM
5761,L,HUK,G3,SMTA,LL,PNS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_SB,IPK_SM
3343,P,KOM,G2,SRJN,LL,BPN,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
6031,P,HUK,G4,SRJN,PDG,PSN,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_B,IPK_CUM
2308,L,EKO,G7,SMTA,LL,PS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
5668,L,HUK,G4,SMTA,LL,PS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
5881,L,HUK,G4,SRJN,GRD,ABRI,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
3235,L,KOM,G5,SRJN,PDG,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
3265,L,KOM,G4,SMTA,PDG,PDG,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_SM
2072,L,EKO,G3,SMTA,BPN,BPN,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
3237,P,KOM,G3,SRJN,GRD,GRD,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
962,L,AKU,G4,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
6352,P,HUK,G6,SRJN,PNS,GRD,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
1971,P,EKO,G4,SMTA,LL,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
1174,L,AKU,G4,SRJN,LL,PNS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
5667,L,HUK,G3,SMTA,LL,ABRI,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1809,L,EKO,G3,SMTA,BPN,PS,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
5743,L,HUK,G6,SRJN,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
5600,L,HUK,G3,SD,PDG,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
5732,L,HUK,G5,SMTA,LL,PNS,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_M
2008,P,EKO,G3,SRJN,LL,PNS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,IPK_SM
6363,P,HUK,G3,SRJN,PNS,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
5738,P,HUK,G4,SRJN,PDG,PNS,IPS1_KM,IPS2_SM,SKS1_C,SKS2_B,IPK_SM
5351,L,HUK,G6,SRJN,PNS,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
995,L,AKU,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
3172,L,KOM,G5,SMTA,LL,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
5587,P,HUK,G3,SMP,LL,PS,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,IPK_SM
5140,L,HUK,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_SM
3425,P,KOM,G3,SD,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
3389,P,KOM,G3,SD,LL,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_KM
6170,P,HUK,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
5679,L,HUK,G6,SRJN,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,IPK_SM
3319,P,KOM,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
6075,P,HUK,G4,SRJN,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
1017,L,AKU,G5,SRJN,GRD,PNS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
5510,P,HUK,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_KM,SKS1_K,SKS2_SB,IPK_CUM
1899,P,EKO,G3,SRJN,PNS,GRD,IPS1_CUM,IPS2_M,SKS1_SB,SKS2_SB,IPK_KM
774,L,AKU,G5,SRJN,LL,LL,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_SB,IPK_SM
6341,P,HUK,G4,SMTA,PDG,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
2320,P,EKO,G3,SD,BPN,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
2255,P,EKO,G4,SMTA,LL,PS,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
6339,P,HUK,G2,SMTA,LL,PDG,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
778,P,AKU,G5,SMTA,LL,PNS,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
2299,P,EKO,G3,SD,LL,PDG,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
6315,P,HUK,G2,SMP,LL,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
6278,P,HUK,G4,SMTA,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
5605,L,HUK,G6,SRJN,PDG,PNS,IPS1_M,IPS2_CUM,SKS1_K,SKS2_B,IPK_CUM
3093,P,KOM,G4,SRJN,PS,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
2225,P,EKO,G4,SMTA,LL,PS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,IPK_CUM
