,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,SKS_S1,SKS_S2,STATUS_LULUS
927,P,KOM,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
928,P,KOM,G2,SMP,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
929,P,KOM,G5,SRJN,PDG,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
930,P,KOM,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
931,P,KOM,G7,SRJN,PNS,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
932,P,KOM,G3,SRJN,PS,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
933,P,KOM,G5,SMTA,LL,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
934,L,KOM,G4,SMTA,PS,PS,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,LC
935,P,KOM,G4,SRJN,GRD,PSN,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
936,L,KOM,G4,SRJN,PNS,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
937,P,KOM,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
938,P,KOM,G4,SRJN,LL,GRD,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,LTW
939,P,KOM,G5,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
940,L,KOM,G2,SRJN,PS,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
941,P,KOM,G3,SD,LL,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,LLW
942,L,KOM,G5,SRJN,GRD,PNS,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,LLW
943,P,KOM,G5,SRJN,GRD,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
944,P,KOM,G3,SMTA,PNS,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
945,L,KOM,G7,SRJN,LL,PS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LLW
946,P,KOM,G2,SMTA,PSN,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
947,P,KOM,G3,SMTA,PDG,LL,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
948,P,KOM,G2,SMTA,LL,LL,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
949,L,KOM,G3,LL,BPN,BPN,IPS1_M,IPS2_M,SKS1_SB,SKS2_SB,LLW
950,P,KOM,G4,SMTA,LL,ABRI,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LC
951,P,KOM,G3,SMTA,PDG,PDG,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
952,P,KOM,G4,SMTA,PNS,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
953,L,KOM,G4,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LC
954,P,KOM,G4,SRJN,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
955,P,KOM,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LC
956,P,KOM,G4,SRJN,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
957,L,KOM,G2,LL,BPN,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
958,P,KOM,G3,SRJN,LL,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
959,P,KOM,G3,SMTA,LL,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,LLW
960,P,KOM,G5,SRJN,PS,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
961,P,KOM,G4,SMTA,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
962,P,KOM,G6,SRJN,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LC
963,P,KOM,G6,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
964,P,KOM,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
965,P,KOM,G3,SMTA,LL,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
966,P,KOM,G5,SRJN,PS,PNS,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,LLW
967,L,KOM,G5,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
968,P,KOM,G7,SRJN,PNS,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
969,L,HUK,G3,SMTA,PSN,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_K,LLW
970,P,HUK,G1,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_SB,LLW
971,P,HUK,G3,SRJN,GRD,PNS,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,LTW
972,L,HUK,G4,SRJN,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
973,P,HUK,G3,SRJN,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
974,L,HUK,G4,SRJN,PDG,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_SB,LLW
975,L,HUK,G3,SRJN,LL,PSN,IPS1_KM,IPS2_KM,SKS1_K,SKS2_B,LLW
976,L,HUK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_K,SKS2_SB,LLW
977,L,HUK,G3,SMP,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
978,L,HUK,G3,SMTA,PS,PS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
979,L,HUK,G3,SRJN,BPN,PSN,IPS1_KM,IPS2_M,SKS1_B,SKS2_SB,LLW
980,L,HUK,G4,SRJN,LL,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_SB,LLW
981,P,HUK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
982,P,HUK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,LTW
983,L,HUK,G3,SRJN,GRD,PSN,IPS1_KM,IPS2_KM,SKS1_K,SKS2_B,LLW
984,L,HUK,G4,SMP,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_K,SKS2_C,LLW
985,L,HUK,G3,SRJN,PNS,PNS,IPS1_M,IPS2_KM,SKS1_K,SKS2_B,LLW
986,P,HUK,G4,SRJN,GRD,GRD,IPS1_M,IPS2_SM,SKS1_K,SKS2_B,LLW
987,L,HUK,G3,SMTA,PNS,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
988,P,HUK,G3,SMTA,LL,GRD,IPS1_KM,IPS2_M,SKS1_K,SKS2_B,LLW
989,P,HUK,G5,SMTA,PDG,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
990,L,HUK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
991,L,HUK,G4,SMP,LL,PSN,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
992,L,HUK,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
993,L,HUK,G3,SMTA,LL,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
994,L,HUK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
995,L,HUK,G2,SMP,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
996,L,HUK,G3,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
997,P,HUK,G3,SMTA,PNS,PNS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
998,L,HUK,G4,SMTA,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
999,P,HUK,G4,SMP,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1000,P,HUK,G1,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
1001,P,HUK,G3,SMTA,LL,PDG,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,LLW
1002,L,HUK,G2,LL,PDG,LL,IPS1_KM,IPS2_KM,SKS1_C,SKS2_K,LLW
1003,P,HUK,G2,SMP,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1004,L,HUK,G6,SRJN,PNS,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,LLW
1005,P,HUK,G4,SMTA,PNS,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
1006,P,HUK,G3,SMTA,PNS,PS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
1007,L,HUK,G3,SMTA,PNS,PNS,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LTW
1008,L,HUK,G3,SRJN,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_K,LLW
1009,P,HUK,G4,SMTA,LL,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,LTW
1010,P,HUK,G3,SRJN,LL,GRD,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LLW
1011,P,HUK,G5,SMTA,GRD,LL,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
1012,L,HUK,G1,SRJN,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1013,P,HUK,G1,SMTA,BPN,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
1014,P,HUK,G3,SMTA,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1015,P,HUK,G4,SRJN,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1016,L,HUK,G3,SRJN,GRD,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
1017,L,HUK,G4,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1018,P,HUK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
1019,L,HUK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1020,P,HUK,G3,SRJN,PDG,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
1021,P,HUK,G3,SRJN,GRD,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1022,L,HUK,G4,SMTA,PNS,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1023,L,HUK,G2,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1024,L,HUK,G5,SMTA,GRD,PNS,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,LTW
1025,P,HUK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
1026,P,HUK,G4,SRJN,PNS,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
1027,L,HUK,G6,SRJN,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
1028,P,HUK,G5,SRJN,PS,PNS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
1029,P,HUK,G4,SMTA,LL,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_SB,LTW
1030,L,HUK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1031,P,HUK,G3,SMTA,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1032,P,HUK,G4,SMTA,PDG,PNS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1033,P,HUK,G5,SRJN,PNS,PNS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_SB,LTW
1034,L,HUK,G3,SD,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
1035,P,HUK,G3,SRJN,LL,PNS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
1036,L,HUK,G3,SRJN,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1037,P,HUK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LTW
1038,L,HUK,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
1039,P,HUK,G4,SMTA,PDG,PNS,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,LTW
1040,P,HUK,G3,SMTA,PSN,PSN,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LTW
1041,L,HUK,G2,SMTA,LL,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LTW
1042,L,HUK,G4,SRJN,PNS,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1043,L,HUK,G3,SMTA,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1044,L,HUK,G6,SMTA,PDG,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1045,L,HUK,G1,SMP,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
1046,L,HUK,G3,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1047,P,HUK,G4,SRJN,PNS,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,LLW
1048,L,HUK,G4,SMTA,LL,PSN,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
1049,P,HUK,G2,SMTA,PDG,LL,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
1050,L,HUK,G3,SRJN,PNS,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1051,P,HUK,G4,SRJN,PSN,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
1052,L,HUK,G3,SMTA,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
1053,P,HUK,G3,SRJN,GRD,PSN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LTW
1054,L,HUK,G1,SRJN,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1055,L,HUK,G2,SMTA,LL,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1056,L,HUK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1057,P,HUK,G4,SRJN,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1058,P,HUK,G6,SRJN,PDG,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
1059,L,HUK,G3,SMTA,PNS,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LLW
1060,P,HUK,G3,SMTA,LL,ABRI,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LTW
1061,P,HUK,G3,SMTA,LL,PSN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
1062,L,HUK,G4,SRJN,GRD,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1063,L,HUK,G3,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_C,SKS2_B,LLW
1064,L,HUK,G3,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LTW
1065,P,HUK,G1,LL,LL,BPN,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
1066,L,HUK,G4,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1067,L,HUK,G4,SRJN,LL,PNS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LLW
1068,L,HUK,G2,SMTA,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1069,P,HUK,G4,SMTA,LL,PS,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1070,L,HUK,G3,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1071,P,HUK,G4,SRJN,GRD,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
1072,L,HUK,G4,SRJN,GRD,PDG,IPS1_CUM,IPS2_M,SKS1_B,SKS2_SB,LTW
1073,L,HUK,G2,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1074,L,HUK,G3,SMTA,LL,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1075,L,HUK,G7,SMTA,PDG,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1076,L,HUK,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1077,P,HUK,G3,SRJN,LL,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1078,P,HUK,G3,SMTA,PDG,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1079,P,HUK,G2,SMTA,PDG,PDG,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
1080,L,HUK,G4,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1081,P,HUK,G2,SMTA,PNS,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1082,L,HUK,G3,LL,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1083,L,HUK,G1,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1084,P,HUK,G5,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1085,P,HUK,G2,SD,LL,PS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_SB,LTW
1086,P,HUK,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_KM,SKS1_K,SKS2_SB,LTW
1087,P,HUK,G2,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1088,P,HUK,G4,SRJN,LL,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
1089,L,HUK,G4,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1090,L,HUK,G3,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,LTW
1091,L,HUK,G3,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1092,L,HUK,G3,SMTA,LL,ABRI,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
1093,P,HUK,G1,SD,LL,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,LLW
1094,P,HUK,G3,SRJN,LL,PS,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,LTW
1095,L,HUK,G3,SRJN,GRD,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,LLW
1096,L,HUK,G4,SRJN,LL,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_K,LLW
1097,L,HUK,G4,SRJN,PS,PS,IPS1_KM,IPS2_KM,SKS1_C,SKS2_B,LLW
1098,P,HUK,G3,SMTA,PDG,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
1099,L,HUK,G2,SMTA,LL,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
1100,L,HUK,G3,SRJN,LL,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
1101,P,HUK,G4,SRJN,PSN,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1102,P,HUK,G3,SMTA,PS,PS,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,LTW
1103,P,HUK,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_SB,LTW
1104,L,HUK,G2,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LTW
1105,L,HUK,G2,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
1106,P,HUK,G2,SD,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
1107,L,HUK,G4,SRJN,PDG,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_C,LLW
1108,L,HUK,G4,SRJN,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1109,L,HUK,G3,SRJN,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1110,P,HUK,G3,SMP,LL,PDG,IPS1_SM,IPS2_SM,SKS1_K,SKS2_B,LLW
1111,P,HUK,G4,SMTA,PDG,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
1112,P,HUK,G3,SMTA,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1113,P,HUK,G1,SMTA,LL,PS,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
1114,P,HUK,G2,SMP,PDG,PDG,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
1115,P,HUK,G3,SRJN,GRD,PSN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1116,L,HUK,G5,SMTA,LL,ABRI,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1117,L,HUK,G2,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_C,SKS2_B,LLW
1118,P,HUK,G2,SRJN,GRD,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,LTW
1119,L,HUK,G3,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_K,SKS2_B,LLW
1120,P,HUK,G4,SMTA,LL,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
1121,L,HUK,G3,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
1122,L,HUK,G3,SMTA,LL,GRD,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1123,P,HUK,G2,SMTA,LL,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LTW
1124,P,HUK,G3,SMTA,LL,PNS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LTW
1125,P,HUK,G4,SRJN,GRD,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_SB,LTW
1126,P,HUK,G3,SMTA,LL,PDG,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1127,L,HUK,G3,SMTA,PS,PDG,IPS1_M,IPS2_M,SKS1_K,SKS2_B,LLW
1128,L,HUK,G5,SRJN,GRD,LL,IPS1_KM,IPS2_SM,SKS1_B,SKS2_C,LLW
1129,L,HUK,G3,SRJN,PNS,PS,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,LTW
1130,P,HUK,G3,SMP,LL,PS,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,LLW
1131,P,HUK,G5,SMTA,LL,PS,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
1132,L,HUK,G4,SRJN,GRD,ABRI,IPS1_KM,IPS2_SM,SKS1_B,SKS2_C,LTW
1133,P,HUK,G4,SMTA,LL,PS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
1134,L,HUK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1135,L,HUK,G3,SD,PDG,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1136,L,HUK,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
1137,P,HUK,G4,SMTA,PSN,PSN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1138,L,HUK,G6,SRJN,PDG,PNS,IPS1_M,IPS2_CUM,SKS1_K,SKS2_B,LTW
1139,L,HUK,G4,SRJN,PS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1140,P,HUK,G4,SMTA,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1141,P,HUK,G3,SRJN,GRD,LL,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
1142,L,HUK,G4,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1143,P,HUK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1144,L,HUK,G3,SRJN,PNS,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
1145,P,HUK,G3,SMP,PDG,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1146,P,HUK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1147,P,HUK,G4,SMTA,PDG,PS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1148,P,HUK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1149,P,HUK,G2,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1150,L,HUK,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
1151,L,HUK,G4,SRJN,PS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1152,P,HUK,G2,SRJN,PS,PS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1153,P,HUK,G2,SMP,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1154,L,HUK,G4,SRJN,PNS,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1155,L,HUK,G5,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1156,P,HUK,G4,SMP,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1157,L,HUK,G4,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1158,P,HUK,G7,SRJN,PDG,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1159,L,HUK,G4,SMTA,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_C,SKS2_B,LLW
1160,L,HUK,G3,SRJN,PS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1161,L,HUK,G3,SRJN,GRD,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,LLW
1162,P,HUK,G2,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1163,L,HUK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1164,L,HUK,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
