,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,SKS_S1,SKS_S2,IP_S1,IP_S2,IPK_TERAKHIR
1777,L,KOM,G5,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1778,L,KOM,G3,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1779,P,HUK,G4,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1780,L,KOM,G5,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1781,P,HUK,G4,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1782,L,EKO,G2,LL,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1783,L,HUK,G3,SMTA,PSN,GRD,SKS1_B,SKS2_K,IPS1_KM,IPS2_KM,IPK_KM
1784,P,EKO,G3,SMTA,PDG,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1785,P,EKO,G2,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1786,L,KOM,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_KM
1787,L,KOM,G2,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1788,P,EKO,G5,SRJN,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1789,L,EKO,G4,SRJN,GRD,PSN,SKS1_SB,SKS2_SB,IPS1_M,IPS2_KM,IPK_KM
1790,P,KOM,G3,SRJN,PSN,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1791,P,KOM,G3,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_M,IPK_KM
1792,L,EKO,G4,SRJN,GRD,PSN,SKS1_SB,SKS2_SB,IPS1_M,IPS2_KM,IPK_KM
1793,P,KOM,G2,SRJN,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1794,P,EKO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1795,P,EKO,G4,SMTA,LL,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1796,L,KOM,G3,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1797,P,KOM,G3,SRJN,PSN,PSN,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1798,L,KOM,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_KM
1799,P,EKO,G3,SD,PDG,PSN,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_KM
1800,L,EKO,G2,LL,BPN,BPN,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_KM
1801,L,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1802,P,EKO,G3,SRJN,PNS,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1803,P,KOM,G4,SMTA,LL,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
1804,L,EKO,G3,SMTA,LL,LL,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_KM
1805,L,EKO,G2,SD,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_KM
1806,L,AKU,G4,SMTA,PNS,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1807,L,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1808,P,KOM,G4,SRJN,PDG,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1809,L,HUK,G3,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1810,L,HUK,G2,SRJN,GRD,PS,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
1811,L,KOM,G5,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_M,IPK_KM
1812,P,EKO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1813,L,EKO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1814,P,KOM,G4,SRJN,GRD,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1815,P,KOM,G4,SMTA,LL,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
1816,P,EKO,G3,SD,LL,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1817,L,KOM,G3,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1818,L,KOM,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
1819,L,KOM,G4,SRJN,PDG,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1820,P,KOM,G3,SMTA,PNS,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_KM
1821,P,HUK,G2,SD,LL,BPN,SKS1_B,SKS2_SB,IPS1_KM,IPS2_SM,IPK_KM
1822,L,EKO,G3,SD,PDG,GRD,SKS1_SB,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
1823,P,KOM,G3,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1824,L,KOM,G3,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1825,L,KOM,G4,SRJN,PS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1826,P,EKO,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1827,P,EKO,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1828,L,KOM,G4,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1829,L,HUK,G3,SRJN,GRD,PSN,SKS1_K,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1830,L,KOM,G4,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_KM
1831,P,KOM,G4,SRJN,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_KM
1832,P,KOM,G4,SMTA,LL,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
1833,L,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1834,P,KOM,G7,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1835,L,KOM,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
1836,P,EKO,G3,SD,LL,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1837,P,KOM,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_KM
1838,L,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1839,P,KOM,G5,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1840,P,KOM,G4,SRJN,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1841,L,KOM,G4,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1842,L,AKU,G7,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1843,L,HUK,G3,SRJN,GRD,PSN,SKS1_K,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1844,L,AKU,G4,SMTA,PNS,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1845,P,EKO,G4,SRJN,PDG,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1846,L,HUK,G3,SRJN,GRD,GRD,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1847,P,EKO,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1848,P,KOM,G4,SMTA,LL,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1849,L,EKO,G5,SMTA,PS,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1850,P,KOM,G7,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1851,L,EKO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1852,L,HUK,G2,SRJN,GRD,PS,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
1853,P,KOM,G4,SMP,LL,PNS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_KM
1854,P,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1855,P,KOM,G4,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1856,L,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1857,P,KOM,G4,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1858,P,KOM,G4,SMTA,LL,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1859,L,KOM,G4,SRJN,PS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1860,P,EKO,G3,SD,PDG,PSN,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_KM
1861,L,HUK,G1,SD,PDG,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
1862,P,KOM,G3,SMTA,LL,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_M,IPK_KM
1863,L,AKU,G3,SMP,LL,PS,SKS1_SB,SKS2_K,IPS1_KM,IPS2_KM,IPK_KM
1864,P,KOM,G3,SRJN,LL,GRD,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_KM
1865,L,KOM,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
1866,P,KOM,G3,SMTA,PDG,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1867,P,KOM,G5,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
1868,P,KOM,G1,SMTA,PDG,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1869,L,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1870,P,EKO,G3,SD,LL,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1871,L,EKO,G3,SMTA,PSN,PSN,SKS1_SB,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
1872,P,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1873,P,KOM,G3,SRJN,LL,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1874,L,AKU,G3,SMP,LL,PS,SKS1_SB,SKS2_K,IPS1_KM,IPS2_KM,IPK_KM
1875,L,KOM,G5,SRJN,GRD,PDG,SKS1_SB,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
1876,L,EKO,G5,SMTA,PS,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1877,L,KOM,G5,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_M,IPK_KM
1878,L,EKO,G3,SD,PDG,GRD,SKS1_SB,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
1879,L,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1880,P,KOM,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1881,P,KOM,G4,SRJN,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_KM
1882,P,EKO,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1883,P,EKO,G2,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1884,L,EKO,G3,SD,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1885,P,EKO,G4,SRJN,LL,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1886,P,KOM,G3,SMTA,PS,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_CUM,IPK_KM
1887,L,KOM,G4,SRJN,PS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1888,L,KOM,G2,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1889,P,KOM,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_KM
1890,P,KOM,G3,LL,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
1891,P,HUK,G4,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1892,L,HUK,G3,SRJN,GRD,PSN,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1893,P,KOM,G3,LL,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
1894,L,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1895,P,EKO,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1896,P,EKO,G4,SRJN,LL,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1897,P,KOM,G4,SMP,LL,PNS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_KM
1898,L,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,IPK_KM
1899,P,KOM,G7,SRJN,PS,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_KM
1900,P,EKO,G3,SMP,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_KM
1901,P,AKU,G1,SMTA,LL,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_KM
1902,L,HUK,G3,SRJN,GRD,GRD,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1903,P,KOM,G6,SRJN,PNS,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1904,L,HUK,G3,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1905,P,EKO,G2,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_KM
1906,P,KOM,G7,SRJN,PS,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_KM
1907,P,EKO,G3,SD,LL,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1908,L,HUK,G3,SMTA,PSN,GRD,SKS1_B,SKS2_K,IPS1_KM,IPS2_KM,IPK_KM
1909,P,KOM,G2,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_KM
1910,P,KOM,G4,SMP,LL,PNS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_KM
1911,P,HUK,G5,SRJN,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1912,L,KOM,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1913,L,EKO,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,IPK_KM
1914,L,EKO,G2,LL,BPN,BPN,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_KM
1915,L,HUK,G2,SRJN,GRD,PS,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
1916,P,KOM,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_KM
1917,P,EKO,G3,SMP,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_KM
1918,P,KOM,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1919,P,KOM,G3,LL,BPN,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
1920,P,KOM,G4,SRJN,PDG,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1921,P,KOM,G7,SMTA,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1922,P,EKO,G2,SD,PDG,BPN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1923,P,HUK,G6,SMTA,LL,LL,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
1924,P,EKO,G2,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1925,L,EKO,G2,LL,BPN,BPN,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,IPK_KM
1926,P,KOM,G2,SMP,LL,BPN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
1927,P,KOM,G3,SRJN,LL,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1928,L,KOM,G2,SD,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1929,L,HUK,G3,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1930,P,KOM,G4,SRJN,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1931,P,EKO,G4,SRJN,GRD,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1932,L,EKO,G4,SRJN,GRD,PSN,SKS1_SB,SKS2_SB,IPS1_M,IPS2_KM,IPK_KM
1933,L,HUK,G3,SRJN,GRD,PSN,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1934,L,KOM,G1,LL,PDG,BPN,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1935,P,KOM,G3,SRJN,PSN,PSN,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1936,P,KOM,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1937,L,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,IPK_KM
1938,L,KOM,G4,SMTA,PDG,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1939,P,KOM,G4,SMTA,LL,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1940,P,KOM,G4,SRJN,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1941,L,EKO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1942,P,KOM,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1943,L,AKU,G7,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1944,L,KOM,G4,SMTA,PDG,PNS,SKS1_SB,SKS2_C,IPS1_KM,IPS2_SM,IPK_KM
1945,L,KOM,G7,SRJN,LL,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
1946,P,EKO,G3,SRJN,LL,LL,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_KM
1947,P,AKU,G2,SMTA,PDG,LL,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_KM
1948,P,KOM,G5,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1949,L,KOM,G3,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1950,P,EKO,G2,SMP,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,IPK_KM
1951,L,KOM,G5,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1952,L,KOM,G4,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1953,P,KOM,G3,SRJN,PS,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1954,L,HUK,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1955,L,HUK,G5,SRJN,PNS,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1956,L,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1957,L,KOM,G5,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1958,L,EKO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1959,P,KOM,G4,SMTA,PNS,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1960,P,KOM,G4,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1961,L,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1962,P,EKO,G3,SD,LL,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1963,L,AKU,G7,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1964,P,KOM,G3,SMTA,PDG,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1965,L,EKO,G2,SMP,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_KM
1966,P,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1967,P,HUK,G6,SMTA,LL,LL,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
1968,P,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1969,P,EKO,G4,SRJN,GRD,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1970,L,EKO,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_KM
1971,P,KOM,G4,SRJN,PDG,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1972,P,KOM,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1973,P,KOM,G4,SRJN,PDG,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1974,P,KOM,G3,SRJN,PS,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1975,L,EKO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1976,L,KOM,G5,SRJN,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_KM
1977,L,EKO,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1978,P,KOM,G2,SRJN,PDG,BPN,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_KM
1979,P,EKO,G4,SMTA,LL,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1980,L,HUK,G5,SRJN,PNS,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
1981,L,EKO,G6,SRJN,PNS,GRD,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,IPK_KM
1982,P,EKO,G4,SMTA,LL,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1983,P,KOM,G4,SRJN,LL,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_KM
1984,P,KOM,G4,SRJN,PNS,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,IPK_KM
1985,P,KOM,G3,SMP,LL,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1986,P,HUK,G4,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_KM
1987,P,EKO,G4,SRJN,GRD,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1988,P,KOM,G3,SMTA,LL,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1989,L,KOM,G2,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_KM
1990,P,EKO,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1991,P,EKO,G5,SRJN,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1992,L,EKO,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,IPK_KM
1993,P,KOM,G4,SRJN,GRD,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,IPK_KM
1994,P,EKO,G4,SRJN,GRD,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1995,L,EKO,G4,SRJN,GRD,PSN,SKS1_SB,SKS2_SB,IPS1_M,IPS2_KM,IPK_KM
1996,P,EKO,G4,SRJN,GRD,PS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1997,P,KOM,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,IPK_KM
1998,L,KOM,G3,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,IPK_KM
1999,P,KOM,G3,SMTA,PS,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_CUM,IPK_KM
