,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,SKS_S1,SKS_S2,IP_S1,IP_S2,STATUS_LULUS
1449,L,HUK,G4,SRJN,PDG,PDG,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LLW_1
1450,P,HUK,G6,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LLW_1
1451,L,HUK,G5,SRJN,GRD,PNS,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
1452,L,HUK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
1453,P,HUK,G4,SMTA,PNS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
1454,P,HUK,G3,SMTA,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
1455,P,HUK,G5,SRJN,GRD,PNS,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,LLW_1
1456,P,HUK,G3,SRJN,LL,PS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LC
1457,L,HUK,G7,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1458,P,HUK,G5,SRJN,LL,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1459,L,HUK,G4,SRJN,LL,LL,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,LLW_1
1460,L,HUK,G2,SMTA,PSN,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1461,L,HUK,G3,SRJN,GRD,PSN,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
1462,P,HUK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LTW
1463,P,HUK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1464,P,HUK,G3,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LTW
1465,P,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1466,P,HUK,G2,LL,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1467,P,HUK,G4,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LTW
1468,L,HUK,G6,SRJN,PNS,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1469,L,HUK,G3,SRJN,PSN,PSN,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
1470,L,HUK,G3,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1471,L,HUK,G4,SD,BPN,PNS,SKS1_B,SKS2_SB,IPS1_M,IPS2_KM,LTW
1472,L,HUK,G4,SMTA,LL,LL,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LLW_1
1473,L,HUK,G4,SRJN,GRD,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
1474,P,HUK,G4,SRJN,LL,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,LTW
1475,P,HUK,G4,SRJN,PNS,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1476,P,HUK,G3,SRJN,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LC
1477,P,HUK,G1,SRJN,PNS,PSN,SKS1_B,SKS2_SB,IPS1_M,IPS2_KM,LTW
1478,L,HUK,G3,SRJN,GRD,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LTW
1479,L,HUK,G5,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_2
1480,L,HUK,G4,SMP,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
1481,P,HUK,G3,SRJN,GRD,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_M,LTW
1482,L,HUK,G4,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LTW
1483,P,HUK,G3,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1484,P,HUK,G1,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LC
1485,P,HUK,G2,SMTA,PNS,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
1486,P,HUK,G2,SD,LL,PS,SKS1_SB,SKS2_SB,IPS1_M,IPS2_CUM,LC
1487,P,HUK,G4,SMTA,PNS,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LTW
1488,L,HUK,G4,SRJN,PNS,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1489,L,HUK,G1,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
1490,P,HUK,G3,SRJN,PS,PNS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,LTW
1491,P,HUK,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
1492,P,HUK,G4,SRJN,GRD,PNS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LTW
1493,P,HUK,G5,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
1494,L,HUK,G5,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1495,L,HUK,G1,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
1496,L,HUK,G5,SMTA,PDG,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
1497,P,HUK,G4,SRJN,PDG,PS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,LTW
1498,L,HUK,G5,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
1499,P,HUK,G3,SRJN,PS,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1500,L,HUK,G3,SRJN,PDG,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1501,P,HUK,G4,SRJN,PS,GRD,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,LTW
1502,L,HUK,G4,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1503,L,HUK,G4,SMTA,PNS,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1504,L,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
1505,P,HUK,G4,SRJN,LL,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LTW
1506,P,HUK,G6,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
1507,P,HUK,G3,SRJN,PDG,PDG,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LLW_1
1508,P,HUK,G4,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LTW
1509,L,HUK,G4,SMTA,PNS,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_2
1510,L,HUK,G3,SRJN,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1511,L,HUK,G4,SRJN,PNS,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
1512,P,HUK,G3,SRJN,GRD,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1513,P,HUK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
1514,P,HUK,G1,SD,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LTW
1515,P,HUK,G3,SRJN,PSN,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1516,L,HUK,G3,SMTA,PDG,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
1517,L,HUK,G4,SRJN,PNS,PS,SKS1_B,SKS2_SB,IPS1_M,IPS2_CUM,LTW
1518,L,HUK,G4,SRJN,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_1
1519,L,HUK,G4,SRJN,GRD,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1520,L,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1521,P,HUK,G5,SMTA,PNS,LL,SKS1_SB,SKS2_SB,IPS1_KM,IPS2_SM,LLW_1
1522,P,HUK,G6,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,LLW_1
1523,L,HUK,G1,SRJN,LL,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LTW
1524,P,HUK,G7,SRJN,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
1525,P,HUK,G4,SRJN,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LTW
1526,P,HUK,G4,SMTA,LL,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1527,P,HUK,G3,SRJN,LL,LL,SKS1_B,SKS2_SB,IPS1_KM,IPS2_SM,LLW_1
1528,L,HUK,G3,SRJN,GRD,PDG,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,LTW
1529,P,HUK,G5,SRJN,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LTW
1530,P,HUK,G4,SRJN,LL,PS,SKS1_B,SKS2_SB,IPS1_M,IPS2_SM,LTW
1531,P,HUK,G4,SRJN,LL,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1532,P,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
1533,L,HUK,G4,SMTA,PNS,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1534,L,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LTW
1535,L,HUK,G7,SMTA,LL,LL,SKS1_B,SKS2_SB,IPS1_KM,IPS2_SM,LLW_1
1536,P,HUK,G3,SRJN,LL,PS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LLW_1
1537,P,HUK,G3,SMTA,LL,PNS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_M,LLW_1
1538,L,HUK,G5,SMTA,PDG,LL,SKS1_B,SKS2_SB,IPS1_M,IPS2_KM,LLW_1
1539,L,HUK,G5,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_M,LLW_1
1540,L,HUK,G5,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
1541,L,HUK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
1542,L,HUK,G3,SRJN,PNS,PS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LLW_1
1543,L,HUK,G4,SRJN,PS,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1544,P,HUK,G4,SMP,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1545,L,HUK,G3,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
1546,P,HUK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LTW
1547,P,HUK,G3,SMTA,LL,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1548,L,HUK,G5,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
1549,P,HUK,G6,SRJN,GRD,PNS,SKS1_SB,SKS2_B,IPS1_SM,IPS2_CUM,LTW
1550,L,HUK,G4,SMTA,LL,PDG,SKS1_B,SKS2_SB,IPS1_KM,IPS2_M,LLW_1
1551,P,HUK,G4,SRJN,LL,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1552,P,HUK,G4,SRJN,PNS,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1553,L,HUK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LTW
1554,L,HUK,G3,SMTA,PSN,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LTW
1555,P,HUK,G4,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LLW_1
1556,P,HUK,G3,SMTA,PS,PSN,SKS1_B,SKS2_SB,IPS1_M,IPS2_SM,LTW
1557,P,HUK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1558,L,HUK,G3,SMTA,PS,PNS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_SM,LTW
1559,P,HUK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
1560,P,HUK,G5,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1561,P,HUK,G4,SMTA,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_SM,LTW
1562,L,HUK,G7,SRJN,PS,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LLW_2
1563,L,HUK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1564,P,HUK,G6,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LTW
1565,P,HUK,G2,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_KM,IPS2_SM,LLW_1
1566,L,HUK,G4,SRJN,PS,PNS,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
1567,L,HUK,G7,SRJN,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
1568,P,HUK,G2,SMP,BPN,LL,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LTW
1569,P,HUK,G5,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,LLW_1
1570,L,HUK,G3,SRJN,GRD,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
1571,P,HUK,G4,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LTW
1572,P,HUK,G4,SRJN,LL,PSN,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LTW
1573,L,HUK,G2,SD,PDG,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1574,P,HUK,G2,SMP,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1575,L,HUK,G7,SRJN,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1576,P,HUK,G5,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
1577,L,HUK,G2,SRJN,PSN,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1578,P,HUK,G5,SRJN,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1579,P,HUK,G3,SMTA,LL,PDG,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,LTW
1580,P,HUK,G4,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LLW_1
1581,L,HUK,G3,SMTA,PS,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1582,L,HUK,G4,SMTA,PNS,LL,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
1583,L,HUK,G3,SRJN,PDG,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,LLW_2
1584,L,HUK,G3,SRJN,PDG,PNS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LTW
1585,P,HUK,G5,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_KM,IPS2_SM,LTW
1586,L,HUK,G3,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_2
1587,P,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1588,L,HUK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LTW
1589,P,HUK,G4,SMTA,GRD,PNS,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1590,L,HUK,G4,SRJN,PS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1591,P,HUK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1592,L,HUK,G2,LL,PDG,PDG,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LTW
1593,P,HUK,G3,SMTA,PDG,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1594,P,HUK,G5,SMTA,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
1595,L,HUK,G3,SMTA,LL,PS,SKS1_B,SKS2_K,IPS1_KM,IPS2_KM,LLW_2
1596,P,HUK,G4,SMP,PDG,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1597,L,HUK,G4,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LTW
1598,P,HUK,G3,SRJN,PDG,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1599,L,HUK,G5,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
1600,L,HUK,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1601,L,HUK,G5,SRJN,GRD,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LTW
1602,P,HUK,G3,SRJN,GRD,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1603,L,HUK,G3,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LTW
1604,L,HUK,G5,SRJN,PNS,PS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,LTW
1605,P,HUK,G3,SMTA,LL,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1606,P,HUK,G3,SRJN,LL,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LLW_1
1607,L,HUK,G3,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
1608,L,HUK,G6,SRJN,PDG,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
1609,P,HUK,G5,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,LLW_2
1610,P,HUK,G2,SMP,LL,PSN,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LLW_1
1611,L,HUK,G3,SRJN,PSN,PSN,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,LLW_1
1612,P,HUK,G4,SMTA,PDG,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1613,P,HUK,G4,SMTA,LL,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1614,L,HUK,G4,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1615,L,HUK,G3,SD,PDG,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1616,L,HUK,G4,SRJN,GRD,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1617,L,HUK,G3,LL,PDG,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LLW_1
1618,P,HUK,G3,SRJN,GRD,BPN,SKS1_B,SKS2_SB,IPS1_M,IPS2_SM,LTW
1619,L,HUK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LTW
1620,P,HUK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LLW_1
1621,P,HUK,G4,SMTA,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1622,P,HUK,G4,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_2
1623,L,HUK,G5,SRJN,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
1624,L,HUK,G3,SRJN,GRD,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1625,P,HUK,G2,SMTA,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1626,P,HUK,G4,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
1627,P,HUK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1628,P,HUK,G2,SMTA,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1629,L,HUK,G6,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LLW_1
1630,P,HUK,G4,SRJN,GRD,PDG,SKS1_B,SKS2_SB,IPS1_M,IPS2_SM,LTW
1631,P,HUK,G7,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
1632,P,HUK,G4,SMTA,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LTW
1633,L,HUK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_SB,IPS1_KM,IPS2_KM,LLW_1
1634,P,HUK,G6,SRJN,PNS,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1635,P,HUK,G4,SRJN,PSN,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
1636,P,HUK,G3,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_M,IPS2_SM,LTW
1637,P,HUK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
1638,P,HUK,G5,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,LTW
1639,L,HUK,G3,SMTA,PS,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1640,P,HUK,G2,SMP,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1641,L,HUK,G6,SRJN,PNS,PNS,SKS1_SB,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1642,P,HUK,G2,SRJN,PS,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1643,P,HUK,G4,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1644,P,HUK,G3,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,LTW
1645,L,HUK,G4,SMTA,PDG,GRD,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LTW
1646,P,HUK,G2,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
1647,L,HUK,G3,SMP,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
1648,L,HUK,G4,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,LLW_1
1649,L,HUK,G3,SMTA,LL,PNS,SKS1_SB,SKS2_B,IPS1_M,IPS2_KM,LTW
1650,L,HUK,G2,SRJN,LL,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_1
1651,L,HUK,G7,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1652,P,HUK,G3,SRJN,GRD,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1653,L,HUK,G5,SRJN,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,LLW_1
1654,P,HUK,G5,SRJN,GRD,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1655,P,HUK,G5,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_M,IPS2_SM,LLW_1
1656,P,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_1
1657,P,HUK,G4,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,LTW
1658,P,HUK,G6,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LLW_1
1659,P,HUK,G3,SRJN,PDG,PDG,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_CUM,LTW
1660,P,HUK,G3,SRJN,LL,PNS,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,LTW
1661,P,HUK,G4,SMTA,LL,PNS,SKS1_SB,SKS2_SB,IPS1_CUM,IPS2_SM,LTW
1662,P,HUK,G4,SRJN,GRD,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,LTW
1663,P,HUK,G3,SMTA,PDG,PSN,SKS1_B,SKS2_SB,IPS1_M,IPS2_CUM,LTW
1664,P,HUK,G2,SRJN,PDG,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LTW
1665,P,HUK,G5,SRJN,PNS,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1666,P,HUK,G3,SMTA,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,LTW
1667,L,HUK,G3,SMTA,LL,PS,SKS1_K,SKS2_B,IPS1_KM,IPS2_SM,LLW_2
1668,P,KOM,G4,SRJN,PNS,GRD,SKS1_SB,SKS2_B,IPS1_M,IPS2_SM,LLW_2
1669,L,KOM,G3,SMTA,PS,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_M,LLW_2
1670,P,KOM,G3,SMTA,PDG,LL,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
1671,L,KOM,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,LLW_2
1672,L,HUK,G7,SRJN,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
1673,L,HUK,G3,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
1674,L,HUK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,LLW_2
1675,L,KOM,G3,SRJN,GRD,PDG,SKS1_SB,SKS2_B,IPS1_KM,IPS2_M,LLW_2
1676,L,HUK,G6,SRJN,PNS,PS,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,LLW_2
1677,L,HUK,G7,SRJN,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,LLW_2
1678,L,AKU,G4,SRJN,GRD,GRD,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
1679,L,HUK,G4,SMTA,PDG,PS,SKS1_B,SKS2_C,IPS1_M,IPS2_KM,LLW_2
1680,P,AKU,G4,SRJN,PNS,PSN,SKS1_SB,SKS2_B,IPS1_SM,IPS2_SM,LLW_2
1681,P,KOM,G4,SMTA,LL,PDG,SKS1_SB,SKS2_SB,IPS1_SM,IPS2_SM,LLW_2
