,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,STATUS_LULUS
495,P,MTK,G7,SRJN,PS,PS,LLW
496,P,MTK,G4,SRJN,PDG,PNS,LLW
497,P,MTK,G3,SMP,PDG,PDG,LTW
498,P,MTK,G3,SMTA,LL,PSN,LTW
499,P,MTK,G2,SD,PDG,BPN,LTW
500,P,MTK,G4,SMTA,LL,PNS,LLW
501,P,MTK,G6,SMTA,LL,LL,LLW
502,P,MTK,G4,SRJN,GRD,PNS,LLW
503,P,MTK,G4,SMTA,LL,ABRI,LLW
504,P,MTK,G3,SD,PDG,BPN,LLW
505,P,MTK,G3,SMP,LL,BPN,LLW
506,P,MTK,G4,SMTA,LL,ABRI,LLW
507,L,MTK,G3,SMP,LL,PDG,LLW
508,P,MTK,G4,SRJN,GRD,GRD,LLW
509,P,MTK,G3,SMTA,PDG,LL,LLW
510,P,MTK,G4,SRJN,GRD,PNS,LLW
511,P,MTK,G5,SRJN,GRD,PDG,LLW
512,P,MTK,G4,SMTA,LL,PDG,LTW
513,P,MTK,G3,LL,LL,PDG,LLW
514,P,MTK,G1,SD,BPN,BPN,LLW
515,P,MTK,G4,SRJN,GRD,GRD,LLW
516,P,MTK,G1,SMP,LL,PDG,LC
517,L,MTK,G3,SRJN,LL,PSN,LLW
518,L,MTK,G3,SRJN,PDG,PNS,LLW
519,P,MTK,G3,SMTA,LL,PDG,LLW
520,P,MTK,G2,SD,LL,BPN,LLW
521,P,MTK,G3,SMTA,PNS,PDG,LLW
522,L,MTK,G3,SRJN,GRD,PDG,LLW
523,P,MTK,G2,LL,BPN,BPN,LLW
524,P,MTK,G1,LL,BPN,BPN,LLW
525,L,MTK,G2,LL,LL,PDG,LLW
526,P,MTK,G4,SMP,PDG,PDG,LLW
527,P,MTK,G2,SD,PDG,PDG,LLW
528,P,MTK,G3,SMTA,PDG,PDG,LLW
529,P,MTK,G4,SRJN,GRD,PDG,LLW
530,L,MTK,G2,SD,LL,PDG,LLW
531,P,MTK,G3,SMTA,LL,PSN,LLW
532,P,MTK,G4,SRJN,GRD,PNS,LLW
533,P,MTK,G5,SRJN,PS,PDG,LLW
534,P,MTK,G3,SRJN,PDG,PDG,LTW
535,P,MTK,G4,SRJN,GRD,GRD,LLW
536,P,MTK,G4,SMP,LL,PNS,LLW
537,P,MTK,G3,LL,LL,PDG,LLW
538,L,MTK,G2,LL,LL,PDG,LLW
539,P,MTK,G2,SMP,LL,PSN,LLW
540,L,MTK,G3,SMTA,PSN,PDG,LTW
541,P,MTK,G3,SRJN,PDG,LL,LLW
542,P,MTK,G2,SMTA,BPN,BPN,LLW
543,L,MTK,G2,LL,LL,BPN,LLW
544,L,MTK,G4,SRJN,GRD,LL,LTW
545,L,MTK,G2,SMP,LL,LL,LLW
546,P,MTK,G4,LL,LL,GRD,LLW
547,P,MTK,G3,SMP,LL,PDG,LLW
548,P,MTK,G2,SD,BPN,BPN,LTW
549,L,MTK,G4,SMTA,PDG,GRD,LLW
550,P,MTK,G4,SRJN,PDG,PNS,LLW
551,P,MTK,G4,SRJN,LL,PNS,LLW
552,P,MTK,G6,SMTA,LL,PNS,LLW
553,P,MTK,G7,SRJN,GRD,LL,LLW
554,P,MTK,G2,SMTA,PSN,PSN,LTW
555,P,MTK,G2,SMP,LL,LL,LTW
556,P,MTK,G2,LL,LL,LL,LLW
557,L,MTK,G2,SRJN,PSN,LL,LLW
558,L,MTK,G4,SRJN,GRD,GRD,LLW
559,P,MTK,G4,SMTA,LL,PNS,LLW
560,P,MTK,G2,SMP,LL,BPN,LLW
561,P,MTK,G2,SD,PDG,PDG,LLW
562,P,MTK,G3,SD,LL,PS,LLW
563,P,MTK,G2,SD,LL,PDG,LTW
564,P,MTK,G4,SMTA,LL,LL,LLW
565,L,MTK,G4,SRJN,GRD,GRD,LLW
566,P,MTK,G3,SMTA,LL,PSN,LLW
567,P,MTK,G4,SRJN,PSN,GRD,LLW
568,P,MTK,G3,SRJN,GRD,GRD,LLW
569,P,MTK,G2,SMTA,BPN,BPN,LLW
570,P,MTK,G1,LL,PDG,PDG,LTW
571,L,MTK,G4,SMP,LL,PDG,LLW
572,L,MTK,G5,SRJN,PNS,GRD,LLW
573,P,MTK,G4,SRJN,PDG,GRD,LLW
574,L,MTK,G2,SD,PS,PS,LLW
575,P,MTK,G4,SMTA,PS,PS,LLW
576,L,MTK,G3,SRJN,PNS,GRD,LTW
577,P,MTK,G6,SMTA,PDG,PDG,LLW
578,P,MTK,G5,SMTA,PNS,GRD,LLW
579,P,MTK,G3,SRJN,PDG,GRD,LLW
580,P,MTK,G4,SMTA,PDG,PDG,LLW
581,P,MTK,G2,SMP,PDG,PDG,LTW
582,P,MTK,G2,LL,LL,PDG,LLW
583,P,MTK,G2,LL,LL,BPN,LLW
584,P,MTK,G4,SMTA,LL,PNS,LTW
585,P,MTK,G5,SRJN,GRD,GRD,LLW
586,P,MTK,G7,SRJN,LL,PS,LLW
587,P,MTK,G3,SMP,LL,PS,LLW
588,P,MTK,G3,SMTA,LL,PDG,LTW
589,P,MTK,G2,SD,LL,PDG,LTW
590,P,MTK,G2,SMP,LL,PS,LLW
591,L,MTK,G7,SRJN,GRD,GRD,LLW
592,L,MTK,G4,SRJN,GRD,GRD,LLW
593,P,MTK,G3,SRJN,GRD,ABRI,LLW
594,P,MTK,G5,SRJN,GRD,GRD,LLW
595,P,MTK,G2,SMTA,LL,PDG,LLW
596,P,MTK,G3,SD,PDG,PDG,LLW
597,P,MTK,G3,SMTA,BPN,BPN,LTW
598,P,MTK,G2,SD,BPN,BPN,LLW
599,P,MTK,G3,SMTA,LL,PS,LTW
600,L,MTK,G1,SRJN,LL,LL,LLW
601,P,MTK,G2,SMTA,PDG,LL,LLW
602,P,MTK,G4,SMTA,LL,PS,LLW
603,P,MTK,G6,SMP,PDG,PS,LLW
604,P,MTK,G3,SMP,PDG,PDG,LLW
605,P,MTK,G4,SRJN,PNS,PDG,LLW
606,P,MTK,G3,SMTA,LL,PS,LLW
607,P,MTK,G4,SMTA,BPN,BPN,LLW
608,P,MTK,G2,SMTA,BPN,LL,LTW
609,L,MTK,G2,LL,LL,BPN,LLW
610,P,MTK,G2,SMTA,GRD,BPN,LTW
611,L,MTK,G3,SD,PDG,BPN,LLW
612,P,MTK,G3,SMTA,PDG,LL,LLW
613,P,MTK,G4,SMTA,PDG,LL,LTW
614,P,BIO,G2,SD,LL,BPN,LLW
615,L,BIO,G3,SMP,LL,GRD,LLW
616,P,BIO,G2,SRJN,GRD,GRD,LLW
617,P,BIO,G3,SMTA,LL,PNS,LLW
618,P,BIO,G1,SD,BPN,BPN,LLW
619,P,BIO,G3,SD,LL,PDG,LLW
620,P,BIO,G3,LL,PDG,PDG,LLW
621,P,BIO,G3,SRJN,GRD,PS,LLW
622,P,BIO,G3,SRJN,GRD,PNS,LLW
623,P,BIO,G2,SD,PDG,GRD,LLW
624,P,BIO,G3,SMP,PDG,PDG,LLW
625,P,BIO,G4,SMP,LL,PNS,LLW
626,L,BIO,G2,SD,LL,GRD,LTW
627,P,BIO,G3,SMP,LL,PS,LTW
628,P,BIO,G2,SMTA,PDG,PDG,LTW
629,P,BIO,G3,SMTA,LL,BPN,LTW
630,P,BIO,G3,SMP,LL,ABRI,LTW
631,L,BIO,G2,SMTA,PDG,PDG,LTW
632,L,BIO,G2,SD,BPN,BPN,LLW
633,P,BIO,G3,SMTA,PDG,PDG,LTW
634,P,BIO,G4,SRJN,GRD,GRD,LLW
635,L,BIO,G1,SRJN,GRD,PNS,LLW
636,P,BIO,G3,LL,PS,PS,LTW
637,L,BIO,G4,SRJN,LL,PSN,LLW
638,P,BIO,G1,SD,LL,PS,LLW
639,P,BIO,G2,SMTA,LL,GRD,LTW
640,P,BIO,G2,SD,PDG,BPN,LTW
641,P,BIO,G2,SRJN,PS,PS,LTW
642,L,BIO,G2,SRJN,GRD,GRD,LLW
643,P,BIO,G1,SMTA,BPN,PDG,LTW
644,L,BIO,G2,SMP,LL,LL,LLW
645,P,BIO,G2,SMP,LL,LL,LTW
646,P,BIO,G2,SMTA,PDG,GRD,LTW
647,P,BIO,G2,SRJN,GRD,PSN,LTW
648,P,BIO,G3,SMTA,PDG,PDG,LTW
649,P,BIO,G3,SRJN,GRD,ABRI,LTW
650,L,BIO,G2,SMTA,PDG,PDG,LTW
651,P,BIO,G3,SD,PDG,PDG,LLW
652,P,BIO,G2,SD,PDG,PSN,LTW
653,P,BIO,G3,SMTA,LL,PDG,LTW
654,L,BIO,G2,SMTA,LL,PS,LLW
655,L,BIO,G3,SRJN,GRD,GRD,LLW
656,L,BIO,G2,SMTA,GRD,GRD,LTW
657,P,BIO,G2,SMP,LL,PS,LTW
658,L,BIO,G3,SMTA,LL,GRD,LLW
659,L,BIO,G1,SRJN,PS,PNS,LLW
660,P,BIO,G4,SMTA,LL,LL,LTW
661,P,BIO,G4,SRJN,GRD,PS,LTW
662,P,BIO,G3,SRJN,LL,PNS,LTW
663,P,BIO,G3,SRJN,GRD,GRD,LTW
664,P,BIO,G2,SMP,PDG,PNS,LLW
665,P,BIO,G2,SMTA,PNS,PDG,LTW
666,L,BIO,G2,SMTA,PDG,PDG,LLW
667,P,BIO,G1,SMTA,GRD,GRD,LTW
668,P,BIO,G3,SRJN,GRD,PSN,LTW
669,P,BIO,G3,SD,LL,GRD,LLW
670,P,BIO,G1,SD,BPN,BPN,LTW
671,L,BIO,G3,SD,LL,PDG,LLW
672,P,BIO,G2,SMP,LL,PSN,LTW
673,P,BIO,G3,SD,PDG,PDG,LTW
674,L,BIO,G1,LL,PDG,PDG,LLW
675,P,BIO,G3,SRJN,GRD,PDG,LLW
676,P,BIO,G3,SRJN,GRD,PSN,LTW
677,P,BIO,G2,SMTA,PDG,PS,LLW
678,P,BIO,G2,SMTA,LL,PDG,LTW
679,L,BIO,G2,SMP,LL,GRD,LLW
680,L,BIO,G2,SMTA,PDG,PSN,LTW
681,P,BIO,G3,LL,LL,PDG,LTW
682,P,BIO,G2,SD,LL,PDG,LTW
683,P,BIO,G3,SD,PDG,PDG,LLW
684,P,BIO,G3,SRJN,PNS,LL,LLW
685,P,BIO,G1,SD,BPN,BPN,LTW
686,P,BIO,G2,SMP,LL,PDG,LTW
687,P,BIO,G3,SMTA,LL,GRD,LTW
688,L,BIO,G3,SRJN,LL,PDG,LLW
689,P,BIO,G2,SRJN,PS,PS,LLW
690,P,BIO,G3,SRJN,GRD,GRD,LTW
691,P,BIO,G3,SMTA,PDG,PDG,LC
692,L,BIO,G3,SMTA,PDG,PNS,LTW
693,P,BIO,G2,SD,LL,GRD,LC
694,P,BIO,G3,SMTA,LL,PS,LLW
695,P,BIO,G3,SRJN,GRD,PNS,LTW
696,P,BIO,G2,SMP,LL,PDG,LTW
697,P,BIO,G2,SMTA,LL,PDG,LC
698,P,BIO,G3,SMP,PDG,PDG,LC
699,P,BIO,G3,SRJN,GRD,GRD,LTW
700,L,BIO,G3,SMTA,PDG,PNS,LLW
701,P,BIO,G2,SD,BPN,BPN,LLW
702,P,BIO,G1,SD,PDG,PDG,LTW
703,P,BIO,G3,SRJN,GRD,GRD,LTW
704,P,BIO,G3,SRJN,GRD,GRD,LTW
705,P,BIO,G1,SD,LL,PNS,LLW
706,P,BIO,G2,LL,BPN,BPN,LLW
707,P,BIO,G2,SD,LL,PDG,LTW
708,P,BIO,G3,SRJN,PS,PS,LLW
709,L,BIO,G3,SRJN,GRD,PNS,LLW
710,P,BIO,G4,SRJN,PNS,PNS,LTW
711,P,BIO,G1,SD,PDG,PDG,LLW
712,P,BIO,G1,SRJN,LL,LL,LLW
713,P,BIO,G3,SMTA,LL,PS,LLW
714,L,BIO,G1,LL,BPN,BPN,LTW
715,P,BIO,G2,SMP,BPN,PSN,LTW
716,L,BIO,G3,SRJN,GRD,PDG,LLW
717,P,BIO,G3,SMTA,LL,PNS,LTW
718,P,BIO,G3,SMTA,PS,GRD,LLW
719,P,BIO,G1,SD,LL,LL,LLW
720,P,BIO,G3,SMTA,PNS,GRD,LTW
721,P,BIO,G2,SMTA,PDG,PS,LLW
722,L,BIO,G2,SRJN,LL,PSN,LTW
723,P,BIO,G2,SMP,LL,PDG,LLW
724,P,BIO,G2,SD,PDG,PDG,LLW
725,P,BIO,G2,SMTA,PS,PDG,LLW
726,P,BIO,G3,SMTA,LL,PNS,LC
727,P,BIO,G3,SRJN,GRD,GRD,LLW
728,P,BIO,G3,SMTA,LL,PDG,LLW
729,P,BIO,G4,SRJN,GRD,PNS,LLW
730,P,BIO,G4,SRJN,GRD,GRD,LLW
731,P,BIO,G2,SD,LL,PS,LTW
732,P,BIO,G2,SMP,LL,PDG,LLW
733,P,BIO,G2,SMTA,PDG,PDG,LLW
734,P,BIO,G3,SMTA,PDG,PNS,LLW
735,P,BIO,G3,SMTA,PS,GRD,LLW
736,P,BIO,G3,SMTA,LL,GRD,LLW
737,P,BIO,G3,SMP,LL,PNS,LTW
738,P,BIO,G3,SMTA,GRD,GRD,LTW
739,P,BIO,G1,SD,LL,BPN,LLW
740,L,BIO,G3,SRJN,PDG,PSN,LTW
741,L,BIO,G2,SD,BPN,BPN,LTW
742,P,BIO,G3,SMTA,LL,GRD,LC
743,P,BIO,G2,LL,BPN,BPN,LLW
744,P,BIO,G3,SMTA,LL,ABRI,LTW
745,P,BIO,G1,SRJN,GRD,BPN,LLW
746,L,BIO,G4,SRJN,GRD,PS,LLW
747,P,BIO,G2,SD,PDG,PDG,LTW
748,P,BIO,G2,LL,PDG,PDG,LLW
749,P,BIO,G3,SRJN,GRD,LL,LLW
750,P,BIO,G2,SMTA,LL,LL,LTW
751,P,BIO,G3,SRJN,GRD,PS,LTW
752,P,BIO,G4,SRJN,PS,PSN,LTW
753,P,BIO,G4,SRJN,GRD,ABRI,LLW
754,P,BIO,G3,SRJN,PNS,LL,LLW
755,P,BIO,G4,SRJN,PNS,PNS,LLW
756,P,BIO,G2,SD,LL,PDG,LTW
757,P,BIO,G3,SMTA,PNS,ABRI,LTW
758,L,BIO,G4,SMP,PDG,PDG,LLW
759,P,BIO,G3,SD,PDG,PDG,LLW
760,L,BIO,G3,SMTA,PNS,PNS,LLW
761,P,BIO,G3,SD,PDG,PDG,LLW
762,P,BIO,G1,SMTA,PDG,PDG,LLW
763,P,BIO,G3,SRJN,GRD,LL,LLW
764,P,BIO,G2,SD,LL,PDG,LLW
765,P,BIO,G4,LL,BPN,BPN,LLW
766,P,BIO,G2,SD,PDG,GRD,LLW
767,P,BIO,G1,SD,PDG,PDG,LLW
768,P,BIO,G4,SRJN,GRD,GRD,LLW
769,P,BIO,G2,SMTA,PS,BPN,LLW
770,P,BIO,G4,SMTA,GRD,PDG,LLW
771,P,BIO,G6,SRJN,PNS,PNS,LLW
772,L,BIO,G4,SRJN,PNS,PS,LLW
773,L,BIO,G1,SD,BPN,BPN,LLW
774,L,BIO,G3,SRJN,GRD,PDG,LLW
775,P,BIO,G4,SD,LL,PS,LTW
776,P,BIO,G4,SRJN,GRD,GRD,LLW
777,P,BIO,G3,SMP,PDG,PDG,LTW
778,P,BIO,G2,SRJN,GRD,PDG,LTW
779,P,BIO,G4,SMTA,GRD,PDG,LC
780,P,BIO,G3,LL,PDG,PDG,LLW
781,P,BIO,G1,LL,BPN,BPN,LLW
782,P,BIO,G2,SMP,BPN,LL,LTW
783,P,BIO,G2,SMTA,PDG,GRD,LLW
784,P,BIO,G3,SRJN,GRD,GRD,LTW
785,P,BIO,G2,SMTA,LL,PDG,LLW
786,P,BIO,G2,SD,PDG,PS,LLW
787,P,BIO,G2,SMTA,GRD,BPN,LTW
788,P,BIO,G2,LL,LL,BPN,LLW
789,P,BIO,G4,SMTA,LL,PNS,LLW
790,P,BIO,G4,SMTA,PNS,PDG,LLW
791,L,BIO,G4,SRJN,PSN,PNS,LLW
792,P,BIO,G3,SMP,PDG,GRD,LTW
793,L,BIO,G4,SMTA,LL,PDG,LTW
794,L,BIO,G4,SD,LL,PDG,LLW
795,P,BIO,G5,SMTA,LL,PS,LLW
796,L,BIO,G2,SMTA,LL,PNS,LTW
797,P,BIO,G2,SMP,LL,PS,LLW
798,L,BIO,G1,SMTA,PS,BPN,LLW
799,P,BIO,G2,SD,PDG,PDG,LLW
800,P,BIO,G3,LL,PDG,BPN,LLW
801,P,BIO,G4,SD,PDG,PS,LTW
802,P,BIO,G4,SRJN,PS,PS,LTW
803,P,BIO,G4,SMTA,LL,GRD,LTW
804,L,BIO,G3,SMP,PDG,PDG,LLW
805,P,BIO,G1,LL,BPN,BPN,LTW
806,P,BIO,G3,SRJN,GRD,PS,LLW
807,L,BIO,G3,SRJN,GRD,GRD,LTW
808,P,BIO,G5,SMTA,PDG,PNS,LLW
809,L,BIO,G4,SRJN,PNS,PDG,LLW
810,P,BIO,G3,SMTA,PDG,PDG,LTW
811,L,BIO,G1,SMTA,BPN,BPN,LLW
812,P,BIO,G3,SD,PDG,BPN,LLW
813,P,BIO,G1,SMP,LL,PDG,LLW
814,P,BIO,G3,SMTA,PDG,PS,LTW
815,P,BIO,G4,SRJN,GRD,GRD,LLW
816,P,BIO,G2,SMP,PDG,PDG,LTW
817,P,BIO,G5,SRJN,PDG,PNS,LLW
818,P,BIO,G4,SMTA,PDG,ABRI,LLW
819,P,BIO,G3,SMTA,PDG,GRD,LC
820,P,BIO,G4,SRJN,GRD,GRD,LTW
821,P,BIO,G4,SRJN,GRD,PNS,LLW
822,P,BIO,G4,SMP,LL,PS,LLW
823,L,BIO,G2,LL,PS,PS,LTW
824,P,BIO,G2,SD,LL,LL,LLW
825,P,BIO,G4,SRJN,PDG,PNS,LLW
826,P,BIO,G3,SMTA,PS,PSN,LTW
827,L,BIO,G3,SD,PDG,BPN,LLW
828,P,BIO,G3,SD,LL,PDG,LLW
829,P,BIO,G2,SMTA,PDG,PS,LLW
830,P,BIO,G2,SMTA,BPN,BPN,LC
831,P,BIO,G3,SRJN,PNS,PSN,LC
832,L,BIO,G5,SRJN,GRD,PNS,LLW
833,P,BIO,G2,SRJN,PDG,PDG,LC
834,P,BIO,G2,SMTA,LL,PS,LTW
835,L,BIO,G2,SMP,PDG,BPN,LLW
836,P,BIO,G5,SRJN,GRD,PSN,LLW
837,L,BIO,G3,SMTA,BPN,GRD,LLW
838,P,BIO,G4,SMTA,PDG,GRD,LLW
839,L,BIO,G2,SMP,LL,PSN,LLW
840,P,BIO,G3,SRJN,GRD,PNS,LLW
841,P,BIO,G2,SD,LL,PDG,LLW
842,P,BIO,G3,SRJN,PSN,PNS,LLW
843,P,BIO,G6,SMP,PDG,PDG,LLW
844,L,BIO,G4,SMTA,LL,PNS,LLW
845,P,BIO,G4,SMTA,LL,LL,LTW
846,L,BIO,G3,SMTA,PDG,PDG,LLW
847,P,BIO,G4,SMP,LL,PDG,LLW
848,P,BIO,G1,LL,LL,BPN,LTW
849,L,BIO,G1,SMTA,BPN,BPN,LTW
850,P,BIO,G2,SMP,LL,PDG,LTW
851,P,BIO,G4,SRJN,LL,PDG,LTW
852,P,BIO,G2,SMP,PDG,PDG,LTW
853,P,BIO,G4,SRJN,GRD,GRD,LLW
854,P,BIO,G4,SRJN,LL,PDG,LLW
855,P,BIO,G4,SRJN,GRD,PNS,LTW
856,P,BIO,G3,SMP,PDG,PDG,LTW
857,P,BIO,G6,SMP,LL,PDG,LTW
858,P,BIO,G2,SD,PDG,BPN,LLW
859,P,BIO,G4,SRJN,PNS,GRD,LLW
860,P,BIO,G4,SRJN,LL,LL,LC
861,P,BIO,G2,SMTA,LL,PS,LLW
862,P,BIO,G7,SRJN,GRD,PNS,LLW
863,P,BIO,G2,SMTA,PDG,PDG,LTW
864,P,BIO,G2,SD,LL,BPN,LLW
865,P,BIO,G2,SMTA,LL,BPN,LC
866,L,BIO,G4,SRJN,GRD,GRD,LLW
867,L,BIO,G7,SMTA,LL,PNS,LLW
868,P,BIO,G3,SMTA,LL,PSN,LC
869,L,BIO,G4,SMTA,GRD,PNS,LLW
870,L,BIO,G3,SMTA,PS,PS,LLW
871,P,BIO,G3,SMP,PDG,LL,LTW
872,P,BIO,G3,SRJN,PDG,PDG,LLW
873,P,BIO,G1,SMTA,LL,PDG,LLW
874,P,BIO,G4,SRJN,GRD,GRD,LLW
875,P,BIO,G3,LL,LL,PDG,LTW
876,L,BIO,G2,SD,LL,PDG,LTW
877,P,BIO,G4,SRJN,LL,PNS,LLW
878,P,BIO,G2,SD,PDG,PDG,LLW
879,P,BIO,G2,SMTA,BPN,BPN,LTW
880,L,BIO,G1,SD,LL,BPN,LLW
881,P,BIO,G3,SRJN,PS,PDG,LC
882,P,BIO,G2,SMTA,LL,LL,LTW
883,P,BIO,G2,SD,BPN,BPN,LLW
884,P,BIO,G1,SD,BPN,BPN,LTW
885,P,BIO,G3,SRJN,GRD,BPN,LLW
886,P,BIO,G2,SMTA,LL,PS,LLW
887,L,BIO,G4,SMTA,LL,ABRI,LTW
888,L,BIO,G3,SRJN,LL,GRD,LLW
889,P,BIO,G2,SD,PDG,LL,LLW
890,L,BIO,G3,SRJN,GRD,BPN,LLW
891,L,BIO,G2,SD,PDG,PDG,LLW
892,P,BIO,G5,SRJN,LL,PS,LLW
893,L,BIO,G4,SMTA,LL,GRD,LLW
894,P,BIO,G2,SMTA,LL,PDG,LLW
895,P,BIO,G3,SMP,LL,PDG,LTW
896,P,BIO,G2,SMTA,LL,PS,LTW
897,L,BIO,G4,SRJN,PS,PNS,LLW
898,P,BIO,G5,SRJN,PS,PSN,LLW
899,P,BIO,G6,SMTA,LL,PS,LLW
900,P,BIO,G2,SD,BPN,BPN,LLW
901,L,BIO,G2,SMTA,LL,BPN,LLW
902,P,BIO,G3,LL,PDG,PS,LLW
903,P,BIO,G4,SMTA,LL,PNS,LLW
904,L,BIO,G1,SD,PDG,BPN,LLW
905,P,BIO,G7,SMTA,LL,PS,LLW
906,P,BIO,G3,SRJN,PDG,LL,LLW
907,P,BIO,G4,SMTA,LL,PSN,LTW
908,P,BIO,G5,SRJN,GRD,PNS,LLW
909,P,BIO,G5,SRJN,GRD,PS,LLW
910,P,BIO,G2,LL,BPN,BPN,LTW
911,P,BIO,G3,SMTA,LL,PS,LTW
912,P,BIO,G3,SMP,LL,BPN,LLW
913,P,BIO,G7,SRJN,LL,GRD,LLW
914,P,BIO,G6,SMTA,GRD,LL,LLW
915,P,BIO,G7,SMTA,LL,PNS,LTW
916,L,BIO,G4,SRJN,LL,PS,LTW
917,L,BIO,G5,SMTA,LL,PS,LTW
918,P,BIO,G3,SMTA,PDG,PDG,LLW
919,P,BIO,G3,SMTA,PDG,PNS,LLW
920,P,BIO,G1,SD,BPN,BPN,LLW
921,P,BIO,G4,LL,LL,PDG,LTW
922,P,BIO,G1,LL,PDG,BPN,LTW
923,P,BIO,G4,SMTA,LL,PS,LLW
924,P,BIO,G4,SMTA,LL,BPN,LLW
925,L,BIO,G2,SRJN,PDG,BPN,LTW
926,P,BIO,G2,LL,GRD,LL,LTW
927,P,BIO,G3,SMP,PS,PDG,LLW
928,P,BIO,G4,SMP,PDG,PDG,LLW
929,L,BIO,G3,SMTA,PDG,PSN,LLW
930,P,BIO,G4,SRJN,GRD,BPN,LTW
931,P,BIO,G2,SMTA,PDG,PDG,LLW
932,P,BIO,G2,SMP,BPN,BPN,LLW
933,P,BIO,G3,SD,BPN,BPN,LLW
934,P,BIO,G3,SRJN,LL,PDG,LTW
935,L,BIO,G3,SMTA,BPN,BPN,LLW
936,P,BIO,G3,SMTA,LL,PS,LLW
937,P,BIO,G3,SMP,PDG,PS,LLW
938,L,BIO,G3,SMTA,PS,BPN,LLW
939,P,BIO,G4,SMTA,LL,GRD,LTW
940,P,BIO,G2,SMTA,LL,LL,LLW
941,P,BIO,G3,SMTA,LL,PNS,LLW
942,P,BIO,G2,SMTA,LL,LL,LLW
943,P,BIO,G3,SMTA,PDG,PDG,LLW
944,L,BIO,G7,SRJN,LL,PNS,LTW
945,L,BIO,G3,SRJN,GRD,GRD,LLW
946,P,BIO,G4,SRJN,PNS,PNS,LTW
947,P,BIO,G1,SMTA,PDG,LL,LTW
948,P,BIO,G4,SRJN,LL,GRD,LTW
949,P,BIO,G4,SMTA,BPN,LL,LLW
950,P,BIO,G2,LL,LL,BPN,LTW
951,P,BIO,G3,SD,LL,PDG,LLW
952,P,BIO,G3,SMTA,LL,PDG,LLW
953,P,BIO,G4,SMTA,PDG,PSN,LLW
954,P,BIO,G2,SD,PDG,PDG,LLW
955,P,BIO,G2,SD,BPN,BPN,LTW
956,L,BIO,G2,SD,LL,PDG,LLW
957,L,BIO,G4,SMTA,LL,GRD,LLW
958,L,IF,G2,SMTA,PDG,PDG,LTW
959,L,IF,G3,SMTA,LL,BPN,LLW
960,L,IF,G4,SRJN,PNS,PNS,LLW
961,P,IF,G4,SMP,LL,PDG,LLW
962,L,IF,G2,SD,LL,PNS,LLW
963,L,IF,G5,SD,LL,BPN,LLW
964,L,IF,G2,SMTA,LL,LL,LLW
965,P,IF,G3,SMTA,LL,PSN,LLW
966,P,IF,G3,SMTA,LL,PS,LLW
967,P,IF,G3,SD,PDG,BPN,LLW
968,L,IF,G3,SRJN,GRD,PNS,LLW
969,P,IF,G3,SRJN,GRD,BPN,LLW
970,P,IF,G3,SMTA,LL,GRD,LLW
971,P,IF,G3,SMTA,PS,PS,LLW
972,L,IF,G3,SRJN,GRD,ABRI,LLW
973,L,IF,G3,SD,PDG,PDG,LLW
974,P,IF,G2,SD,BPN,PDG,LLW
975,P,IF,G4,SRJN,GRD,PNS,LLW
976,P,IF,G3,SRJN,GRD,GRD,LLW
977,P,IF,G1,SD,PS,BPN,LTW
978,P,IF,G3,SMTA,GRD,GRD,LTW
979,P,IF,G4,SRJN,GRD,GRD,LLW
980,P,IF,G4,SRJN,GRD,GRD,LLW
981,P,IF,G4,SRJN,PNS,PNS,LLW
982,P,IF,G4,SRJN,LL,LL,LLW
983,L,IF,G4,SRJN,GRD,PSN,LLW
984,P,IF,G4,SRJN,LL,PNS,LLW
985,P,IF,G3,SRJN,LL,PNS,LLW
986,P,IF,G3,SRJN,PSN,PSN,LLW
987,L,IF,G2,SD,BPN,BPN,LLW
988,L,IF,G4,SRJN,PS,PNS,LLW
989,P,IF,G3,SMTA,LL,GRD,LLW
990,L,IF,G4,SRJN,PNS,GRD,LLW
991,L,IF,G3,SMTA,LL,GRD,LLW
992,L,IF,G5,SMTA,LL,PDG,LLW
993,P,IF,G4,SMTA,PNS,PS,LLW
994,L,IF,G4,LL,LL,PDG,LLW
995,P,IF,G3,SMP,LL,PSN,LLW
996,P,IF,G4,LL,LL,PS,LLW
997,P,IF,G2,SMTA,LL,PSN,LLW
998,L,IF,G7,SMTA,PDG,PDG,LLW
999,L,IF,G1,SD,LL,PDG,LLW
1000,P,IF,G3,SMTA,PDG,GRD,LLW
1001,L,IF,G4,SRJN,LL,GRD,LTW
1002,P,IF,G3,SMTA,LL,PS,LLW
1003,P,IF,G4,SRJN,PNS,PNS,LTW
1004,P,IF,G4,SMTA,PS,PNS,LLW
1005,L,IF,G3,SMP,LL,PS,LLW
1006,L,IF,G4,SRJN,PDG,PDG,LLW
1007,L,IF,G3,SMTA,PS,PDG,LLW
1008,P,IF,G4,SMTA,PDG,PDG,LTW
1009,L,IF,G4,SMTA,PNS,GRD,LLW
1010,L,IF,G6,SRJN,LL,PS,LLW
1011,P,IF,G4,SMTA,PDG,GRD,LLW
1012,L,IF,G3,SRJN,GRD,ABRI,LLW
1013,P,IF,G3,SMTA,PDG,PSN,LLW
1014,L,IF,G5,SRJN,GRD,GRD,LLW
1015,L,IF,G5,SMTA,LL,PNS,LLW
1016,L,IF,G4,SMP,PDG,PDG,LLW
