,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,SKS_S1,SKS_S2,IP_S1,IP_S2,IPK_TERAKHIR
287,L,FISIKA,G3,SD,LL,BPN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
288,L,MTK,G3,SD,LL,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
289,P,MTK,G2,SMTA,PS,PS,SKS1_C,SKS2_C,IPS1_KM,IPS2_KM,IPK_SM
290,P,MTK,G2,SMP,PDG,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_SM
291,P,MTK,G1,LL,LL,PDG,SKS1_B,SKS2_C,IPS1_M,IPS2_SM,IPK_SM
292,L,MTK,G1,LL,BPN,BPN,SKS1_B,SKS2_C,IPS1_SM,IPS2_SM,IPK_SM
293,P,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_SM
294,L,MTK,G2,SD,LL,PNS,SKS1_B,SKS2_C,IPS1_SM,IPS2_SM,IPK_SM
295,P,MTK,G2,SMTA,LL,GRD,SKS1_B,SKS2_C,IPS1_M,IPS2_M,IPK_SM
296,P,MTK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_CUM
297,P,MTK,G2,SD,BPN,BPN,SKS1_C,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
298,L,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_C,IPS1_SM,IPS2_SM,IPK_SM
299,P,MTK,G3,SRJN,PNS,PNS,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_SM
300,P,MTK,G3,SMTA,PS,GRD,SKS1_B,SKS2_C,IPS1_M,IPS2_SM,IPK_SM
301,P,MTK,G3,SRJN,GRD,PS,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
302,P,MTK,G2,SRJN,GRD,BPN,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
303,L,MTK,G2,SD,BPN,BPN,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
304,L,MTK,G3,SD,LL,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_SM,IPK_SM
305,P,MTK,G2,SMP,LL,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
306,L,MTK,G2,LL,LL,PSN,SKS1_C,SKS2_C,IPS1_SM,IPS2_SM,IPK_SM
307,P,MTK,G3,SMP,LL,PNS,SKS1_B,SKS2_C,IPS1_SM,IPS2_SM,IPK_SM
308,P,MTK,G3,SRJN,GRD,PDG,SKS1_B,SKS2_C,IPS1_SM,IPS2_KM,IPK_SM
309,P,MTK,G2,SMTA,PDG,LL,SKS1_B,SKS2_C,IPS1_M,IPS2_KM,IPK_KM
310,P,MTK,G2,SMP,LL,PSN,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
311,L,MTK,G1,SD,PDG,PDG,SKS1_B,SKS2_C,IPS1_M,IPS2_SM,IPK_SM
312,P,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_SM,IPK_SM
313,P,MTK,G3,SRJN,GRD,PNS,SKS1_C,SKS2_C,IPS1_SM,IPS2_SM,IPK_SM
314,P,MTK,G3,SMTA,PNS,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
315,P,MTK,G3,SMP,LL,GRD,SKS1_B,SKS2_C,IPS1_SM,IPS2_M,IPK_SM
316,L,MTK,G3,SRJN,GRD,PS,SKS1_K,SKS2_K,IPS1_KM,IPS2_KM,IPK_KM
317,P,MTK,G2,SD,LL,BPN,SKS1_B,SKS2_C,IPS1_SM,IPS2_SM,IPK_SM
318,P,MTK,G3,SRJN,GRD,PS,SKS1_B,SKS2_C,IPS1_CUM,IPS2_CUM,IPK_CUM
319,P,MTK,G1,SD,LL,BPN,SKS1_K,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
320,P,MTK,G3,LL,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
321,P,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
322,P,MTK,G3,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
323,L,MTK,G3,SMP,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
324,P,MTK,G1,SD,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
325,P,MTK,G2,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
326,P,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
327,P,MTK,G2,SD,PS,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
328,P,MTK,G3,SMP,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
329,L,MTK,G3,LL,PDG,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
330,P,MTK,G3,SMTA,PS,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
331,P,MTK,G1,SMP,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
332,P,MTK,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
333,P,MTK,G2,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
334,P,MTK,G2,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
335,L,MTK,G2,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
336,L,MTK,G4,SMTA,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
337,P,MTK,G2,LL,BPN,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
338,P,MTK,G3,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
339,P,MTK,G2,SD,BPN,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
340,L,MTK,G3,SRJN,GRD,GRD,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
341,P,MTK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
342,P,MTK,G1,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
343,L,MTK,G4,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
344,P,MTK,G3,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
345,P,MTK,G3,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
346,P,MTK,G4,SMP,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
347,P,MTK,G3,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
348,L,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
349,P,MTK,G2,SMP,PDG,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
350,L,MTK,G3,SMTA,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
351,P,MTK,G2,SRJN,GRD,LL,SKS1_C,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
352,L,MTK,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
353,P,MTK,G1,SMTA,PDG,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
354,L,MTK,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
355,P,MTK,G1,SD,LL,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
356,P,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
357,L,MTK,G3,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
358,P,MTK,G2,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
359,L,MTK,G3,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
360,L,MTK,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
361,P,MTK,G1,SMP,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
362,P,MTK,G2,SRJN,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
363,P,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
364,P,MTK,G2,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
365,P,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
366,L,MTK,G3,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
367,P,MTK,G4,SMTA,PNS,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
368,P,MTK,G1,SMP,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
369,P,MTK,G1,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
370,P,MTK,G3,SD,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
371,P,MTK,G2,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
372,P,MTK,G2,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
373,P,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
374,P,MTK,G1,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
375,P,MTK,G3,SRJN,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
376,P,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
377,L,MTK,G4,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
378,P,MTK,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_CUM
379,P,MTK,G3,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
380,P,MTK,G1,LL,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
381,P,MTK,G2,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
382,L,MTK,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
383,P,MTK,G2,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
384,P,MTK,G2,SMP,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
385,P,MTK,G3,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
386,L,MTK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
387,L,MTK,G1,SRJN,LL,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_M
388,L,MTK,G1,SD,BPN,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
389,P,MTK,G1,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
390,P,MTK,G2,SD,PDG,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
391,L,MTK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
392,P,MTK,G4,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
393,P,MTK,G3,SMP,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
394,P,MTK,G1,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
395,P,MTK,G4,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
396,L,MTK,G3,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
397,P,MTK,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
398,P,MTK,G3,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
399,P,MTK,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
400,P,MTK,G4,SRJN,PNS,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
401,L,MTK,G2,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
402,L,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
403,P,MTK,G3,SMP,PDG,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
404,P,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
405,P,MTK,G5,SRJN,PS,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
406,P,MTK,G3,SD,BPN,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
407,P,MTK,G1,SMP,PDG,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
408,P,MTK,G1,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
409,L,MTK,G1,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
410,P,MTK,G2,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
411,L,MTK,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
412,P,MTK,G2,SD,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
413,P,MTK,G2,SMP,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
414,P,MTK,G2,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
415,L,MTK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
416,P,MTK,G3,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
417,P,MTK,G3,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
418,L,MTK,G2,SRJN,PDG,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
419,P,MTK,G5,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
420,P,MTK,G3,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
421,P,MTK,G1,SMTA,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
422,P,MTK,G2,LL,PDG,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
423,P,MTK,G2,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
424,P,MTK,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
425,P,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
426,L,MTK,G4,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
427,L,MTK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
428,P,MTK,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
429,P,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
430,L,MTK,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
431,P,MTK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
432,P,MTK,G3,SRJN,PS,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
433,L,MTK,G3,SMTA,PDG,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
434,P,MTK,G3,SMTA,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
435,P,MTK,G4,SMTA,BPN,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
436,P,MTK,G2,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
437,P,MTK,G3,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
438,L,MTK,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
439,P,MTK,G4,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
440,P,MTK,G4,SMTA,BPN,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
441,P,MTK,G2,SRJN,GRD,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
442,P,MTK,G4,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
443,P,MTK,G2,SMP,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
444,P,MTK,G3,SRJN,GRD,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
445,L,MTK,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
446,L,MTK,G5,LL,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
447,P,MTK,G3,SMTA,PS,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
448,P,MTK,G4,SRJN,PNS,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_CUM
449,L,MTK,G3,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
450,P,MTK,G4,SMTA,PS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
451,P,MTK,G5,SMTA,LL,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
452,L,MTK,G4,SMTA,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
453,P,MTK,G4,SMTA,PNS,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
454,P,MTK,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_CUM
455,L,MTK,G4,SD,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
456,P,MTK,G3,SD,LL,PS,SKS1_B,SKS2_B,IPS1_CUM,IPS2_SM,IPK_SM
457,L,MTK,G3,SMTA,PDG,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
458,P,MTK,G4,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
459,P,MTK,G5,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
460,P,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
461,L,MTK,G2,SRJN,GRD,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
462,P,MTK,G2,SRJN,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
463,P,MTK,G3,SMP,PDG,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
464,P,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
465,P,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_CUM,IPS2_SM,IPK_SM
466,P,MTK,G4,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
467,P,MTK,G3,SRJN,PDG,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
468,P,MTK,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_M
469,P,MTK,G2,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_M
470,P,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
471,P,MTK,G3,SMTA,PS,PNS,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
472,P,MTK,G3,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
473,L,MTK,G2,SD,BPN,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
474,P,MTK,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
475,P,MTK,G3,SMTA,PNS,PNS,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
476,P,MTK,G3,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
477,L,MTK,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
478,P,MTK,G2,LL,LL,BPN,SKS1_B,SKS2_B,IPS1_CUM,IPS2_CUM,IPK_CUM
479,P,MTK,G1,SMP,BPN,BPN,SKS1_B,SKS2_B,IPS1_CUM,IPS2_SM,IPK_CUM
480,L,MTK,G3,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_M
481,P,MTK,G2,SRJN,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
482,P,MTK,G1,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
483,P,MTK,G3,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
484,P,MTK,G3,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
485,L,MTK,G6,SRJN,PS,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
486,P,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
487,P,MTK,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
488,P,MTK,G3,SD,PDG,BPN,SKS1_B,SKS2_B,IPS1_CUM,IPS2_SM,IPK_CUM
489,P,MTK,G3,SMP,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
490,P,MTK,G4,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
491,L,MTK,G4,LL,PS,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
492,P,MTK,G2,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
493,P,MTK,G2,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_SM
494,L,MTK,G4,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
495,P,MTK,G4,SMTA,BPN,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
496,P,MTK,G1,SD,PDG,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
497,P,MTK,G3,SMTA,PNS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
498,L,MTK,G1,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
499,L,MTK,G4,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
500,P,MTK,G2,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
501,P,MTK,G4,SRJN,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_M
502,P,MTK,G3,SMP,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
503,P,MTK,G3,SMTA,LL,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_CUM
504,P,MTK,G2,SD,PDG,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
505,P,MTK,G5,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
506,P,MTK,G6,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
507,P,MTK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
508,P,MTK,G3,SD,PDG,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
509,P,MTK,G3,SMP,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
510,P,MTK,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
511,L,MTK,G3,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
512,P,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
513,P,MTK,G3,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
514,P,MTK,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
515,P,MTK,G5,SRJN,GRD,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
516,P,MTK,G4,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
517,P,MTK,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
518,P,MTK,G1,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_CUM,IPK_SM
519,P,MTK,G4,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
520,P,MTK,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
521,P,MTK,G1,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_CUM,IPS2_CUM,IPK_CUM
