,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,SKS_S1,SKS_S2,IP_S1,IP_S2,IPK_TERAKHIR
60,P,FISIKA,G1,SMTA,PS,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_CUM
61,P,FISIKA,G2,SMP,BPN,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
62,P,FISIKA,G3,LL,LL,PSN,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
63,P,FISIKA,G3,SMP,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
64,L,FISIKA,G3,SRJN,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
65,L,FISIKA,G4,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
66,P,FISIKA,G1,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
67,P,FISIKA,G2,SD,LL,PS,SKS1_B,SKS2_B,IPS1_CUM,IPS2_CUM,IPK_CUM
68,P,FISIKA,G2,LL,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
69,L,FISIKA,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
70,P,FISIKA,G4,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
71,L,FISIKA,G2,SMP,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
72,L,FISIKA,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
73,P,FISIKA,G3,SRJN,GRD,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
74,P,FISIKA,G3,SMP,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
75,L,FISIKA,G3,SMTA,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
76,L,FISIKA,G2,SD,BPN,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
77,P,FISIKA,G1,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
78,P,FISIKA,G2,SMP,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
79,P,FISIKA,G2,SD,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
80,L,FISIKA,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
81,P,FISIKA,G1,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
82,P,FISIKA,G1,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
83,P,FISIKA,G1,SMP,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
84,L,FISIKA,G3,SRJN,GRD,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
85,P,FISIKA,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
86,P,FISIKA,G1,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
87,P,FISIKA,G2,LL,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
88,L,FISIKA,G2,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
89,P,FISIKA,G3,SD,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
90,P,FISIKA,G2,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
91,L,FISIKA,G3,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
92,L,FISIKA,G2,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
93,L,FISIKA,G1,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
94,P,FISIKA,G3,SMTA,GRD,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
95,P,FISIKA,G2,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
96,P,FISIKA,G2,SRJN,PDG,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
97,P,FISIKA,G4,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
98,P,FISIKA,G2,SRJN,GRD,PDG,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
99,P,FISIKA,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
100,P,FISIKA,G1,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
101,P,FISIKA,G2,SMTA,PDG,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
102,P,FISIKA,G3,SMTA,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
103,P,FISIKA,G3,SMTA,PDG,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
104,L,FISIKA,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
105,L,FISIKA,G2,SD,BPN,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
106,L,FISIKA,G2,LL,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
107,L,FISIKA,G3,SRJN,PDG,LL,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
108,P,FISIKA,G2,SMTA,PDG,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
109,P,FISIKA,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
110,L,FISIKA,G2,LL,PDG,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
111,L,FISIKA,G3,SD,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_KM,IPK_SM
112,P,FISIKA,G1,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
113,P,FISIKA,G3,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
114,P,FISIKA,G1,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
115,L,FISIKA,G2,SMTA,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
116,L,FISIKA,G1,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
117,P,FISIKA,G1,SMP,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
118,P,FISIKA,G2,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
119,P,FISIKA,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
120,P,FISIKA,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
121,P,FISIKA,G3,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
122,L,FISIKA,G2,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
123,L,FISIKA,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
124,L,FISIKA,G2,SMTA,LL,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_KM
125,L,FISIKA,G2,SRJN,GRD,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
126,P,FISIKA,G1,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
127,P,FISIKA,G4,SMP,BPN,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_M
128,P,FISIKA,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
129,P,FISIKA,G1,SMP,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
130,L,FISIKA,G4,SRJN,GRD,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_SM
131,L,FISIKA,G1,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_CUM
132,P,FISIKA,G3,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_CUM,IPS2_SM,IPK_CUM
133,P,FISIKA,G4,SRJN,PDG,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
134,P,FISIKA,G1,SMTA,PDG,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
135,L,FISIKA,G2,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
136,L,FISIKA,G3,SMTA,PSN,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
137,L,FISIKA,G2,SMP,PDG,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
138,P,FISIKA,G2,SD,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
139,P,FISIKA,G2,LL,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
140,L,FISIKA,G4,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
141,P,FISIKA,G2,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
142,P,FISIKA,G4,SRJN,GRD,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
143,L,FISIKA,G3,SMP,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
144,P,FISIKA,G5,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
145,P,FISIKA,G1,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
146,L,FISIKA,G3,LL,BPN,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
147,L,FISIKA,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
148,P,FISIKA,G4,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
149,P,FISIKA,G3,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
150,L,FISIKA,G1,SMP,BPN,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
151,P,FISIKA,G2,SD,BPN,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
152,L,FISIKA,G2,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_KM
153,P,FISIKA,G2,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
154,L,FISIKA,G2,SMP,PDG,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_CUM
155,P,FISIKA,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
156,L,FISIKA,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
157,L,FISIKA,G5,SRJN,GRD,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
158,P,FISIKA,G2,SMTA,PDG,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
159,L,FISIKA,G1,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
160,P,FISIKA,G1,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
161,P,FISIKA,G4,SD,PDG,GRD,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
162,P,FISIKA,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
163,P,FISIKA,G3,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
164,P,FISIKA,G2,SD,BPN,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
165,P,FISIKA,G5,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
166,P,FISIKA,G1,SMTA,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_KM
167,L,FISIKA,G2,SD,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
168,L,FISIKA,G2,SMTA,PDG,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
169,P,FISIKA,G1,SMP,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
170,L,FISIKA,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
171,L,FISIKA,G4,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
172,P,FISIKA,G2,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
173,P,FISIKA,G2,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_CUM,IPS2_CUM,IPK_CUM
174,P,FISIKA,G2,LL,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
175,L,FISIKA,G3,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
176,P,FISIKA,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_SM
177,P,FISIKA,G3,SD,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
178,L,FISIKA,G3,SMTA,LL,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
179,L,FISIKA,G3,SMP,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
180,L,FISIKA,G3,SRJN,PDG,GRD,SKS1_B,SKS2_B,IPS1_CUM,IPS2_CUM,IPK_CUM
181,P,FISIKA,G2,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_M
182,P,FISIKA,G3,LL,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
183,P,FISIKA,G3,SRJN,PSN,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
184,L,FISIKA,G2,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
185,L,FISIKA,G5,SRJN,PS,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
186,L,FISIKA,G4,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
187,L,FISIKA,G2,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
188,L,FISIKA,G4,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
189,L,FISIKA,G3,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_KM,IPS2_CUM,IPK_SM
190,L,FISIKA,G3,SMTA,BPN,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
191,L,FISIKA,G4,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
192,P,FISIKA,G4,SRJN,PS,PS,SKS1_B,SKS2_SB,IPS1_M,IPS2_SM,IPK_SM
193,L,FISIKA,G2,SMTA,GRD,LL,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_SM
194,L,FISIKA,G2,SD,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_M
195,L,FISIKA,G3,SMTA,PNS,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
196,P,FISIKA,G4,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_SM
197,P,FISIKA,G3,SMP,PNS,BPN,SKS1_B,SKS2_B,IPS1_SM,IPS2_CUM,IPK_SM
198,P,FISIKA,G3,SMP,LL,PS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_SM
199,P,FISIKA,G3,SMTA,PS,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_M,IPK_SM
200,P,FISIKA,G3,SD,LL,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_SM,IPK_SM
201,L,FISIKA,G4,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
202,L,FISIKA,G4,SRJN,PNS,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
203,L,FISIKA,G5,SRJN,GRD,PNS,SKS1_B,SKS2_SB,IPS1_M,IPS2_CUM,IPK_SM
204,P,FISIKA,G3,SRJN,PNS,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
205,L,FISIKA,G4,SRJN,LL,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
206,L,FISIKA,G3,SD,PDG,GRD,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,IPK_SM
207,L,FISIKA,G4,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
208,P,FISIKA,G4,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_M
209,P,FISIKA,G2,SD,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
210,P,FISIKA,G2,SMTA,LL,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
211,P,FISIKA,G2,SD,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
212,P,FISIKA,G4,SRJN,LL,PS,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
213,P,FISIKA,G3,SMTA,LL,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_CUM,IPK_CUM
214,L,FISIKA,G3,SMTA,LL,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
215,L,FISIKA,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
216,L,FISIKA,G4,SD,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
217,P,FISIKA,G2,SD,LL,PS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
218,P,FISIKA,G2,SD,LL,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
219,P,FISIKA,G2,SMP,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
220,P,FISIKA,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
221,P,FISIKA,G3,SMP,LL,PNS,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
222,P,FISIKA,G4,SMP,PDG,LL,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
223,P,FISIKA,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
224,L,FISIKA,G4,SMTA,PDG,GRD,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
225,L,FISIKA,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_SM,IPK_SM
226,P,FISIKA,G1,LL,LL,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
227,L,FISIKA,G3,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
228,P,FISIKA,G4,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
229,P,FISIKA,G3,SRJN,GRD,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_M
230,P,FISIKA,G3,SMTA,LL,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
231,L,FISIKA,G2,SMTA,PDG,PDG,SKS1_B,SKS2_B,IPS1_SM,IPS2_SM,IPK_SM
232,P,FISIKA,G1,SRJN,GRD,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_SM
233,P,FISIKA,G2,SD,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
234,L,FISIKA,G4,SRJN,GRD,PNS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
235,L,FISIKA,G2,SD,BPN,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_M
236,P,FISIKA,G4,SRJN,GRD,GRD,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
237,P,FISIKA,G1,SMTA,LL,BPN,SKS1_B,SKS2_SB,IPS1_M,IPS2_KM,IPK_SM
238,P,FISIKA,G2,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
239,L,FISIKA,G3,SD,BPN,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
240,L,FISIKA,G3,SMTA,PDG,PSN,SKS1_B,SKS2_C,IPS1_KM,IPS2_M,IPK_SM
241,P,FISIKA,G4,SRJN,GRD,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
242,P,FISIKA,G3,SMTA,PDG,PNS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
243,P,FISIKA,G3,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
244,L,FISIKA,G3,SRJN,GRD,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
245,P,FISIKA,G2,SD,BPN,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
246,L,FISIKA,G1,SD,LL,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_KM,IPK_M
247,P,FISIKA,G2,SD,BPN,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
248,P,FISIKA,G2,SMP,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
249,L,FISIKA,G2,SMP,LL,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
250,P,FISIKA,G1,SD,BPN,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_CUM,IPK_CUM
251,P,FISIKA,G4,SRJN,PNS,PSN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
252,L,FISIKA,G2,LL,LL,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
253,P,FISIKA,G2,SRJN,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
254,L,FISIKA,G2,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
255,P,FISIKA,G5,SMTA,PS,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
256,P,FISIKA,G4,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
257,L,FISIKA,G2,SD,LL,BPN,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
258,L,FISIKA,G4,SRJN,PDG,PDG,SKS1_B,SKS2_SB,IPS1_M,IPS2_M,IPK_SM
259,P,FISIKA,G2,SMTA,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_SM
260,P,FISIKA,G2,SMTA,PS,PSN,SKS1_B,SKS2_B,IPS1_KM,IPS2_M,IPK_SM
261,P,FISIKA,G3,SMTA,PS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
262,P,FISIKA,G4,SMTA,BPN,GRD,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
263,P,FISIKA,G3,SRJN,GRD,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
264,P,FISIKA,G4,SMTA,PNS,LL,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
265,P,FISIKA,G5,SRJN,PNS,GRD,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
266,P,FISIKA,G7,SRJN,GRD,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
267,L,FISIKA,G4,SMTA,LL,GRD,SKS1_B,SKS2_C,IPS1_KM,IPS2_KM,IPK_SM
268,L,FISIKA,G2,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
269,P,FISIKA,G3,SMTA,LL,PDG,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_M
270,L,FISIKA,G3,SMP,PDG,PS,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
271,P,FISIKA,G2,SMTA,LL,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
272,P,FISIKA,G4,SRJN,GRD,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
273,L,FISIKA,G6,SMTA,LL,PNS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
274,P,FISIKA,G2,SRJN,GRD,GRD,SKS1_B,SKS2_SB,IPS1_M,IPS2_SM,IPK_SM
275,L,FISIKA,G4,SRJN,GRD,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_SM,IPK_CUM
276,L,FISIKA,G3,SRJN,PDG,PDG,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
277,P,FISIKA,G4,SMTA,LL,GRD,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
278,P,FISIKA,G4,SMTA,LL,PS,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
279,P,FISIKA,G2,SD,BPN,BPN,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
280,P,FISIKA,G4,SMTA,LL,BPN,SKS1_B,SKS2_B,IPS1_KM,IPS2_KM,IPK_SM
281,P,FISIKA,G2,SD,BPN,BPN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_SM,IPK_CUM
282,P,FISIKA,G3,SD,PDG,PDG,SKS1_B,SKS2_B,IPS1_M,IPS2_KM,IPK_SM
283,P,FISIKA,G3,SMTA,LL,PS,SKS1_B,SKS2_SB,IPS1_SM,IPS2_M,IPK_SM
284,P,FISIKA,G4,SRJN,PNS,PSN,SKS1_B,SKS2_B,IPS1_M,IPS2_M,IPK_SM
285,L,FISIKA,G4,SRJN,PNS,PS,SKS1_B,SKS2_C,IPS1_KM,IPS2_M,IPK_SM
286,P,FISIKA,G2,SMP,LL,BPN,SKS1_B,SKS2_SB,IPS1_CUM,IPS2_CUM,IPK_CUM
