,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,SKS_S1,SKS_S2,STATUS_LULUS
3176,P,KOM,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
1097,P,AKU,G6,LL,PNS,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
1090,P,AKU,G4,SMTA,LL,PSN,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
5564,P,HUK,G4,SMTA,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,LLW
3190,L,KOM,G5,SRJN,GRD,PNS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
977,L,AKU,G4,SMP,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
5855,P,HUK,G6,SMTA,PNS,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
2127,P,EKO,G4,SMTA,PS,PDG,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
3334,P,KOM,G4,SMTA,LL,PNS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
983,L,AKU,G3,SMP,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
699,L,AKU,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,LLW
1027,L,AKU,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
919,P,AKU,G4,SMTA,PDG,PDG,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
1885,L,EKO,G2,SMTA,PS,PS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_C,LLW
6056,P,HUK,G4,SMTA,PNS,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1095,P,AKU,G2,SD,BPN,BPN,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
5579,P,HUK,G3,SMTA,PNS,PNS,IPS1_SM,IPS2_M,SKS1_K,SKS2_B,LLW
6033,L,HUK,G5,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
832,P,AKU,G2,SRJN,PS,PS,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,LLW
5686,P,HUK,G3,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
1068,P,AKU,G3,SRJN,PSN,PSN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
873,P,AKU,G4,SRJN,GRD,GRD,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
3432,L,KOM,G5,SRJN,PNS,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
2163,L,EKO,G7,LL,LL,PDG,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_SB,LTW
6034,L,HUK,G7,SMTA,LL,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
5485,P,HUK,G2,SD,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
1038,P,AKU,G4,SRJN,LL,PNS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
6381,P,HUK,G4,SRJN,PNS,PSN,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,LTW
3109,L,KOM,G3,SRJN,GRD,PNS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LLW
5915,P,HUK,G7,SRJN,LL,LL,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LC
713,P,AKU,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
2008,P,EKO,G3,SRJN,LL,PNS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LLW
5770,L,HUK,G3,SRJN,PNS,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
3208,P,KOM,G5,SRJN,GRD,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
829,P,AKU,G4,SRJN,PNS,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,LLW
3128,P,KOM,G2,SD,PDG,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
3387,P,KOM,G6,SRJN,PNS,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
1160,L,AKU,G3,SRJN,GRD,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
3348,L,KOM,G4,SMTA,LL,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
1012,P,AKU,G1,SD,BPN,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
3193,L,KOM,G2,SRJN,GRD,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
1178,P,AKU,G4,SRJN,PSN,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
3393,L,KOM,G2,SRJN,PS,PS,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,LLW
5555,L,HUK,G3,SMTA,LL,PS,IPS1_KM,IPS2_SM,SKS1_K,SKS2_B,LLW
3314,P,KOM,G7,SRJN,PS,PNS,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,LLW
5119,L,HUK,G2,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_C,SKS2_K,LLW
5820,P,HUK,G5,SMP,LL,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LTW
5910,L,HUK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
868,P,AKU,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
6258,L,HUK,G2,SD,PDG,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
896,P,AKU,G3,SMTA,LL,GRD,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
3318,P,KOM,G3,SRJN,PNS,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
3440,L,KOM,G4,SRJN,PSN,PNS,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_SB,LLW
2323,P,EKO,G4,SMTA,LL,PNS,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,LC
1933,L,EKO,G4,SRJN,PNS,GRD,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_C,LLW
895,P,AKU,G4,SD,PDG,PS,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
3343,P,KOM,G2,SRJN,LL,BPN,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,LLW
5758,L,HUK,G1,SMTA,LL,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,LLW
2019,P,EKO,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
5531,L,HUK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
828,P,AKU,G4,SMTA,PDG,PS,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,LTW
869,P,AKU,G2,SMP,LL,PDG,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
3302,P,KOM,G4,SRJN,LL,PNS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
1058,L,AKU,G5,SRJN,PS,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
5529,L,HUK,G3,SMTA,PDG,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
846,P,AKU,G2,SD,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
3298,P,KOM,G6,SRJN,LL,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
1011,L,AKU,G7,SMTA,PDG,PNS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LLW
6270,L,HUK,G4,SMTA,PNS,ABRI,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,LLW
5981,L,HUK,G4,SRJN,LL,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,LLW
3389,P,KOM,G3,SD,LL,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
6266,P,HUK,G5,SRJN,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
3255,L,KOM,G7,SRJN,GRD,PS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LLW
5492,P,HUK,G3,SMP,PDG,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
6047,P,HUK,G2,SRJN,PS,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LTW
2039,P,EKO,G5,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
5597,L,HUK,G4,SMTA,LL,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,LTW
6194,P,HUK,G5,SRJN,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
1996,P,EKO,G2,SD,BPN,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
1940,P,EKO,G4,SRJN,PS,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
6135,P,HUK,G3,SMP,PDG,PSN,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
3282,L,KOM,G2,SMTA,LL,BPN,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,LLW
5147,L,HUK,G3,SMTA,PDG,PDG,IPS1_M,IPS2_CUM,SKS1_SB,SKS2_B,LTW
1175,L,AKU,G4,SRJN,GRD,BPN,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
889,L,AKU,G7,SRJN,LL,PNS,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,LLW
710,L,AKU,G3,SRJN,PSN,PNS,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_SB,LLW
940,L,AKU,G4,SRJN,GRD,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1025,L,AKU,G6,SRJN,GRD,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
996,P,AKU,G5,SRJN,LL,PNS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
3278,P,KOM,G4,SMP,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
6268,P,HUK,G4,SMTA,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
5509,P,HUK,G4,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
5969,L,HUK,G4,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
5777,L,HUK,G3,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_SB,LLW
5434,L,HUK,G4,SRJN,LL,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
3162,P,KOM,G4,SRJN,PNS,LL,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
906,P,AKU,G4,SRJN,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
2197,L,EKO,G6,SRJN,PNS,PNS,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LC
6061,L,HUK,G4,SMTA,PDG,PS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_SB,LTW
5438,L,HUK,G2,SMTA,LL,PS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
5659,L,HUK,G4,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1181,L,AKU,G7,SMTA,LL,PS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
2311,L,EKO,G4,SD,LL,PDG,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
1905,L,EKO,G3,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
2151,P,EKO,G4,SMTA,PS,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
3080,L,KOM,G3,SMTA,LL,PSN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1033,L,AKU,G4,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
1900,P,EKO,G3,SMTA,PSN,PSN,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
1143,L,AKU,G1,SD,LL,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
950,L,AKU,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
1046,P,AKU,G1,SMTA,LL,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
1180,P,AKU,G3,SMP,LL,PS,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
1992,P,EKO,G4,SD,PDG,PDG,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,LTW
955,L,AKU,G4,SRJN,LL,GRD,IPS1_SM,IPS2_KM,SKS1_B,SKS2_SB,LLW
5487,P,HUK,G2,SMP,LL,PS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_B,LTW
6388,P,HUK,G4,SRJN,GRD,PSN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
5549,P,HUK,G3,SMTA,PDG,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
1117,P,AKU,G5,SRJN,LL,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
2153,P,EKO,G6,SRJN,PS,PS,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,LTW
3418,P,KOM,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
962,L,AKU,G4,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
6038,L,HUK,G2,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1801,L,EKO,G4,SRJN,PNS,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
6167,L,HUK,G4,SRJN,PNS,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
2222,P,EKO,G4,SMTA,LL,PNS,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
5792,L,HUK,G5,SMTA,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,LTW
2126,L,EKO,G4,SMTA,LL,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
818,L,AKU,G3,SRJN,GRD,PSN,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
1057,P,AKU,G4,SRJN,PS,PNS,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,LLW
5502,L,HUK,G3,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
6220,P,HUK,G6,SRJN,GRD,PNS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_B,LTW
1966,P,EKO,G2,SRJN,PNS,PNS,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,LTW
5987,P,HUK,G4,SMTA,LL,ABRI,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1204,L,AKU,G1,SMTA,LL,LL,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
5846,L,HUK,G5,SMTA,LL,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
5599,P,HUK,G5,SRJN,PNS,PNS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LTW
1170,P,AKU,G6,SRJN,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
2283,P,EKO,G3,SD,PDG,PDG,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
2249,P,EKO,G3,SRJN,LL,PS,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
5735,P,HUK,G5,SMTA,PS,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
5783,P,HUK,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
2006,L,EKO,G4,SD,PDG,PDG,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LTW
5126,L,HUK,G6,SRJN,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_C,SKS2_B,LLW
6161,L,HUK,G4,SRJN,PNS,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1960,P,EKO,G4,SMTA,PDG,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,LLW
5744,L,HUK,G5,SRJN,PS,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
5378,L,HUK,G7,SRJN,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
2119,P,EKO,G3,SMTA,LL,PSN,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,LLW
3304,P,KOM,G2,SD,LL,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
982,P,AKU,G4,SRJN,GRD,PNS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LLW
6138,P,HUK,G4,SRJN,PDG,PS,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,LTW
5858,P,HUK,G4,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2252,P,EKO,G4,SMTA,LL,PNS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
5772,L,HUK,G4,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_C,SKS2_K,LLW
6107,P,HUK,G3,SRJN,GRD,GRD,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,LTW
5406,L,HUK,G3,SRJN,GRD,GRD,IPS1_M,IPS2_M,SKS1_SB,SKS2_K,LLW
3470,P,KOM,G4,SMTA,PNS,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
662,L,AKU,G2,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
3376,P,KOM,G4,SMTA,ABRI,ABRI,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
930,P,AKU,G5,SRJN,GRD,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,LTW
3395,P,KOM,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
6360,L,HUK,G3,SRJN,LL,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
6035,L,HUK,G2,SMTA,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
5592,P,HUK,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
988,L,AKU,G1,SRJN,GRD,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
3337,P,KOM,G7,SRJN,PNS,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
2227,P,EKO,G4,SRJN,GRD,PSN,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
3454,P,KOM,G4,SRJN,PS,GRD,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
5129,L,HUK,G3,SRJN,PNS,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_C,LLW
3386,P,KOM,G2,SMTA,LL,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
2011,P,EKO,G2,SMP,PDG,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
3091,P,KOM,G3,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
3265,L,KOM,G4,SMTA,PDG,PDG,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
2086,L,EKO,G4,SRJN,GRD,PSN,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
1063,P,AKU,G3,SMTA,LL,PS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
3192,L,KOM,G4,SMTA,PNS,PNS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LLW
1059,L,AKU,G5,SRJN,GRD,GRD,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
5933,L,HUK,G3,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1814,P,EKO,G3,SMTA,PDG,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
881,P,AKU,G5,SRJN,GRD,PSN,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
2080,P,EKO,G5,SRJN,PDG,PDG,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LTW
3167,P,KOM,G5,SRJN,PNS,PNS,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,LLW
6387,P,HUK,G4,SMTA,LL,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LTW
1768,P,EKO,G3,SMTA,PSN,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,LLW
