,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,SKS_S1,SKS_S2,STATUS_LULUS
16,P,FISIKA,G1,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
17,P,FISIKA,G3,SD,LL,PNS,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,LTW
18,P,FISIKA,G1,LL,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LTW
19,P,FISIKA,G1,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
20,L,FISIKA,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
21,L,FISIKA,G1,LL,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
22,L,FISIKA,G2,SMP,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
23,L,FISIKA,G3,SMP,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LTW
24,P,FISIKA,G2,SMTA,LL,GRD,IPS1_KM,IPS2_M,SKS1_SB,SKS2_C,LTW
25,P,FISIKA,G2,SMTA,PS,PS,IPS1_M,IPS2_SM,SKS1_SB,SKS2_C,LTW
26,P,FISIKA,G1,LL,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
