,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,SKS_S1,SKS_S2,IPK_TERAKHIR
1181,L,MTK,G3,SMTA,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
493,P,FISIKA,G3,SMTA,PNS,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
525,P,FISIKA,G3,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
461,P,FISIKA,G1,SMTA,LL,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_SB,IPK_SM
1034,P,MTK,G3,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
1776,P,BIO,G3,SD,LL,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
194,L,FISIKA,G1,LL,LL,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_K,IPK_SM
1876,P,BIO,G2,SD,PDG,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
1763,P,BIO,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
2288,L,IF,G4,SRJN,GRD,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
464,L,FISIKA,G1,SD,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
843,L,MTK,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_C,IPK_SM
1921,L,BIO,G4,SRJN,LL,PS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1731,L,BIO,G2,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1627,P,BIO,G1,SRJN,LL,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1348,P,MTK,G4,SMTA,PDG,LL,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
958,L,MTK,G2,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
416,P,FISIKA,G4,SRJN,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
299,P,FISIKA,G1,SD,BPN,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
149,L,FISIKA,G2,SRJN,PNS,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
1092,P,MTK,G2,SRJN,PDG,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
2180,L,IF,G2,SD,PDG,PDG,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
981,P,MTK,G3,SMTA,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1243,L,MTK,G3,SRJN,PNS,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
1891,L,BIO,G4,SRJN,PS,PNS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
381,L,FISIKA,G2,SMTA,GRD,LL,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_SM
1006,P,MTK,G3,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1148,P,MTK,G1,SD,BPN,BPN,IPS1_M,IPS2_CUM,SKS1_B,SKS2_B,IPK_SM
1719,P,BIO,G2,SD,PDG,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1086,L,MTK,G3,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
1027,P,MTK,G4,SMTA,BPN,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
833,L,MTK,G1,LL,BPN,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_C,IPK_SM
358,P,FISIKA,G2,SD,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
1060,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
1031,L,MTK,G2,SD,LL,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
203,L,FISIKA,G1,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_SM
1750,P,BIO,G3,SD,PDG,BPN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
2236,P,IF,G4,SMTA,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
1682,P,BIO,G3,SMTA,PNS,ABRI,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1902,P,BIO,G4,SMTA,LL,PNS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_SB,IPK_SM
2145,L,IF,G4,SMP,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1101,P,MTK,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
306,P,FISIKA,G4,SRJN,PDG,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1051,P,MTK,G3,SMTA,LL,ABRI,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
497,P,FISIKA,G3,SRJN,GRD,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
1793,L,BIO,G2,SMP,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_KM
1833,P,BIO,G2,SD,LL,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
2211,L,IF,G3,SMP,PNS,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
193,L,FISIKA,G3,SMP,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
2140,L,IF,G4,SRJN,PDG,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
394,P,FISIKA,G3,SD,LL,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2258,P,IF,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
926,L,MTK,G2,SMTA,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_M
887,L,MTK,G2,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
2146,P,IF,G3,SMTA,LL,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1591,P,BIO,G3,SMTA,LL,GRD,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
2160,L,IF,G3,SD,LL,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2307,L,IF,G4,SMTA,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
311,L,FISIKA,G2,SMP,PDG,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1239,P,MTK,G4,SRJN,PDG,GRD,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_M
2100,L,IF,G2,SD,BPN,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
1172,P,MTK,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1135,P,MTK,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
521,P,FISIKA,G2,SMTA,LL,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
2337,P,IF,G4,SRJN,GRD,PS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
907,P,MTK,G3,SRJN,GRD,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1899,P,BIO,G1,SMTA,BPN,BPN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1943,P,BIO,G4,SMP,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
529,P,FISIKA,G2,SRJN,GRD,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
828,L,MTK,G3,SD,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_KM
2257,L,IF,G4,SRJN,GRD,PNS,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
1176,P,MTK,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
2147,P,IF,G4,SRJN,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_M
1105,P,MTK,G4,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
950,P,MTK,G2,SD,BPN,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
323,L,FISIKA,G2,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1590,L,BIO,G2,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
1822,P,BIO,G6,SMP,LL,PDG,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
227,L,FISIKA,G2,SMP,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1533,P,BIO,G2,SRJN,PS,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
397,P,FISIKA,G4,SMTA,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
2094,L,IF,G4,SRJN,GRD,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
199,P,FISIKA,G2,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_KM
1856,P,BIO,G4,SRJN,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
1780,P,BIO,G3,SRJN,PNS,PSN,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
909,P,MTK,G4,SMP,LL,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
1994,P,BIO,G2,SMP,LL,BPN,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,IPK_SM
2223,L,IF,G2,SMTA,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_KM
1747,L,BIO,G4,SRJN,PNS,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2085,P,IF,G1,SD,PS,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2171,L,IF,G2,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1558,P,BIO,G4,SRJN,GRD,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
457,L,FISIKA,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1546,P,BIO,G2,SD,PDG,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1133,P,MTK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
2242,P,IF,G2,SMP,BPN,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
2330,P,IF,G4,SMTA,GRD,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
1085,P,MTK,G3,SRJN,GRD,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1512,P,BIO,G4,SMP,LL,PNS,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_M
218,L,FISIKA,G4,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1665,P,BIO,G3,SMTA,LL,ABRI,IPS1_KM,IPS2_M,SKS1_B,SKS2_C,IPK_SM
1983,P,BIO,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
1905,P,BIO,G7,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
1998,P,BIO,G4,SMTA,PDG,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
480,L,FISIKA,G2,SMP,LL,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
2122,L,IF,G4,SRJN,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
270,P,FISIKA,G3,SRJN,PNS,GRD,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
1114,L,MTK,G4,SD,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1122,P,MTK,G3,SMTA,LL,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
2229,L,IF,G4,SRJN,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2102,P,IF,G3,SMTA,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
331,P,FISIKA,G2,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
255,L,FISIKA,G1,LL,BPN,BPN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
867,L,MTK,G1,LL,PDG,BPN,IPS1_SM,IPS2_M,SKS1_C,SKS2_C,IPK_SM
302,P,FISIKA,G1,SMP,LL,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
339,P,FISIKA,G3,SRJN,GRD,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
927,P,MTK,G2,SD,LL,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1235,P,MTK,G3,SMTA,PDG,LL,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
252,P,FISIKA,G2,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1607,P,BIO,G3,SMP,LL,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1575,L,BIO,G3,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1605,P,BIO,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
918,L,MTK,G4,SRJN,GRD,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1234,P,MTK,G1,LL,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2199,L,IF,G4,SRJN,PDG,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
150,P,FISIKA,G3,SD,PDG,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1642,P,BIO,G2,SMP,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
225,L,FISIKA,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
256,P,FISIKA,G3,SMTA,GRD,PSN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1100,P,MTK,G4,SRJN,GRD,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1306,L,MTK,G4,SRJN,GRD,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1749,L,BIO,G1,SMTA,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
450,L,FISIKA,G4,SMP,PDG,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
2231,L,IF,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1612,P,BIO,G1,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
2210,P,IF,G4,SRJN,GRD,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1579,P,BIO,G2,LL,LL,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1230,P,MTK,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
2127,L,IF,G4,SRJN,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1619,L,BIO,G2,SMTA,BPN,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
910,P,MTK,G3,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
2266,L,IF,G4,SMTA,PDG,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
183,P,FISIKA,G2,SMP,BPN,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_C,IPK_M
1513,L,BIO,G2,SD,LL,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
460,P,FISIKA,G4,SRJN,GRD,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
167,L,FISIKA,G1,LL,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,IPK_M
1658,P,BIO,G1,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
396,L,FISIKA,G4,SRJN,PNS,ABRI,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1784,P,BIO,G2,SRJN,PDG,PDG,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
2272,L,IF,G3,LL,LL,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_M
266,P,FISIKA,G1,SD,LL,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
531,L,FISIKA,G4,SRJN,GRD,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
912,P,MTK,G2,SMP,PDG,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
2107,L,IF,G5,SMTA,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_M
853,L,MTK,G2,LL,LL,PSN,IPS1_SM,IPS2_SM,SKS1_C,SKS2_C,IPK_SM
